N	2gram	Bakhtin_Fr_3	slovoVRo
1	и в	40	41
2	в нем	5	30
3	и т	1	28
4	то есть	18	26
5	в романе	15	21
6	во всех	6	17
7	не только	13	16
8	и не	13	16
9	точки зрения	2	16
10	но и	11	16
11	а не	5	15
12	то же	7	14
13	и на	8	14
14	в то	6	14
15	и его	17	14
16	в пределах	1	14
17	может быть	9	14
18	и др	7	14
19	не может	3	14
20	слова и	2	13
21	в сущности	9	13
22	в его	13	13
23	в этом	15	12
24	до конца	6	12
25	же время	6	12
26	языка и	1	12
27	как бы	3	12
28	так и	3	11
29	в узком	1	10
30	язык и	2	10
31	в той	6	10
32	узком смысле	1	10
33	слово в	3	10
34	все эти	8	9
35	таким образом	10	9
36	той или	2	9
37	иной степени	1	9
38	или иной	2	9
39	как в	3	8
40	но в	8	8
41	на его	2	8
42	с точки	1	8
43	как мы	10	8
44	в особенности	5	8
45	или в	1	8
46	слова в	2	8
47	прежде всего	16	8
48	отношение к	8	7
49	все же	2	7
50	в своей	6	7
51	не в	1	7
52	вовсе не	12	7
53	с ним	1	7
54	и следовательно	3	7
55	все они	1	7
56	во всяком	1	7
57	того же	2	6
58	при этом	3	6
59	в плане	2	6
60	это не	2	6
61	в них	9	6
62	к своему	1	6
63	в отношении	1	6
64	только в	3	6
65	и даже	4	6
66	а в	3	6
67	и к	3	5
68	в самом	6	5
69	он в	2	5
70	так сказать	5	5
71	с другими	1	5
72	далеко не	2	5
73	всяком случае	1	5
74	все это	4	5
75	в основе	5	5
76	не на	1	5
77	в языке	2	5
78	к нему	2	5
79	как его	2	5
80	точек зрения	1	5
81	с другой	2	5
82	еще более	4	5
83	почти вовсе	4	5
84	одним из	2	4
85	по преимуществу	2	4
86	на мир	1	4
87	единым и	1	4
88	в ней	4	4
89	меньшей степени	2	4
90	еще не	3	4
91	с его	3	4
92	перед нами	1	4
93	и наконец	3	4
94	в которой	2	4
95	но именно	3	4
96	всех этих	3	4
97	не как	1	4
98	связанных с	1	4
99	и с	8	4
100	лишь в	2	4
101	на почве	1	4
102	языка но	1	4
103	как и	11	4
104	в прямых	1	4
105	в их	4	4
106	речи в	1	4
107	том же	2	4
108	и для	5	4
109	ничего не	1	4
110	о нем	3	4
111	все его	1	4
112	язык в	1	4
113	большей или	3	4
114	один из	4	4
115	с одной	1	4
116	рядом с	2	4
117	или меньшей	3	4
118	и все	9	4
119	там где	3	4
120	и потому	4	4
121	и от	3	4
122	в смысле	1	4
123	кроме того	3	4
124	здесь в	4	4
125	и часто	1	4
126	быть и	1	4
127	другой стороны	1	4
128	также и	4	3
129	в первом	1	3
130	почти всегда	1	3
131	следовательно в	1	3
132	данном случае	2	3
133	в своем	7	3
134	бы и	1	3
135	из этих	2	3
136	выражение в	2	3
137	все слова	1	3
138	в себе	3	3
139	связанные с	3	3
140	и сам	2	3
141	его в	1	3
142	было бы	4	3
143	он не	9	3
144	от языка	2	3
145	и прямо	1	3
146	и ее	2	3
147	от его	1	3
148	которые в	1	3
149	следовательно и	2	3
150	никогда не	1	3
151	в разных	2	3
152	произведения как	1	3
153	и здесь	4	3
154	не могут	1	3
155	в других	3	3
156	образом в	2	3
157	но здесь	2	3
158	о том	4	3
159	не выходит	1	3
160	и во	4	3
161	у рабле	16	3
