N	4gram	Vygotskiy__1	KulturaY
1	в той мере в	1	5
2	той мере в какой	1	5
3	состоит в том что	1	3
4	не в том чтобы	2	3
5	т д и т	1	2
6	одного и того же	1	2
7	д и т д	1	2
8	и т д и	1	2
9	в силу того что	2	2
10	заключается в том что	3	2
11	и в самом деле	2	2
12	одно и то же	1	1
13	социальной жизни в его	1	1
14	поскольку речь идет о	1	1
15	заключается не в том	2	1
16	и т п с	1	1
17	точно так же как	1	1
18	и мы увидим как	1	1
19	о том что он	1	1
20	ни в какой мере	2	1
21	только в том случае	1	1
22	не что иное как	1	1
23	и т д все	1	1
24	и т п все	2	1
25	в центр своего внимания	2	1
26	в том случае если	1	1
27	что с точки зрения	1	1
28	худо ли хорошо ли	1	1
29	с этой точки зрения	4	1
30	не в том что	1	1
31	никак не может быть	2	1
32	есть в сущности говоря	1	1
33	в том что она	2	1
34	в собственном смысле слова	2	1
35	и есть в сущности	1	1
36	и в той мере	1	1
37	только о том что	1	1
38	т д все это	1	1
39	для того чтобы с	1	1
40	с другой стороны слова	1	1
41	именно в силу того	1	1
42	в том что на	1	1
