N	3gram	Bakhtin_sl_1	Vvedenie
1	и т д	5	36
2	для того чтобы	1	20
3	в том что	1	12
4	о том что	1	12
5	не может быть	1	8
6	тем не менее	1	8
7	до сих пор	2	6
8	то же время	12	6
9	в то же	12	6
10	и т п	23	5
11	с другой стороны	4	5
12	в широком смысле	2	5
13	и в особенности	4	4
14	в этом случае	2	4
15	в этом отношении	1	4
16	можно было бы	2	4
17	по крайней мере	1	4
18	в данном случае	3	4
19	не только в	2	4
20	и в этом	2	4
21	так или иначе	1	4
22	во всяком случае	5	4
23	с одной стороны	4	4
24	но в то	4	3
25	в известном смысле	2	3
26	и в том	2	3
27	большей или меньшей	4	3
28	можно сказать что	1	3
29	как мы видели	1	3
30	в свое время	1	3
31	до наших дней	1	2
32	дело в том	1	2
33	и той же	1	2
34	с точки зрения	8	2
35	хотя бы и	3	2
36	может быть и	1	2
37	дело не с	2	2
38	на задний план	1	2
39	и не могут	1	2
40	не могут быть	2	2
41	того что уже	1	2
42	а также и	1	2
43	как мы уже	2	2
44	одной и той	1	2
45	это не только	1	2
46	той или иной	9	2
47	а между тем	2	1
48	не может не	5	1
49	между ними и	1	1
50	системы языка а	1	1
51	в той или	9	1
52	точки зрения на	3	1
53	но как мы	1	1
54	не только по	1	1
55	прежде всего в	1	1
56	более или менее	3	1
57	имеем в виду	1	1
58	известным правом можно	1	1
59	свое выражение в	2	1
60	эта установка на	1	1
61	то или иное	1	1
62	в лучшем случае	2	1
63	в отличие от	1	1
64	но и в	1	1
65	себе самому и	1	1
66	находит свое выражение	1	1
67	или иной степени	9	1
68	и в каждом	1	1
69	может быть только	2	1
70	с этой точки	1	1
71	и не в	1	1
72	в зависимости от	3	1
73	одно и то	2	1
74	имеет дело не	2	1
75	в особенности в	1	1
76	которая лежит в	1	1
77	в первом случае	2	1
78	не есть еще	1	1
79	то ни было	1	1
80	мы имеем в	1	1
81	на одной из	1	1
82	и то же	2	1
83	только в одном	1	1
84	с известным правом	1	1
85	и в чисто	2	1
86	в большей или	3	1
87	или меньшей степени	3	1
88	к своему предмету	1	1
89	прежде всего именно	1	1
90	бы то ни	1	1
91	науки о языке	1	1
92	том что между	1	1
93	т д можно	1	1
94	и до наших	1	1
95	этой точки зрения	1	1
96	может быть не	1	1
97	так что мы	1	1
98	его отношение к	1	1
99	в свою очередь	2	1
100	того или иного	2	1
101	с самого начала	1	1
102	и прежде всего	1	1
103	но в этом	1	1
104	именно потому что	1	1
105	в разной степени	1	1
106	как мы видим	1	1
107	к языку как	1	1
108	но с другой	1	1
109	же время в	1	1
110	на то или	1	1
111	уже не только	1	1
112	но во всяком	1	1
113	к тому что	2	1
114	именно для того	1	1
115	во всех его	7	1
116	не с языком	1	1
