N	2gram	Bakhtin_Pr_2	Myshleni
1	и в	43	28
2	в том	6	28
3	то что	7	28
4	в этом	13	27
5	того что	2	24
6	том что	2	19
7	не может	18	19
8	таким образом	5	18
9	что он	13	18
10	только в	4	18
11	что в	4	17
12	не только	11	16
13	так же	2	15
14	точки зрения	13	13
15	может быть	23	13
16	с помощью	1	13
17	сказать что	2	13
18	и не	29	11
19	как бы	22	11
20	к другим	1	11
21	но не	5	10
22	по отношению	5	10
23	с точки	8	10
24	в отношении	3	10
25	того чтобы	1	10
26	к тому	4	10
27	как мы	10	10
28	так как	4	10
29	но и	14	10
30	отношению к	5	10
31	было бы	5	9
32	в процессе	2	9
33	мы можем	2	9
34	между собой	2	9
35	в самом	7	8
36	никогда не	9	8
37	тем что	3	8
38	еще не	9	8
39	того же	3	7
40	то же	8	7
41	в сущности	9	7
42	отношение к	2	7
43	в своем	4	7
44	он не	9	7
45	в нем	12	7
46	можно было	3	7
47	если бы	3	7
48	мы видим	1	7
49	мышления и	1	7
50	там где	4	7
51	вместе с	1	7
52	между ними	4	7
53	же как	1	6
54	связи между	3	6
55	мы не	4	6
56	и как	2	6
57	и к	3	6
58	как и	14	6
59	для него	8	6
60	не имеет	1	6
61	тогда когда	1	6
62	же самое	1	6
63	то время	2	6
64	приводит к	6	6
65	так и	3	6
66	и что	5	6
67	можно сказать	1	6
68	его в	3	6
69	так что	5	6
70	как раз	4	6
71	вообще не	1	6
72	в то	7	6
73	том же	4	5
74	вопрос о	2	5
75	время как	2	5
76	и на	10	5
77	он умеет	1	5
78	но в	10	5
79	то в	1	5
80	в этой	1	5
81	что все	1	5
82	на этой	1	5
83	и тем	1	5
84	того как	2	5
85	с другом	4	5
86	не могут	4	5
87	могут быть	3	5
88	в пределах	16	5
89	это не	3	5
90	и развитием	1	5
91	эти отношения	2	5
92	иначе как	1	5
93	друг с	4	5
94	и все	6	5
95	речи и	4	5
96	например в	2	4
97	и то	2	4
98	в первом	2	4
99	к другому	5	4
100	той же	3	4
101	я не	4	4
102	мы и	2	4
103	в каждой	2	4
104	во всех	4	4
105	в одной	3	4
106	в той	5	4
107	с этим	2	4
108	в мысли	1	4
109	целый ряд	2	4
110	в себе	5	4
111	в нашем	1	4
112	на то	5	4
113	на этом	1	4
114	к другу	2	4
115	не умеет	1	4
116	он должен	1	4
117	не в	11	4
118	мысли в	1	4
119	в сознании	1	4
120	что на	2	4
121	что и	3	4
122	между этими	1	4
123	в качестве	1	4
124	и обратно	1	4
125	мы знаем	1	4
126	которые в	1	4
127	друг друга	1	4
128	но что	1	4
129	на этот	4	4
130	и следовательно	3	4
131	они не	1	4
132	ту же	2	3
133	отношения к	2	3
134	это и	1	3
135	иное отношение	1	3
136	с его	4	3
137	друг к	2	3
138	из этих	2	3
139	значение для	2	3
140	как в	2	3
141	хотя и	5	3
142	от этого	1	3
143	отношение между	2	3
144	при этом	6	3
145	раз в	1	3
146	в плане	1	3
147	и по	1	3
148	в каждом	11	3
149	должен был	1	3
150	в ином	1	3
151	в них	4	3
152	что такое	2	3
153	в их	3	3
154	по себе	11	3
155	является как	2	3
156	что с	1	3
157	что их	1	3
158	в основе	1	3
159	только не	1	3
160	по своей	1	3
161	связи с	1	3
162	до того	1	3
163	лежит в	2	3
164	отличается от	2	3
165	совершается в	1	3
166	в себя	3	3
167	но мы	1	3
168	те же	1	3
169	мог бы	1	3
170	по мере	4	3
171	и здесь	3	3
172	до сих	7	3
173	во втором	1	3
174	в его	10	3
175	и только	3	3
176	слов и	5	3
177	все время	1	3
178	один из	1	3
179	этот вопрос	4	3
180	и его	8	3
181	есть в	3	3
182	до конца	4	3
183	его мысли	2	3
184	связано с	1	3
185	а не	7	3
186	совершенно очевидно	1	3
187	но как	1	3
188	на фоне	5	3
189	как это	1	3
190	это есть	1	3
191	сих пор	7	3
192	в целом	2	3
193	видел что	1	3
194	в другой	1	3
195	бы в	5	3
196	отношении к	2	3
197	не знает	3	3
198	в своих	2	3
199	как на	1	3
200	одним из	1	2
201	самом деле	5	2
202	он может	1	2
203	мы уже	3	2
204	до крайности	1	2
205	принадлежит к	1	2
206	вместо того	1	2
207	себе что	2	2
208	слово не	8	2
209	он сам	3	2
210	себе и	4	2
211	за ходом	1	2
212	опирается на	2	2
213	прежде всего	10	2
214	все же	3	2
215	когда он	3	2
216	и наконец	6	2
217	нами в	2	2
218	между двумя	1	2
219	поэтому он	1	2
220	бы сказать	1	2
221	все эти	5	2
222	но на	2	2
223	мысли и	2	2
224	могут оказаться	2	2
225	к одному	6	2
226	другу как	1	2
227	в другом	7	2
228	с другими	1	2
229	известно что	2	2
230	этом смысле	2	2
231	чем в	1	2
232	несмотря на	1	2
233	остается в	1	2
234	раз и	2	2
235	в этих	6	2
236	что если	3	2
237	в своей	4	2
238	в такой	2	2
239	в котором	6	2
240	же направлении	1	2
241	в которых	2	2
242	что я	6	2
243	всей истории	1	2
244	точку зрения	1	2
245	но это	4	2
246	но он	4	2
247	друг другу	1	2
248	слова к	1	2
249	и вообще	1	2
250	не менее	3	2
251	и функции	1	2
252	она не	3	2
253	но только	1	2
254	не могло	1	2
255	к определенному	2	2
256	у нас	2	2
257	языка в	1	2
258	важно было	1	2
259	этих отношений	1	2
260	всем этим	2	2
261	и от	1	2
262	он с	3	2
263	на том	2	2
264	поэтому мы	1	2
265	не с	1	2
266	что у	2	2
267	еще в	1	2
268	том как	1	2
269	для этого	2	2
270	с ним	3	2
271	мысли мы	1	2
272	в значительной	1	2
273	нас в	1	2
274	о предмете	1	2
275	но с	1	2
276	с ними	2	2
277	и является	2	2
278	своего собственного	1	2
279	где они	1	2
280	из которого	1	2
281	первостепенное значение	2	2
282	если мы	2	2
283	только на	3	2
284	речь в	2	2
285	за ним	1	2
286	в новом	1	2
287	бы совершенно	1	2
288	на одном	1	2
289	из них	2	2
290	в одном	12	2
291	в конце	2	2
292	у него	6	2
293	на не	1	2
294	в других	1	2
295	были бы	1	2
296	с другой	4	2
297	к которому	1	2
298	чем он	1	2
299	и между	1	2
300	во второй	1	2
301	и др	2	2
302	на ней	1	2
303	более того	4	2
304	которых мы	1	2
305	не на	4	2
306	и непосредственно	1	2
307	была бы	2	2
308	в связи	1	2
309	все более	1	2
310	бы оно	1	2
311	по своему	2	2
312	и ведет	1	2
313	по существу	3	2
314	этого слова	2	2
315	в любом	1	2
316	все это	5	2
317	известной степени	1	2
318	для нас	2	2
319	от него	1	2
320	возникает вопрос	1	2
321	не видит	1	2
322	входящий в	1	2
323	а в	5	2
324	другой стороны	3	2
