N	2gram	Bakhtin_Fr_7	Istorich
1	и в	41	24
2	не только	5	21
3	что он	3	21
4	может быть	4	14
5	не может	3	14
6	что в	9	13
7	в этих	2	13
8	мы имеем	2	12
9	как в	5	12
10	в этом	15	12
11	в ином	1	12
12	и здесь	4	12
13	но и	9	11
14	это не	6	10
15	том что	4	10
16	и что	1	10
17	у него	6	10
18	мы видим	6	10
19	а в	5	10
20	все же	1	9
21	не в	9	9
22	о том	6	9
23	потому что	5	9
24	и другие	3	9
25	то же	13	8
26	еще не	2	8
27	что и	5	8
28	так как	3	8
29	а не	2	8
30	все это	10	8
31	или в	2	8
32	во всех	3	7
33	то что	8	7
34	таким образом	19	7
35	мы видели	5	7
36	одна из	4	7
37	с собой	1	7
38	к нему	5	7
39	один из	1	7
40	в том	11	7
41	вместе с	5	7
42	что это	4	6
43	но не	1	6
44	как он	2	6
45	в нем	7	6
46	он не	4	6
47	об этом	1	6
48	как и	14	6
49	и все	14	6
50	того что	2	6
51	только в	6	6
52	тем что	3	6
53	так же	5	6
54	с этой	1	6
55	во время	3	6
56	мы увидим	1	6
57	в чем	2	5
58	отношение к	2	5
59	но в	8	5
60	имеем в	2	5
61	доказывает что	1	5
62	с ним	2	5
63	дело не	2	5
64	ничего не	4	5
65	так и	10	5
66	в тех	1	5
67	героя и	1	5
68	начинается с	2	4
69	он может	3	4
70	мы уже	12	4
71	мы не	2	4
72	как бы	7	4
73	при этом	3	4
74	но все	4	4
75	на первый	1	4
76	точки зрения	5	4
77	в их	3	4
78	своего рода	2	4
79	по существу	8	4
80	не имеет	3	4
81	никогда не	2	4
82	со своим	1	4
83	в других	1	4
84	своего отца	1	4
85	так в	1	4
86	что у	3	4
87	после того	4	4
88	представления о	1	4
89	ли он	1	4
90	вовсе не	7	4
91	ее на	1	4
92	в данном	2	4
93	в состоянии	2	4
94	и не	7	4
95	одной из	2	4
96	есть и	3	4
97	например в	3	3
98	эта форма	1	3
99	в различных	1	3
100	с его	2	3
101	тогда как	1	3
102	себе и	1	3
103	что они	1	3
104	кроме того	3	3
105	к себе	1	3
106	хотя и	4	3
107	и наконец	4	3
108	в дальнейшем	1	3
109	после этого	1	3
110	том чтобы	1	3
111	и по	3	3
112	его в	3	3
113	уже знаем	1	3
114	в них	7	3
115	которой он	2	3
116	и становится	1	3
117	представление о	1	3
118	знаем что	1	3
119	должны были	1	3
120	в конце	8	3
121	он дает	4	3
122	но они	1	3
123	как мы	11	3
124	того как	5	3
125	показывает как	1	3
126	видим что	1	3
127	и его	9	3
128	связи с	1	3
129	из одного	4	3
130	данном случае	1	3
131	и этим	1	3
132	в образе	4	3
133	здесь нет	2	3
134	него и	1	3
135	и она	1	3
136	в качестве	9	3
137	так что	1	3
138	уже в	5	3
139	при помощи	1	3
140	такое объяснение	1	3
141	между прочим	1	3
142	в другой	1	3
143	возможно что	1	3
144	и даже	1	3
145	по своим	1	3
146	но есть	3	3
147	связано с	2	3
148	превращается в	1	3
149	и стал	1	3
150	в свете	3	3
151	но это	3	3
152	обращается к	1	3
153	от него	1	3
154	с ней	1	3
155	ее в	1	3
156	мы здесь	2	2
157	очень много	1	2
158	здесь и	2	2
159	из самых	3	2
160	по его	1	2
161	его не	1	2
162	на глазах	2	2
163	время как	1	2
164	и ее	2	2
165	того же	3	2
166	оказывается что	3	2
167	и на	4	2
168	что его	1	2
169	этим не	1	2
170	стороны она	1	2
171	только после	1	2
172	к которой	1	2
173	некоторые черты	1	2
174	не просто	2	2
175	на небе	2	2
176	что во	1	2
177	в одной	2	2
178	его на	1	2
179	с этим	2	2
180	и нет	1	2
181	перед нами	2	2
182	что по	1	2
183	царство и	1	2
184	увидим что	1	2
185	он на	1	2
186	то ли	2	2
187	но эта	1	2
188	в самом	1	2
189	та же	4	2
190	в которой	2	2
191	он в	1	2
192	все эти	13	2
193	думать что	1	2
194	еще один	1	2
195	рассказ о	2	2
196	им в	1	2
197	нами в	1	2
198	ее как	1	2
199	под землей	1	2
200	связанные с	3	2
201	в силу	1	2
202	на земле	4	2
203	так например	1	2
204	жить в	1	2
205	в одну	4	2
206	не будет	1	2
207	с целью	1	2
208	было бы	4	2
209	известно что	1	2
210	и тем	1	2
211	участие в	1	2
212	ни в	6	2
213	сам он	3	2
214	этого не	1	2
215	в ад	7	2
216	нас не	2	2
217	в преисподнюю	21	2
218	в котором	1	2
219	наконец они	1	2
220	к этому	5	2
221	но он	4	2
222	ее так	1	2
223	новые и	2	2
224	она не	1	2
225	в то	10	2
226	на него	1	2
227	не по	1	2
228	в основе	1	2
229	что вы	1	2
230	во всем	1	2
231	и после	1	2
232	не могут	1	2
233	же что	2	2
234	как только	1	2
235	его за	1	2
236	и это	5	2
237	не совсем	2	2
238	но по	2	2
239	связи со	1	2
240	в ее	1	2
241	нами выше	1	2
242	на том	2	2
243	и когда	1	2
244	но здесь	1	2
245	все дело	1	2
246	другими словами	2	2
247	там же	1	2
248	все его	3	2
249	образом мы	1	2
250	доходит до	1	2
251	в ряд	1	2
252	в форме	3	2
253	все в	1	2
254	тем более	1	2
255	и другую	1	2
256	отца и	1	2
257	здесь не	1	2
258	тот же	2	2
259	и так	2	2
260	по этому	3	2
261	этот вопрос	1	2
262	уже не	2	2
263	и у	5	2
264	только на	2	2
265	или даже	1	2
266	дает ему	2	2
267	из них	3	2
268	характерно что	2	2
269	не так	1	2
270	прежде всего	11	2
271	к ним	1	2
272	брак и	1	2
273	в особенности	2	2
274	связаны с	2	2
275	на этот	1	2
276	что тот	1	2
277	такое же	1	2
278	и др	2	2
279	иногда это	1	2
280	говорит о	1	2
281	ничем не	3	2
282	в руках	3	2
283	на поиски	1	2
284	в связи	2	2
285	но оно	1	2
286	связь с	1	2
287	как это	1	2
288	он говорит	1	2
289	видит в	1	2
290	и там	1	2
291	в литературе	2	2
292	был в	2	2
293	и от	8	2
294	и о	1	2
295	в основном	1	2
296	в другое	5	2
297	этим он	1	2
298	сказать что	1	2
299	от всех	1	2
300	всех других	1	2
301	в отдельности	2	2
302	и эта	3	2
303	они не	1	2
304	и наиболее	1	1
305	широкое распространение	1	1
306	ту же	2	1
307	отношения к	1	1
308	одним из	1	1
309	переходит к	1	1
310	не остается	1	1
311	не имел	1	1
312	самом деле	1	1
313	от этой	1	1
314	там не	1	1
315	этого мира	1	1
316	между двумя	1	1
317	в чисто	1	1
318	смысл этого	1	1
319	должна быть	1	1
320	в доме	2	1
321	хлеб и	1	1
322	это объяснение	1	1
323	в несколько	1	1
324	есть не	2	1
325	пока он	2	1
326	элементы и	1	1
327	объявил что	1	1
328	дается и	1	1
329	в первый	1	1
330	и новые	2	1
331	но она	1	1
332	что иное	1	1
333	мир с	1	1
334	то новое	3	1
335	я не	3	1
336	как я	4	1
337	ему в	1	1
338	а теперь	1	1
339	в ней	5	1
340	более или	2	1
341	не забыты	1	1
342	он был	3	1
343	в которых	2	1
344	почву для	1	1
345	которое он	2	1
346	не знала	1	1
347	землю и	1	1
348	совсем не	3	1
349	глазах у	2	1
350	характер они	2	1
351	и всякий	1	1
352	свою жизнь	1	1
353	преисподней и	5	1
354	по отношению	2	1
