N	2gram	Bakhtin_Fr_2	Problema
1	то есть	32	46
2	в его	18	43
3	и не	15	42
4	и в	49	38
5	не может	7	27
6	может быть	5	26
7	как бы	11	22
8	по отношению	1	21
9	в художественном	2	20
10	отношению к	1	19
11	и с	6	17
12	и его	17	16
13	в этом	15	15
14	в нем	9	15
15	только в	13	13
16	прежде всего	19	13
17	независимо от	1	13
18	но не	5	12
19	за пределы	2	12
20	художественного творчества	1	12
21	в единстве	1	12
22	во всех	6	11
23	в области	4	11
24	ни в	3	11
25	и для	1	11
26	не входит	1	10
27	отношение к	8	10
28	таким образом	7	10
29	в их	2	10
30	художественном творчестве	1	10
31	к нему	3	10
32	не только	17	9
33	его в	1	9
34	но и	13	9
35	и как	1	8
36	входит в	1	8
37	было бы	3	8
38	точки зрения	6	8
39	место в	3	8
40	в том	3	8
41	и др	9	8
42	то что	6	8
43	еще не	2	7
44	в самом	3	7
45	в плане	3	7
46	как и	11	7
47	и становится	2	7
48	не в	1	7
49	как мы	7	7
50	художественное творчество	1	7
51	с другой	4	7
52	отметить что	1	7
53	слова в	1	7
54	с помощью	1	7
55	совершенно не	2	7
56	в своей	5	7
57	что в	2	7
58	отношения к	4	6
59	самом деле	1	6
60	на основе	2	6
61	там где	4	6
62	и наконец	1	6
63	в пределах	2	6
64	не всегда	1	6
65	с точки	5	6
66	не есть	1	6
67	можно только	1	6
68	ничего не	2	6
69	есть чисто	1	6
70	мы можем	2	6
71	все же	7	6
72	а в	4	6
73	только как	1	6
74	художественном произведении	1	5
75	в своем	5	5
76	все эти	7	5
77	при этом	5	5
78	то же	7	5
79	это не	1	5
80	в них	13	5
81	рядом с	6	5
82	далеко не	3	5
83	творчества и	1	5
84	так и	6	5
85	его целом	3	5
86	и о	4	5
87	никогда не	5	5
88	с ним	4	5
89	и прежде	2	5
90	конечно не	1	5
91	большинстве случаев	1	5
92	в большинстве	1	5
93	не на	1	5
94	а не	1	5
95	могут быть	2	5
96	быть только	1	5
97	все они	1	5
98	имеет место	1	5
99	мы здесь	2	4
100	на самом	2	4
101	должна быть	1	4
102	конечно и	1	4
103	в виду	3	4
104	в ней	2	4
105	относится к	5	4
106	как в	1	4
107	но в	4	4
108	в нашем	2	4
109	в себе	4	4
110	перестает быть	2	4
111	не менее	1	4
112	но они	3	4
113	в то	6	4
114	чтобы стать	1	4
115	известной степени	1	4
116	здесь не	2	4
117	в ее	3	4
118	в произведении	2	4
119	можно было	3	4
120	о том	3	4
121	своим предметом	1	4
122	с ними	1	4
123	всех его	1	4
124	в форме	4	4
125	к которому	1	4
126	что не	1	4
127	в романе	9	4
128	более того	1	4
129	и потому	5	4
130	момент как	1	4
131	в более	1	4
132	лишь как	2	4
133	хотя бы	1	4
134	сказать что	6	4
135	другой стороны	3	4
136	также и	3	3
137	например в	1	3
138	действительности и	1	3
139	на материале	2	3
140	которую мы	1	3
141	произведение и	1	3
142	на них	1	3
143	мы будем	1	3
144	точка зрения	3	3
145	менее всего	3	3
146	иногда и	1	3
147	значение для	1	3
148	связи и	1	3
149	и к	4	3
150	не будем	1	3
151	в целом	1	3
152	вследствие этого	2	3
153	к миру	1	3
154	он не	1	3
155	в мире	2	3
156	несмотря на	3	3
157	том что	4	3
158	есть его	1	3
159	же время	6	3
160	или как	1	3
161	и это	3	3
162	хотя и	2	3
163	и от	1	3
164	начало и	1	3
165	в дальнейшем	2	3
166	ясно что	1	3
167	если бы	1	3
168	но здесь	3	3
169	к действительности	1	3
170	одной из	2	3
171	с одной	3	3
172	со всеми	2	3
173	в известной	4	3
174	входят в	1	3
175	и даже	2	3
176	оно не	1	3
177	себя и	1	3
178	одной стороны	3	3
179	есть лишь	1	3
180	на фоне	2	3
181	связь с	3	3
182	и на	17	3
183	в тех	2	3
184	да и	3	3
185	но это	2	3
186	все это	9	3
187	природу и	2	3
188	не является	1	3
189	культуры и	3	3
190	и все	3	3
191	все что	2	3
192	в эстетике	2	2
193	он может	1	2
194	и есть	1	2
195	в котором	1	2
196	проникает в	1	2
197	есть не	1	2
198	и значение	2	2
199	мы имеем	1	2
200	не во	2	2
201	единство и	1	2
202	но она	1	2
203	не вполне	1	2
204	я не	1	2
205	и он	1	2
206	всех сторон	1	2
207	в чем	1	2
208	с его	5	2
209	коем случае	1	2
210	художественных произведений	1	2
211	смысле мы	1	2
212	в истории	6	2
213	дает нам	2	2
214	как к	2	2
215	к чему	1	2
216	и у	1	2
217	бы не	1	2
218	нами в	1	2
219	и те	1	2
220	на то	2	2
221	оно было	1	2
222	изобразительных искусствах	1	2
223	но нельзя	1	2
224	в корне	1	2
225	на этом	1	2
226	всех своих	1	2
227	существенным моментом	1	2
228	здесь мы	1	2
229	момент и	1	2
230	лишь в	4	2
231	и других	3	2
232	эти моменты	1	2
233	о которых	1	2
234	место и	1	2
235	строгом смысле	1	2
236	и конец	1	2
237	и художественно	1	2
238	своих моментах	1	2
239	и более	4	2
240	том же	1	2
241	и вообще	3	2
242	можем сказать	1	2
243	и вся	1	2
244	а иногда	1	2
245	что эта	1	2
246	она не	1	2
247	вне ее	1	2
248	дело в	1	2
249	одна из	4	2
250	и именно	1	2
251	в изобразительных	1	2
252	и отдельных	1	2
253	того чтобы	2	2
254	слово и	1	2
255	в коем	1	2
256	этом существенное	1	2
257	в самой	2	2
258	в форму	1	2
259	во всем	3	2
260	связи с	2	2
261	здесь же	2	2
262	так называемый	1	2
263	этом отношении	3	2
264	к себе	1	2
265	не могут	1	2
266	есть только	1	2
267	слова с	1	2
268	для того	1	2
269	должен быть	1	2
270	что все	1	2
271	нами выше	1	2
272	в себя	6	2
273	особенно в	2	2
274	и которые	1	2
275	поэтому в	1	2
276	здесь все	1	2
277	и здесь	1	2
278	в другом	2	2
279	другими словами	3	2
280	в значительной	3	2
281	и во	4	2
282	этот момент	4	2
283	в лучшем	1	2
284	в него	2	2
285	того что	1	2
286	нуждается в	2	2
287	что он	3	2
288	в какой	1	2
289	и ее	1	2
290	на мир	2	2
291	и тела	1	2
292	события и	2	2
293	в виде	1	2
294	в начале	5	2
295	не дает	3	2
296	ни с	1	2
297	центр тяжести	1	2
298	что и	1	2
299	вовсе не	10	2
300	тем что	4	2
301	в особенности	5	2
302	событие в	1	2
303	чем в	1	2
304	связаны с	2	2
305	здесь в	6	2
306	кончается и	1	2
307	следовательно не	1	2
308	не было	4	2
309	но лишь	1	2
310	в связи	2	2
311	случаев не	1	2
312	человек в	2	2
313	в частности	1	2
314	в строгом	1	2
315	все моменты	1	2
316	и оценки	1	2
317	из которых	1	2
318	к своему	1	2
319	этих явлений	1	2
320	по существу	2	2
321	для понимания	2	2
322	можно сказать	2	2
323	того или	1	2
324	форм и	2	2
325	и события	1	2
326	находит свое	1	2
327	не более	1	2
328	чтобы его	1	2
329	мы должны	2	2
330	ибо в	1	2
331	в этих	4	2
332	в свою	1	2
333	или иного	1	2
334	существенное отличие	1	2
335	не нуждается	1	2
336	и другие	2	2
337	в своих	4	2
338	по поводу	2	2
339	и эта	2	2
340	к этому	1	2
341	он совершенно	1	1
342	в мировоззрении	1	1
343	то на	1	1
344	человека и	3	1
345	выражения в	1	1
346	тех же	2	1
347	это и	2	1
348	не носят	1	1
349	который можно	1	1
350	как необходимый	1	1
351	в нашу	1	1
352	его связь	2	1
353	к созданию	1	1
354	и за	2	1
355	из всех	1	1
356	за них	1	1
357	и момент	1	1
358	связан с	3	1
359	бы что	1	1
360	что уже	1	1
361	и как-то	1	1
362	науки и	1	1
363	почти все	3	1
364	она перестает	1	1
365	который был	1	1
366	с ее	3	1
367	о роли	1	1
368	меньшей степени	3	1
369	и самого	1	1
370	в иванов	1	1
371	есть для	2	1
372	ней как	1	1
373	существенное отношение	5	1
374	время в	1	1
375	и связь	1	1
376	по своему	1	1
377	и всего	1	1
378	чужеродные для	1	1
379	в противовес	1	1
380	значение и	1	1
381	в общем	1	1
382	вступают в	1	1
383	себе и	2	1
384	всего от	2	1
385	мировоззрении и	1	1
386	пути в	1	1
387	стороны и	1	1
388	более и	1	1
389	все остальные	1	1
390	и где	1	1
391	а чисто	1	1
392	понять и	2	1
393	целый ряд	2	1
394	характер носит	1	1
395	что по	1	1
396	но несмотря	2	1
397	в материал	1	1
398	и продолжают	1	1
399	в противоположность	2	1
400	вот несколько	1	1
401	именно эта	1	1
402	почти весь	1	1
403	отношение же	1	1
404	всего романа	1	1
405	формы в	1	1
406	можно не	1	1
407	в этой	10	1
408	но он	6	1
409	только один	1	1
410	не могла	1	1
411	и человеке	1	1
412	всем что	2	1
413	всех этих	3	1
414	в понимании	2	1
415	они служат	1	1
416	понимания и	1	1
417	и вот	3	1
418	свое время	3	1
419	не теряет	1	1
420	чем она	2	1
421	уже за	1	1
422	ко всякой	1	1
423	его от	1	1
424	подобно тому	2	1
425	двусмысленности и	1	1
426	его можно	1	1
427	образа и	1	1
428	так например	2	1
429	в нее	1	1
430	этом последнем	1	1
431	в одну	2	1
432	могла бы	1	1
433	и ей	1	1
434	культуры но	2	1
435	адекватное выражение	1	1
436	в совершенно	1	1
437	значение в	4	1
438	и дальше	1	1
439	мы уже	6	1
440	зрения на	2	1
441	направлен не	1	1
442	для них	2	1
443	в один	1	1
444	но вся	1	1
445	она и	1	1
446	разобранные нами	1	1
447	с тем	1	1
448	и техники	1	1
449	которой ничто	1	1
450	действительно не	1	1
451	не проникает	1	1
452	автора и	2	1
453	места в	1	1
454	своем стремлении	1	1
455	можно найти	2	1
456	не становится	1	1
457	моментах как	1	1
458	по сравнению	2	1
459	самый момент	1	1
460	что вся	1	1
461	направлен на	3	1
462	единство всех	1	1
463	характера в	1	1
464	силу и	1	1
465	имели бы	1	1
466	и эти	2	1
467	есть именно	1	1
468	так называемое	1	1
469	понимании и	1	1
470	историческом аспекте	1	1
471	важно лишь	1	1
472	же мы	1	1
473	к некоторым	1	1
474	вплоть до	2	1
475	до известной	1	1
476	как можно	1	1
477	иной раз	1	1
478	как о	1	1
479	здесь лишь	1	1
480	правда в	1	1
481	здесь на	1	1
482	она никогда	1	1
483	этой тенденции	1	1
484	чрезвычайно характерно	1	1
485	бытия и	1	1
486	культа и	4	1
487	эта сторона	1	1
488	как формы	1	1
489	и без	2	1
490	именно с	1	1
491	подняться до	1	1
492	может его	1	1
493	явление в	1	1
494	во всей	1	1
495	к концу	1	1
496	и ценности	1	1
497	мире и	3	1
498	нам важно	1	1
499	ничто не	1	1
500	не столь	1	1
501	однако это	1	1
502	и несколько	1	1
503	и со	3	1
504	есть к	1	1
505	есть совершенно	1	1
506	и теоретического	1	1
507	существенную связь	1	1
508	политической и	1	1
509	переход в	1	1
510	значительной степени	2	1
511	протяжении всего	5	1
512	служить и	1	1
513	даже и	2	1
514	она же	1	1
