N	3gram	Propp_Isto_4	Problemy
1	до сих пор	5	8
2	не может быть	4	8
3	в большинстве случаев	1	8
4	и не может	1	7
5	в том числе	1	4
6	как и все	1	4
7	как мы увидим	1	3
8	с другой стороны	4	3
9	мы имеем в	2	3
10	как и в	1	3
11	и в других	1	2
12	в узком смысле	1	2
13	но и в	1	2
14	на этот вопрос	2	2
15	и в большинстве	1	2
16	друг на друга	1	2
17	о том что	2	2
18	можно сказать что	1	2
19	в этих случаях	7	2
20	мы увидим что	2	2
21	но он уже	1	1
22	с этим можно	1	1
23	в средние века	2	1
24	по мере того	1	1
25	в этом случае	3	1
26	же как и	4	1
27	том что было	1	1
28	и в этих	1	1
29	его силы и	1	1
30	таким образом между	1	1
31	можно наблюдать что	1	1
32	может быть и	1	1
33	одно и то	1	1
34	в этой форме	1	1
35	но не к	1	1
36	так же как	12	1
37	в данном случае	3	1
38	типа может быть	1	1
39	и то же	1	1
40	по сравнению с	3	1
41	в связи с	2	1
42	он уже не	1	1
43	они друг друга	1	1
44	и здесь еще	1	1
45	таким образом и	1	1
46	здесь перед нами	1	1
47	в широком смысле	1	1
48	в этом он	1	1
49	не могло быть	1	1
50	так и в	2	1
51	и вместе с	1	1
52	мере того как	1	1
53	берет на себя	1	1
54	она и не	1	1
55	не только в	2	1
56	часто встречается у	1	1
57	но все же	4	1
58	как мы видим	1	1
59	после того как	2	1
60	и во всем	1	1
61	к тому что	1	1
62	друг за другом	1	1
63	в различных направлениях	1	1
64	он живет в	1	1
