N	2gram	Nazirov_Tv_1	Istorich
1	и в	21	25
2	вместе с	2	22
3	что он	6	22
4	и т	3	20
5	т д	1	18
6	может быть	5	17
7	представление о	3	17
8	т е	1	16
9	мы имеем	1	14
10	не только	7	13
11	но и	3	13
12	в его	13	12
13	так как	3	11
14	уже не	3	11
15	и не	7	11
16	в этом	6	10
17	тем что	1	10
18	все же	5	10
19	и его	6	9
20	его в	1	9
21	в виде	3	9
22	с другой	3	9
23	таким образом	5	9
24	героя в	1	9
25	еще не	1	8
26	и на	7	8
27	все эти	1	8
28	что в	12	8
29	на него	1	8
30	связи с	1	8
31	и что	1	8
32	мы знаем	1	8
33	с тем	1	8
34	другой стороны	1	8
35	связь с	1	8
36	том что	11	8
37	представляет собой	3	7
38	в нем	3	7
39	а затем	2	7
40	как и	12	7
41	во время	1	7
42	представлений о	2	7
43	потому что	5	7
44	о том	6	7
45	и здесь	1	7
46	то что	8	7
47	только в	5	7
48	с одной	1	7
49	в качестве	2	7
50	при помощи	2	7
51	превращается в	1	7
52	одной стороны	1	7
53	но это	5	7
54	в частности	2	7
55	как в	8	6
56	в нее	1	6
57	это не	4	6
58	не может	4	6
59	в этих	2	6
60	не в	2	6
61	и он	2	6
62	не совсем	1	6
63	что и	2	6
64	себя в	1	6
65	прежде всего	4	6
66	этот мотив	1	6
67	могут быть	2	6
68	или в	2	6
69	в том	7	6
70	и действительно	1	5
71	в ней	2	5
72	но не	3	5
73	с этим	1	5
74	что это	1	5
75	но все	1	5
76	здесь мы	2	5
77	живет в	2	5
78	миф о	1	5
79	видим что	1	5
80	в образе	1	5
81	него и	1	5
82	показывает что	1	5
83	так же	3	5
84	в него	2	5
85	же как	1	4
86	и это	1	4
87	то же	13	4
88	мы уже	1	4
89	в ее	1	4
90	в истории	1	4
91	он видит	3	4
92	в которой	3	4
93	он не	8	4
94	что все	3	4
95	на этой	1	4
96	и тем	2	4
97	тем не	2	4
98	не менее	6	4
99	в дальнейшем	3	4
100	что у	1	4
