N	2gram	Losev_Vlad_2	Hudozhes
1	в качестве	1	19
2	то есть	7	18
3	и не	18	16
4	не только	12	15
5	и в	30	15
6	в том	18	15
7	может быть	7	13
8	в частности	2	13
9	при этом	5	12
10	и его	6	12
11	а в	11	12
12	но не	3	11
13	в этом	20	11
14	в себе	6	11
15	я в	3	11
16	то же	4	10
17	как бы	5	10
18	так и	5	10
19	а не	7	10
20	но и	8	10
21	такого рода	2	9
22	точки зрения	7	9
23	в его	11	9
24	своего рода	1	8
25	сводится к	1	8
26	себя в	2	8
27	в душе	1	8
28	я и	2	7
29	отличие от	3	7
30	но в	8	7
31	в отличие	3	7
32	в то	9	7
33	с его	4	6
34	отношение к	4	6
35	том что	12	6
36	не в	9	6
37	же время	3	6
38	не может	9	6
39	что в	12	6
40	в их	2	5
41	более или	3	5
42	в самом	2	5
43	то что	20	5
44	ни в	7	5
45	можно сказать	4	5
46	а также	10	5
47	того что	5	5
48	только в	6	5
49	уже не	3	5
50	между ними	1	5
51	или менее	3	5
52	в нем	4	5
53	отношения к	3	4
54	и то	5	4
55	мы имеем	1	4
56	место в	1	4
57	говорить о	1	4
58	жизни как	1	4
59	еще не	1	4
60	а только	1	4
61	как к	2	4
62	хотя и	6	4
63	и как	3	4
64	он не	4	4
65	и тем	1	4
66	в этих	4	4
67	в своей	5	4
68	не столько	3	4
69	для него	9	4
70	со стороны	4	4
71	прежде всего	6	4
72	а на	1	4
73	как это	7	4
74	например в	1	4
75	к тому	2	4
76	по пути	1	4
77	сказать что	11	4
78	того же	5	3
79	со своей	2	3
80	и ее	1	3
81	в целом	4	3
82	что можно	3	3
83	в виду	2	3
84	как говорит	1	3
85	как уже	1	3
86	и к	6	3
87	в противоположность	1	3
88	в которой	4	3
89	лишь в	1	3
90	его в	4	3
91	это не	2	3
92	этом смысле	1	3
93	к области	1	3
94	как и	5	3
95	с точки	3	3
96	но он	3	3
97	тем не	6	3
98	их в	2	3
99	однако в	2	3
100	в отношении	3	3
101	не менее	7	3
102	в русской	1	3
103	как раз	1	3
104	потому что	9	3
105	в стихотворении	2	3
106	не будет	1	3
107	в произведении	1	3
108	так в	1	3
109	к его	2	3
110	если бы	1	3
111	произведения как	1	3
112	и что	5	3
113	что он	13	3
114	к нему	2	3
115	во втором	1	3
116	и того	1	3
117	человека с	1	3
118	оказывается в	1	3
119	в области	3	3
120	далеко не	1	3
121	не на	2	3
122	человеческой жизни	1	3
123	была бы	1	3
124	по своему	2	3
125	о чем	6	3
126	в данном	3	3
127	в той	2	3
128	и для	3	3
129	таким образом	3	3
130	личности и	1	3
131	в свою	3	3
132	в таком	3	3
133	и это	3	2
134	между двумя	1	2
135	по преимуществу	1	2
136	и больше	3	2
137	в году	24	2
138	но она	1	2
139	не вполне	2	2
140	я не	4	2
141	и на	4	2
142	в чем	2	2
143	но как	1	2
144	не все	1	2
145	еще один	2	2
146	человеческого бытия	1	2
147	в своем	8	2
148	это тоже	2	2
149	в себя	1	2
150	все эти	5	2
151	в нашем	1	2
152	всей своей	1	2
153	право на	1	2
154	в этой	4	2
155	однако при	1	2
156	на этом	2	2
157	об этом	6	2
158	времени и	1	2
159	по мысли	1	2
160	по себе	5	2
161	в них	3	2
162	несмотря на	4	2
163	известной степени	1	2
164	общения людей	1	2
165	к такой	1	2
166	он оказывается	1	2
167	до известной	1	2
168	вовсе не	4	2
169	даже в	2	2
170	дело не	1	2
171	и притом	2	2
172	не могло	1	2
173	этих двух	1	2
174	для себя	5	2
175	и о	4	2
176	того чтобы	2	2
177	свою очередь	2	2
178	здесь не	4	2
179	и сам	2	2
180	с самим	1	2
181	в порядке	1	2
182	о том	4	2
183	именно в	4	2
184	а именно	6	2
185	говорит в	1	2
186	в литературе	1	2
187	ни к	1	2
188	известного рода	1	2
189	и др	1	2
190	с позиций	1	2
191	слова не	1	2
192	или даже	1	2
193	никто не	1	2
194	и прежде	2	2
195	в одном	1	2
196	для меня	4	2
197	у него	19	2
198	для того	2	2
199	или иначе	3	2
200	существующее в	2	2
201	начиная с	2	2
202	так же	4	2
203	и особенно	3	2
204	и потому	2	2
205	как в	3	2
206	к бытию	1	2
207	к своему	1	2
208	так или	3	2
209	было и	1	2
210	и по	2	2
211	для понимания	1	2
212	жизни в	2	2
213	о его	5	2
214	во всех	3	2
215	мира и	1	2
216	собственно говоря	2	2
217	тем более	3	2
218	с ним	5	2
219	отношении к	1	2
220	от всех	1	2
221	либо в	1	2
222	из этого	5	2
223	оказывается уже	1	2
224	том числе	1	2
225	говоря о	3	1
226	также и	6	1
227	и есть	2	1
228	то в	5	1
229	конечно с	1	1
230	отношения между	1	1
231	не имело	1	1
232	можно говорить	3	1
233	из его	2	1
234	а об	1	1
235	едва ли	3	1
236	действительности и	1	1
237	той же	4	1
238	есть не	1	1
239	жизни по	2	1
240	позиций и	1	1
241	из своих	1	1
242	в сущности	2	1
243	что иное	1	1
244	а для	1	1
245	в полной	1	1
246	но чтобы	1	1
247	как я	2	1
248	никогда не	7	1
249	которое в	2	1
250	как впрочем	1	1
251	не что	1	1
252	говорил о	2	1
253	думаю что	1	1
