N	3gram	Voloshinov_2	Poddanst
1	в то же	8	7
2	то же время	8	7
3	в отношении к	4	5
4	гораздо большей степени	1	4
5	в гораздо большей	1	4
6	не только в	1	4
7	в том что	6	4
8	с точки зрения	13	3
9	сами по себе	1	3
10	с одной стороны	3	3
11	в том числе	1	2
12	одной стороны и	2	2
13	но и в	2	2
14	чуть ли не	1	1
15	более или менее	2	1
16	есть прежде всего	1	1
17	и не может	3	1
18	тот или иной	1	1
19	в отличие от	3	1
20	не было бы	2	1
21	в собственном смысле	2	1
22	в пределах русского	1	1
23	и пр в	1	1
24	мы все же	1	1
25	по сравнению с	1	1
26	эти последние в	1	1
27	может быть разрешена	1	1
28	бы оно ни	1	1
29	во всяком случае	2	1
30	с другой стороны	1	1
31	не может быть	10	1
32	одно из важнейших	1	1
33	но также и	1	1
34	само по себе	1	1
35	ни к чему	1	1
36	и тем более	1	1
37	но в то	5	1
38	то что его	1	1
39	в большинстве случаев	5	1
40	друг с другом	1	1
41	большинстве случаев только	1	1
42	для того чтобы	6	1
43	но в этом	1	1
44	в отрыве от	1	1
45	том числе и	1	1
