N	2gram	Medvedev_F_2	Istorich
1	и в	38	26
2	т е	26	22
3	так как	4	18
4	мы имеем	1	14
5	никогда не	2	13
6	потому что	2	13
7	и на	3	12
8	в этом	27	12
9	таким образом	20	12
10	в том	11	12
11	что в	7	12
12	мы видели	4	11
13	может быть	23	11
14	связь с	1	11
15	и т	14	10
16	не только	9	10
17	том что	2	10
18	с другой	3	10
19	и не	20	10
20	представление о	2	9
21	а именно	2	9
22	что он	5	9
23	но и	13	9
24	и это	2	8
25	все эти	6	8
26	все же	8	8
27	в нем	13	8
28	т д	5	8
29	с ним	2	8
30	вместе с	6	8
31	другой стороны	4	8
32	например в	3	7
33	но в	4	7
34	и его	21	7
35	о том	1	7
36	с одной	1	7
37	уже не	7	7
38	превращается в	2	7
39	одной стороны	1	7
40	мы не	3	6
41	как в	4	6
42	этот случай	1	6
43	как он	1	6
44	в ином	3	6
45	так в	3	6
46	и с	9	6
47	в виде	1	6
48	то что	6	6
49	и там	1	6
50	этом случае	1	6
51	в более	1	6
52	ее в	2	6
53	не может	14	6
54	то же	6	5
55	в ней	6	5
56	за собой	1	5
57	не будет	2	5
58	и этим	2	5
59	как и	9	5
60	же мы	1	5
61	в то	5	5
62	то это	3	5
63	так и	8	5
64	в его	10	5
65	только в	6	5
66	тем что	8	5
67	у нас	1	5
68	там где	4	5
69	как это	2	5
70	его в	3	5
71	как мы	7	4
72	с его	11	4
73	что оно	4	4
74	но как	2	4
75	из этих	3	4
76	имеем в	1	4
77	и по	2	4
78	это не	2	4
79	и тем	2	4
80	с тем	11	4
81	здесь же	1	4
82	что и	8	4
83	себе в	1	4
84	в других	7	4
85	до сих	1	4
86	прежде всего	15	4
87	зависит от	1	4
88	как бы	4	4
89	сих пор	1	4
90	в книге	1	4
91	но это	2	4
92	на своем	1	4
93	же как	3	3
94	и через	1	3
95	связана с	1	3
96	и то	2	3
97	должна быть	5	3
98	на место	1	3
99	это еще	1	3
100	или иное	1	3
101	независимо от	4	3
102	и наконец	4	3
103	та же	2	3
104	в себе	1	3
105	если он	1	3
106	борьбы с	2	3
107	главным образом	3	3
108	при этом	9	3
109	если бы	5	3
110	особенно ясно	1	3
111	в них	1	3
112	нет в	1	3
113	такой же	3	3
114	в своей	7	3
115	и ее	6	3
116	не в	15	3
117	их в	2	3
118	и под	1	3
119	она не	2	3
120	на котором	2	3
121	вопрос не	1	3
122	могут быть	6	3
123	вот почему	1	3
124	как только	1	3
125	в сказках	1	3
126	его с	3	3
127	и другие	2	3
128	данном случае	1	3
129	от него	2	3
130	один из	2	3
131	том как	1	3
132	и действительно	1	3
133	в качестве	2	3
134	не происходит	2	3
135	так что	1	3
136	при помощи	2	3
137	и других	2	3
138	ее не	1	3
139	и только	5	3
140	со стороны	2	3
141	далеко не	1	3
142	от этого	3	3
143	не было	6	3
144	к своему	1	3
145	в данном	1	3
146	в тех	2	3
147	как будто	1	3
148	и от	2	3
149	кроме того	2	3
150	только одна	1	3
151	или в	3	3
152	вопрос о	1	3
153	на первый	2	3
154	а в	6	3
155	и эта	1	3
156	сказать что	2	3
157	является и	1	3
158	из этого	2	3
159	как на	1	3
160	в своих	1	3
161	к этому	4	3
162	они не	4	3
163	эти случаи	1	2
164	того же	1	2
165	нам кажется	1	2
166	здесь и	4	2
167	из его	1	2
168	и больше	1	2
169	книге о	1	2
170	что иное	1	2
171	он был	2	2
172	первый план	2	2
173	но не	2	2
174	то он	1	2
175	должны были	2	2
176	на то	1	2
177	в одной	2	2
178	с этим	5	2
179	дает нам	1	2
180	в своем	1	2
181	то или	1	2
182	перед нами	2	2
183	целый ряд	1	2
184	и как	3	2
185	увидим что	1	2
186	и хотя	1	2
187	так на	1	2
188	что это	3	2
189	в этой	6	2
190	то и	3	2
191	и до	3	2
192	но он	1	2
193	он не	6	2
194	из него	2	2
195	можно было	1	2
196	но все	3	2
197	интересами и	1	2
198	же не	1	2
199	его не	2	2
200	было бы	6	2
201	кажется что	1	2
202	ни в	2	2
203	ни одной	1	2
204	вовсе не	11	2
205	становится и	2	2
206	и некоторые	1	2
207	в эту	1	2
208	знаем что	1	2
209	не будем	1	2
210	которые в	1	2
211	развивается и	1	2
212	миф и	1	2
213	на эти	1	2
214	даже в	2	2
215	связей с	1	2
216	тем самым	2	2
217	и другое	2	2
218	которых он	1	2
219	не имеет	2	2
220	на него	1	2
221	не могло	1	2
222	не вполне	1	2
223	это то	1	2
224	зависимости от	3	2
225	отличается от	1	2
226	должны быть	1	2
227	к тому	4	2
228	от нее	4	2
229	но при	1	2
230	здесь не	4	2
231	некоторые другие	1	2
232	только то	1	2
233	и сам	1	2
234	с собой	1	2
