N	3gram	Losev_Vlad_3	Myslijsy
1	в том что	10	7
2	в этом случае	1	5
3	не может быть	6	5
4	само по себе	3	5
5	о том что	8	5
6	то же самое	1	4
7	до сих пор	1	4
8	с тем что	1	4
9	и то что	4	4
10	сам по себе	2	4
11	и в этом	5	4
12	на то что	2	4
13	для того чтобы	1	4
14	тем не менее	9	4
15	внимание на то	1	3
16	с точки зрения	6	3
17	вместе с тем	6	3
18	в том случае	3	3
19	во всяком случае	3	3
20	то же время	2	3
21	мы не можем	1	3
22	тем и другим	1	3
23	не только не	1	3
24	потому что в	1	3
25	не есть только	1	3
26	в то же	3	3
27	что иное как	1	2
28	то и другое	1	2
29	в том и	1	2
30	в том же	1	2
31	в силу которого	1	2
32	только в том	3	2
33	в таком случае	2	2
34	хотя бы и	3	2
35	если бы не	1	2
36	нетрудно заметить что	1	2
37	в том смысле	1	2
38	то что в	3	2
39	и это есть	1	2
40	можно думать что	1	2
41	в данном случае	2	2
42	так или иначе	2	2
43	и в том	2	2
44	нельзя сказать чтобы	1	2
45	там же с	6	2
46	что и в	3	2
47	вопрос о том	1	2
48	не что иное	1	2
49	таким образом если	1	1
50	а следовательно и	1	1
51	что же касается	5	1
52	половины xix века	1	1
53	дело в том	5	1
54	да и не	1	1
55	а не другим	1	1
56	что перед нами	1	1
57	в настоящее время	3	1
58	в том числе	1	1
59	каждый раз как	1	1
60	так что в	1	1
61	это не подлежит	1	1
62	это есть его	1	1
63	о том как	1	1
64	о том почему	1	1
65	бы он ни	1	1
66	и не только	1	1
67	и то и	1	1
68	для того чтоб	1	1
69	том случае если	2	1
70	того что мы	1	1
71	в виду что	1	1
72	но и не	1	1
73	не имеет никакого	1	1
74	в этом отношении	2	1
75	не доходит до	1	1
76	что в нем	1	1
77	для нас значение	1	1
78	она мне представлялась	1	1
79	даже и в	2	1
80	точно так же	4	1
81	и не как	1	1
82	не менее этот	1	1
83	при всей своей	1	1
84	и не в	1	1
85	и потому не	1	1
86	может быть и	1	1
87	сказать что в	1	1
88	в это время	2	1
89	ничего общего с	2	1
90	или как говорит	1	1
91	и нельзя сказать	1	1
92	если бы мы	1	1
93	с одной стороны	3	1
94	в связи с	2	1
95	и в отношении	3	1
96	сказать и о	1	1
97	целым рядом других	1	1
98	бы это было	1	1
99	то что все	1	1
100	кроме того в	1	1
101	в одно целое	1	1
102	лишь в том	1	1
103	находим уже в	1	1
104	с другой стороны	2	1
105	все то что	1	1
106	еще до сих	1	1
107	на вопрос что	1	1
108	мы указываем на	1	1
109	и в таком	2	1
110	той или другой	1	1
111	в истории и	1	1
112	сих пор не	1	1
113	это было бы	1	1
114	такой взгляд на	1	1
115	иметь в виду	2	1
116	есть нечто уже	1	1
117	заключается в том	1	1
118	в то время	4	1
119	нет ничего кроме	1	1
120	и вместе с	2	1
121	второй половины xix	1	1
122	с самого начала	1	1
123	и так как	1	1
124	то что есть	1	1
125	мы уже не	1	1
126	к тому что	2	1
127	в каком отношении	1	1
128	в сравнении с	2	1
129	что же при	1	1
130	том случае когда	1	1
131	там же в	1	1
132	сказать чтобы он	1	1
133	один и что	1	1
