N	2gram	Bakhtin_fo_1	Problema
1	то есть	33	39
2	то что	6	38
3	вовсе не	13	37
4	и не	14	37
5	и в	50	35
6	не только	9	24
7	сказать что	3	24
8	том что	4	19
9	у нас	1	18
10	о том	1	18
11	может быть	11	18
12	в этом	25	17
13	и вообще	2	16
14	но и	8	16
15	что мы	2	14
16	только в	4	14
17	потому что	4	13
18	не может	6	13
19	во всяком	3	13
20	также и	2	12
21	того что	2	12
22	в том	9	12
23	хотя бы	2	12
24	и даже	2	11
25	так что	1	11
26	прежде всего	15	11
27	что в	5	11
28	в таком	3	11
29	и то	4	10
30	еще не	5	10
31	всяком случае	1	10
32	ничего не	9	10
33	и с	4	10
34	а не	3	10
35	в данном	2	10
36	да и	3	10
37	тем более	1	10
38	в этой	1	9
39	для себя	7	9
40	если мы	2	9
41	только на	3	9
42	для нас	2	9
43	значение и	3	8
44	тут же	1	8
45	все же	6	8
46	по себе	2	8
47	есть только	2	8
48	ясно что	2	8
49	в виду	3	8
50	было бы	2	8
51	уже не	2	8
52	при помощи	1	8
53	как раз	13	8
54	смысле слова	2	7
55	совсем не	2	7
56	бы и	1	7
57	все эти	9	7
58	тоже не	1	7
59	мы не	3	7
60	не имеет	4	7
61	не является	2	7
62	в конце	9	7
63	так и	12	7
64	в его	13	7
65	так как	6	7
66	этом случае	1	7
67	и т	8	6
68	есть не	3	6
69	мы и	4	6
70	с другой	2	6
71	но как	1	6
72	а только	2	6
73	но в	10	6
74	на то	1	6
75	что все	2	6
76	был бы	3	6
77	мы можем	1	6
78	не о	2	6
79	когда мы	1	6
80	ни в	8	6
81	о чем	1	6
82	и для	4	6
83	не существует	1	6
84	в то	9	6
85	то же	11	5
86	между собой	4	5
87	по своему	1	5
88	отнюдь не	5	5
89	с этим	6	5
90	в самом	8	5
91	в себе	3	5
92	с другими	3	5
93	но уже	1	5
94	как и	8	5
95	есть именно	2	5
96	и более	1	5
97	раз и	2	5
98	это то	2	5
99	связи с	6	5
100	той или	2	5
101	и это	4	5
102	как мы	14	5
103	данном случае	1	5
104	и на	8	5
105	с одной	3	5
106	одной стороны	2	5
107	или иной	2	5
108	еще и	2	5
109	что не	3	5
110	уже давно	1	5
111	в частности	6	5
112	так же	6	5
113	кроме того	4	5
114	в связи	5	5
115	или другой	1	5
116	и все	6	5
117	самом деле	1	4
118	и есть	1	4
119	не вполне	1	4
120	не был	1	4
121	но не	5	4
122	сама по	1	4
123	в своем	4	4
124	и как	10	4
125	вообще не	3	4
126	всех этих	5	4
127	их в	3	4
128	таким образом	11	4
129	далеко не	2	4
130	которой он	1	4
131	между собою	1	4
132	на первый	1	4
133	в этих	3	4
134	в отношении	3	4
135	до сих	3	4
136	в каком	2	4
137	именно как	4	4
138	стороны и	2	4
139	не могут	3	4
140	разного рода	2	4
141	если бы	5	4
142	и здесь	1	4
143	и только	1	4
144	значение в	5	4
145	всякого рода	2	4
146	тот же	1	4
147	что он	1	4
148	есть в	2	4
149	то и	1	4
150	тем что	2	4
151	и самый	1	4
152	и следовательно	4	4
153	если не	1	4
154	мы говорим	1	4
155	как бы	2	4
156	слова и	2	4
157	сих пор	3	4
158	все это	4	4
159	в результате	6	4
160	а в	3	4
161	гораздо более	1	4
162	в их	6	3
163	мы уже	11	3
164	вопрос о	2	3
165	такое положение	1	3
166	это отношение	1	3
167	для нашей	1	3
168	мы еще	3	3
169	первый план	1	3
170	в нашем	2	3
171	нет и	2	3
172	и речи	5	3
173	в истории	2	3
174	хотя и	3	3
175	могли бы	1	3
176	не было	7	3
177	не являются	2	3
178	и к	2	3
179	в целом	2	3
180	бы не	1	3
181	из этих	1	3
182	и тот	1	3
183	быть только	3	3
184	при этом	3	3
185	по самому	2	3
186	и по	2	3
187	здесь мы	1	3
188	лишь в	6	3
189	его в	3	3
190	для них	3	3
191	о которых	1	3
192	с тем	3	3
193	и того	6	3
194	нас не	1	3
195	никто не	2	3
196	оказывается что	2	3
197	должны были	1	3
198	является только	1	3
199	но эта	3	3
200	иной раз	1	3
201	в таких	1	3
202	с которой	1	3
203	как о	1	3
204	тогда когда	2	3
205	одна из	2	3
206	в основе	5	3
207	только и	5	3
208	и является	2	3
209	как только	1	3
210	не знает	3	3
211	оно не	2	3
212	она не	1	3
213	значительной мере	1	3
214	с самого	2	3
215	на том	1	3
216	с самим	5	3
217	он сам	1	3
218	внимание на	1	3
219	в значительной	2	3
220	нас в	3	3
221	и наконец	1	3
222	один из	3	3
223	по этому	1	3
224	уже в	2	3
225	или даже	1	3
226	и их	8	3
227	пока не	1	3
228	вовсе ничего	1	3
229	для того	5	3
230	это будет	1	3
231	даже не	2	3
232	говорим о	1	3
233	к тому	3	3
234	и от	1	3
235	всем этим	3	3
236	бы в	1	3
237	и ни	1	3
238	мы должны	2	3
239	от всего	1	3
240	здесь только	2	3
241	в своих	1	3
242	оторвано от	1	2
243	i iii	1	2
244	нового не	1	2
245	из самых	1	2
246	по преимуществу	3	2
247	ведь и	1	2
248	в какой-то	3	2
249	в зависимости	1	2
250	той же	2	2
251	и само	1	2
252	и ничего	1	2
253	большую роль	3	2
254	нам в	1	2
255	из которых	1	2
256	зависимости от	1	2
257	на некоторые	1	2
258	в ней	4	2
259	без которой	1	2
260	здесь не	4	2
261	во всех	6	2
262	есть по	1	2
263	себе и	3	2
264	в той	4	2
265	независимо от	1	2
266	перед нами	1	2
267	и свою	1	2
268	и конечно	1	2
269	нами в	1	2
270	роль в	9	2
271	имеем в	1	2
272	человек не	1	2
273	и совсем	1	2
274	время и	4	2
275	все другие	2	2
276	он не	5	2
277	говорили в	1	2
278	в понимании	1	2
279	в корне	1	2
280	в плане	1	2
281	его от	2	2
282	и ее	3	2
283	но все	5	2
284	как они	1	2
285	который он	1	2
286	на всю	1	2
287	об этом	2	2
288	к другу	2	2
289	здесь то	1	2
290	на этой	4	2
291	входит в	3	2
292	и которые	1	2
293	или хотя	1	2
294	в них	4	2
295	она и	1	2
296	должно быть	1	2
297	точки зрения	5	2
298	и при	1	2
299	в условиях	7	2
300	которые в	1	2
301	не в	5	2
302	ничего нового	1	2
303	же мы	1	2
304	человека но	1	2
305	самого начала	2	2
306	правда в	1	2
307	что их	1	2
308	того чтобы	5	2
309	та или	1	2
310	и вещи	1	2
311	или как	4	2
312	или иная	1	2
313	самому своему	1	2
314	отношение и	1	2
315	не столь	2	2
316	точном смысле	2	2
317	то более	1	2
318	отличается от	1	2
319	числе и	2	2
320	что оно	1	2
321	ни даже	1	2
322	нет никакой	1	2
323	и сам	1	2
324	но зато	1	2
325	вещи и	1	2
326	здесь как	2	2
327	во все	2	2
328	можно только	2	2
329	и поэтому	1	2
330	а также	2	2
331	время не	2	2
332	это было	1	2
333	является здесь	1	2
334	что и	3	2
335	никаких сомнений	1	2
336	тотчас же	1	2
337	может иметь	1	2
338	в него	1	2
339	друг к	2	2
340	быть и	2	2
341	не имеющих	1	2
342	между этими	4	2
343	или в	3	2
344	в качестве	3	2
345	до наших	2	2
346	же и	2	2
347	для всех	2	2
348	конечно не	4	2
349	с нею	1	2
350	об его	1	2
351	является не	1	2
352	уже с	1	2
353	ни с	2	2
354	ведь это	1	2
355	сами по	1	2
