N	4gram	Losev_Vlad_2	FransuaR
1	в то же время	3	9
2	но в то же	1	5
3	в связи с этим	1	3
4	дело в том что	3	2
5	начала и до конца	2	1
6	в связи с вопросом	1	1
7	в это время уже	1	1
8	и в то же	1	1
9	связи с вопросом о	1	1
10	но дело в том	2	1
11	в этом отношении он	1	1
12	течение всей своей жизни	1	1
13	не что иное как	1	1
14	но вместе с тем	1	1
15	не имеет никакого отношения	1	1
16	как мы уже сказали	1	1
17	до сих пор не	1	1
18	в течение всей своей	1	1
19	он никак не мог	1	1
20	с начала и до	2	1
21	о чем у нас	1	1
