N	2gram	Voloshinov_2	slovoVRo
1	чужого слова	13	40
2	и в	19	39
3	может быть	28	37
4	и его	16	33
5	то есть	2	26
6	не только	13	24
7	и не	19	22
8	но и	10	21
9	не может	18	20
10	в нем	11	19
11	до конца	2	17
12	в этом	15	16
13	чужой речи	53	16
14	все это	1	16
15	так и	10	15
16	а не	9	14
17	чужим словом	1	14
18	отличие от	3	13
19	как в	1	13
20	в процессе	18	13
21	в пределах	10	13
22	слова в	8	13
23	во всех	6	12
24	литературного языка	1	12
25	в отличие	3	12
26	в истории	3	11
27	с чужим	1	11
28	слово в	3	11
29	передачи и	1	10
30	чужое слово	8	10
31	вовсе не	11	10
32	и с	2	9
33	не в	10	9
34	языка и	15	9
35	языковое сознание	1	9
36	передачи чужой	24	8
37	таким образом	14	8
38	оно не	1	8
39	себя в	2	8
40	прежде всего	7	8
41	слова и	6	8
42	точки зрения	17	8
43	еще не	3	7
44	с его	8	7
45	о слове	4	7
46	в него	1	7
47	языком и	1	7
48	при этом	9	7
49	в этих	3	7
50	для него	9	7
51	с ним	1	7
52	никогда не	7	7
53	могут быть	3	7
54	как мы	15	7
55	в его	5	7
56	языка как	9	7
57	слово как	2	7
58	и даже	2	7
59	и потому	2	7
60	как бы	19	7
61	языкового сознания	3	7
62	в сущности	14	6
63	но не	2	6
64	передачи чужого	2	6
65	в своем	2	6
66	все же	5	6
67	но в	7	6
68	все эти	3	6
69	удельный вес	1	6
70	так сказать	14	6
71	значительной степени	2	6
72	в них	1	6
73	в слове	4	6
74	как и	9	6
75	языка в	3	6
76	в значительной	2	6
77	язык в	1	6
78	в большинстве	5	6
79	чужого языка	4	6
80	там где	2	6
81	слова от	1	6
82	этом случае	1	6
83	жизни и	2	6
84	например в	1	5
85	одного высказывания	1	5
86	героя и	1	5
87	человека в	1	5
88	это не	4	5
89	том что	10	5
90	по себе	3	5
91	мышления и	1	5
92	слово и	3	5
93	не могут	1	5
94	но все	1	5
95	той или	4	5
96	двух языков	1	5
97	с другой	3	5
98	в том	7	5
99	с ними	4	5
100	с одной	3	5
101	конечно не	4	5
102	уже не	1	5
103	языка а	2	5
104	со словом	1	5
105	и их	4	5
106	одной стороны	3	5
107	или иной	5	5
108	большинстве случаев	5	5
109	остается в	1	5
110	и для	7	5
111	только в	8	5
112	от него	2	5
113	и все	6	5
114	и наконец	1	5
115	отношения к	2	4
116	языку и	1	4
117	формы передачи	1	4
118	в зависимости	2	4
119	его не	1	4
120	и на	5	4
121	в риторике	1	4
122	по отношению	8	4
123	словом в	1	4
124	сливается с	1	4
125	связанные с	1	4
126	всех этих	1	4
127	в узком	2	4
128	то же	16	4
129	его в	7	4
130	входит в	1	4
131	с другими	3	4
132	и иных	1	4
133	на почве	9	4
134	ни в	6	4
135	в отношении	4	4
136	не менее	1	4
137	в то	8	4
138	одна из	7	4
139	в основе	9	4
140	эти формы	1	4
141	же время	8	4
142	или как	2	4
143	зависимости от	2	4
144	что оно	3	4
145	здесь не	1	4
146	этого языка	1	4
147	дело с	1	4
148	форм передачи	6	4
149	и других	1	4
150	так как	3	4
151	даже и	2	4
152	и др	1	4
153	себя и	1	4
154	языка не	3	4
155	с помощью	6	4
156	на фоне	1	4
157	и мир	1	4
158	xix века	2	4
159	узком смысле	2	4
160	в той	5	4
161	своего языка	1	4
162	в основном	4	4
163	в смысле	6	4
164	язык не	3	4
165	а в	3	4
166	отношении к	5	4
167	слова с	1	4
168	отношению к	8	4
169	в таком	7	4
170	как это	1	3
171	должна быть	4	3
172	собственном смысле	2	3
173	той же	3	3
174	язык как	6	3
175	человека и	1	3
176	говорить о	1	3
177	слова на	3	3
178	можно прямо	1	3
179	в собственном	2	3
180	стороны и	2	3
181	перед нами	3	3
182	и как	6	3
183	не приходится	1	3
184	с их	1	3
185	со всею	3	3
186	высказываний в	1	3
187	сознание и	1	3
188	не с	2	3
189	лишь в	14	3
190	говорящего как	1	3
191	с точки	13	3
192	не столько	1	3
193	точку зрения	2	3
194	не была	1	3
195	идеологического творчества	2	3
196	и остается	1	3
197	чужие слова	1	3
198	связи с	13	3
199	этом отношении	1	3
200	разрыв между	2	3
201	в ней	3	3
202	языке как	2	3
203	к нему	5	3
204	между тем	6	3
205	что и	3	3
206	слов и	3	3
207	быть и	6	3
208	иной степени	2	3
209	этого процесса	1	3
