N	4gram	Tiupa_Vved_1	DiskursI
1	в то же время	3	3
2	лицо события свидетель и	2	2
3	действующее лицо события свидетель	2	2
4	главное действующее лицо события	2	2
5	события свидетель и судия	2	2
6	с одной стороны и	1	2
7	одного и того же	1	2
8	в том числе и	1	2
9	в науке о литературе	1	2
10	в разные времена различные	1	1
11	происходят в разные времена	1	1
12	новом третьем мире мире	1	1
13	создает наррацию ибо анарративная	1	1
14	местах и в то	1	1
15	качестве способности человеческой речи	1	1
16	мы имеем дело с	2	1
17	и по длительности и	1	1
18	в этом смысле библия	1	1
19	''когда'' ''для того чтобы''	1	1
20	неразрывно объединены в едином	1	1
21	это непосредственное воспроизведение чужих	1	1
22	время они неразрывно объединены	1	1
23	сами участвуем как слушатели-читатели	1	1
24	строгом значении этого термина	1	1
25	грандиозную интригу мировой истории	1	1
26	цепь воспроизводилась древними писателями	1	1
27	самого рассказывания в этом	1	1
28	ни говорящий ни слушающий	1	1
29	едва ли не наиболее	1	1
30	овладения понятийным мышлением которое	1	1
31	различные и по длительности	1	1
32	что к этому времени	1	1
33	концепции нарративности как событийности	1	1
34	человеческой речи формировать культурную	1	1
35	нашей способности прослеживать историю	1	1
36	что нарративность в качестве	1	1
37	в рассказе о ней	1	1
38	и на разных местах	1	1
39	в учебниках по мифологии	1	1
40	коммуникативное событие самого рассказывания	1	1
41	мифов-нарраций никогда не было	1	1
42	на концепции нарративности как	1	1
43	мы и сами участвуем	1	1
44	события эти происходят в	1	1
45	с адресатом как иерархические	1	1
46	только в перформативной установке	1	1
47	перед нами два события	1	1
48	того чтобы'' ''из-за'' и	1	1
49	практика общения доступна нам	1	1
50	и главное действующее лицо	1	1
51	не отделен от своей	1	1
52	едином но сложном событии	1	1
53	в том или ином	1	1
54	бытия следствие овладения понятийным	1	1
55	поступки только раскрывают содержание	1	1
56	шагом природного социального или	1	1
57	повседневная практика общения доступна	1	1
58	и его поступки только	1	1
59	мы можем обозначить как	1	1
60	на разных местах и	1	1
61	так например приказывая или	1	1
62	и мимесис мимесис не	1	1
63	нарративная установка [...] наблюдателя	1	1
64	их связная сюжетная цепь	1	1
65	судьбы они едины судьба	1	1
66	и сами участвуем как	1	1
67	выходит новое и главное	1	1
68	установка [...] наблюдателя упраздняет	1	1
69	следует сказать и о	1	1
70	времена различные и по	1	1
71	слушатели-читатели события эти происходят	1	1
72	повторяющееся действие или положение	1	1
73	имеются только в учебниках	1	1
74	ту самую коммуникативную ситуацию	1	1
75	мире напротив они сходятся	1	1
76	событии которое мы можем	1	1
77	состоит в напряжении событийного	1	1
78	субъекта объекта и адресата	1	1
79	сложном событии которое мы	1	1
80	состоит в том что	1	1
81	только по отношению к	1	1
82	по длительности и на	1	1
83	чтобы'' ''из-за'' и т.д	1	1
84	сюжетная цепь воспроизводилась древними	1	1
85	мимесис мимесис не рассказывает	1	1
86	в этом последнем мы	1	1
87	последнем мы и сами	1	1
88	о ней мифов-нарраций никогда	1	1
89	слушающий не остаются каждый	1	1
90	представляет собой грандиозную интригу	1	1
91	доступна нам только в	1	1
92	но сложном событии которое	1	1
93	отношения с адресатом как	1	1
94	исходя из того что	1	1
95	ни слушающий не остаются	1	1
96	писателями [...] то потому	1	1
97	с той или иной	1	1
98	а не в рассказе	1	1
99	всех видов не только	1	1
100	а всякая литературная интрига	1	1
101	состоит в том чтобы	1	1
102	о котором рассказано в	1	1
103	дистанцию по отношению к	1	1
104	своем собственном мире напротив	1	1
105	освоение человеческим сознанием событийной	1	1
106	не рассказывает а показывает	1	1
107	пиететное цитирование стенографическая передача	1	1
108	объединены в едином но	1	1
109	как слушатели-читатели события эти	1	1
110	дискурса как коммуникативного события	1	1
111	передать оборотов ''если'' ''когда''	1	1
112	интригу мировой истории а	1	1
113	сознанием событийной стороны бытия	1	1
114	концом в этом смысле	1	1
115	индивида и его поступки	1	1
116	то потому что к	1	1
117	всякая литературная интрига своего	1	1
118	наблюдателя упраздняет коммуникативные роли	1	1
119	которое по фрейденберг и	1	1
120	способности человеческой речи формировать	1	1
121	сторону индивида и его	1	1
122	в связи с кристаллизацией	1	1
123	произведения всех видов не	1	1
124	рассказывания в этом последнем	1	1
125	которое мы можем обозначить	1	1
126	в новом третьем мире	1	1
127	воспроизведение чужих высказываний пиететное	1	1
128	свидетельствует о том что	1	1
129	упраздняет коммуникативные роли первого	1	1
130	рассказе о ней мифов-нарраций	1	1
131	при таком взгляде на	1	1
132	связная сюжетная цепь воспроизводилась	1	1
133	заново актуализированная женеттом была	1	1
134	сходятся в новом третьем	1	1
135	мышлением которое по фрейденберг	1	1
136	к тому или иному	1	1
137	в речевой практике общения	1	1
138	''если'' ''когда'' ''для того	1	1
139	событие о котором рассказано	1	1
140	истории а всякая литературная	1	1
141	по фрейденберг и создает	1	1
142	с большей или меньшей	1	1
143	в его событийной полноте	1	1
144	и событие самого рассказывания	1	1
145	разные времена различные и	1	1
146	внеличную сторону индивида и	1	1
147	мифы-рассказы имеются только в	1	1
148	потому что к этому	1	1
149	роли первого и второго	1	1
150	никогда не было и	1	1
151	знакомством с повествовательной традицией	1	1
152	этому времени наррация давно	1	1
153	в качестве способности человеческой	1	1
154	речевой практике общения это	1	1
155	времени наррация давно функционировала	1	1
156	в едином но сложном	1	1
157	литературная интрига своего рода	1	1
158	в строгом значении этого	1	1
159	собой грандиозную интригу мировой	1	1
160	разных местах и в	1	1
161	практике общения это непосредственное	1	1
162	было и не могло	1	1
163	''картина'' не может передать	1	1
164	и создает наррацию ибо	1	1
165	новое и главное действующее	1	1
166	и в то же	1	1
167	они неразрывно объединены в	1	1
168	природного социального или ментального	1	1
169	миниатюра большой интриги соединяющей	1	1
170	котором рассказано в произведении	1	1
171	обозначить как произведение в	1	1
172	человеческим сознанием событийной стороны	1	1
173	цитирование стенографическая передача карикатурное	1	1
174	апокалипсис с книгой бытия	1	1
175	участвуем как слушатели-читатели события	1	1
176	только раскрывают содержание судьбы	1	1
177	формировать культурную память как	1	1
178	переформатирует ту самую коммуникативную	1	1
179	чужих высказываний пиететное цитирование	1	1
180	по мифологии если же	1	1
181	третьем мире мире общения	1	1
182	''для того чтобы'' ''из-за''	1	1
183	порождается так например приказывая	1	1
