N	2gram	Potebnia_M_4	TeoriaLi
1	в мире	2	24
2	не только	10	18
3	в качестве	1	17
4	тогда как	4	16
5	и не	18	16
6	я в	2	16
7	а в	5	14
8	состоит в	2	13
9	и в	23	13
10	в частности	1	13
11	то есть	34	12
12	так и	6	12
13	может быть	26	12
14	в этом	23	11
15	при этом	15	11
16	в том	23	11
17	но не	1	10
18	и его	2	10
19	а не	12	10
20	то же	14	9
21	в его	5	9
22	по отношению	10	8
23	своего рода	1	8
24	в душе	1	8
25	но и	11	8
26	отношению к	8	8
27	что в	17	8
28	отличие от	1	7
29	в себе	14	7
30	том что	12	7
31	точки зрения	4	7
32	в то	4	7
33	во второй	1	7
34	только в	15	7
35	как это	1	7
36	в данном	4	7
37	еще не	3	6
38	но в	8	6
39	в первой	1	6
40	лишь в	3	6
41	же время	3	6
42	как бы	5	6
43	мы имеем	4	5
44	данном случае	2	5
45	в своем	8	5
46	в самом	3	5
47	он не	2	5
48	как и	14	5
49	не в	11	5
50	тем самым	4	5
51	в нем	7	5
52	в ее	2	5
53	в пределах	1	5
54	а также	1	5
55	между тем	9	5
56	уже не	3	5
57	с другой	2	5
58	как в	7	5
59	я с	1	5
60	в искусстве	3	5
61	между ними	4	5
62	говорить о	5	4
63	отношение к	2	4
64	субъекта и	1	4
65	хотя и	5	4
66	то что	29	4
67	в слове	22	4
68	в своей	1	4
69	в их	1	4
70	не менее	5	4
71	можно сказать	4	4
72	в форме	1	4
73	но он	1	4
74	мира и	1	4
75	в свою	2	4
76	не знает	1	4
77	сказать что	8	4
78	не может	11	4
79	и то	5	3
80	например в	3	3
81	художественного произведения	1	3
82	что можно	1	3
83	не все	1	3
84	кто говорит	2	3
85	перед нами	1	3
86	и к	6	3
87	все эти	3	3
88	в нашем	2	3
89	в этой	1	3
90	и по	3	3
91	его в	4	3
92	и сам	1	3
93	в этих	3	3
94	тем не	4	3
95	в отношении	1	3
96	никогда не	3	3
97	потому что	33	3
98	той или	1	3
99	говоря словами	2	3
100	свою очередь	1	3
101	другой стороны	1	3
102	в произведении	1	3
103	так в	3	3
104	в другом	1	3
105	о ней	1	3
106	и что	7	3
107	входит в	1	3
108	того что	14	3
109	а с	1	3
110	человека с	1	3
111	для него	5	3
112	слова в	3	3
113	именно в	3	3
114	и др	2	3
115	в воображении	1	3
116	прежде всего	1	3
117	и потому	10	3
118	по своему	2	3
119	этого слова	7	3
120	к которому	1	3
121	таким образом	24	3
122	или в	1	3
123	ни к	2	3
124	отношении к	1	3
125	была бы	1	2
126	того же	1	2
127	и это	2	2
128	на деле	2	2
129	я как	1	2
130	я не	2	2
131	во мне	1	2
132	в чем	1	2
133	могло быть	1	2
134	но как	1	2
135	у него	1	2
136	за пределы	1	2
137	как говорит	1	2
138	и как	2	2
139	в которой	6	2
140	образом и	1	2
141	так или	2	2
142	но на	1	2
143	с языком	2	2
144	к одному	3	2
145	не следует	2	2
146	здесь мы	2	2
147	об этом	2	2
148	это не	7	2
149	и тем	4	2
150	вовсе не	7	2
151	и того	1	2
152	одного и	1	2
153	нас самих	1	2
154	с точки	3	2
155	от себя	1	2
156	их в	3	2
157	произведений искусства	1	2
158	по себе	11	2
159	даже в	2	2
160	и притом	2	2
161	для меня	10	2
162	дело не	2	2
163	не могло	1	2
164	только не	3	2
165	вытекает из	1	2
166	казалось бы	1	2
167	имеем дело	2	2
168	слова как	1	2
169	этих двух	1	2
170	не принадлежит	1	2
171	как будто	1	2
172	и для	2	2
173	и о	4	2
174	подобных случаях	1	2
175	самим собою	1	2
176	в себя	1	2
177	роль в	1	2
178	что может	2	2
179	не с	2	2
180	к его	2	2
181	мы в	3	2
182	если бы	13	2
183	в виду	3	2
184	и здесь	2	2
185	о том	8	2
186	что каждый	1	2
187	в глаза	1	2
188	всех подобных	1	2
189	к действительности	1	2
190	времени в	1	2
191	это было	2	2
192	к нему	5	2
193	во всех	1	2
194	или иначе	2	2
195	во втором	1	2
196	вслед за	1	2
197	внешних предметов	1	2
198	известного рода	1	2
199	сложности и	1	2
200	с одной	1	2
201	в большинстве	2	2
202	слова не	3	2
203	и даже	2	2
204	со стороны	3	2
205	в данный	1	2
206	в области	2	2
207	а именно	4	2
208	перед ним	1	2
209	жизни то	1	2
210	одной стороны	1	2
211	человеческой жизни	1	2
212	вместе с	6	2
213	так же	4	2
214	из которых	2	2
215	в той	4	2
216	могут быть	7	2
217	в следующей	1	2
218	к тому	3	2
219	одной из	1	2
220	имеет в	2	2
221	что он	4	2
222	и состоит	3	2
223	искусство есть	1	1
224	себе никаких	1	1
225	а между	4	1
226	только к	1	1
227	можно говорить	1	1
228	также что	1	1
229	те же	3	1
230	в сфере	1	1
231	таком случае	2	1
232	человека и	3	1
233	начинается с	1	1
234	и через	1	1
235	отделен от	1	1
236	связана с	1	1
237	художественных произведений	1	1
238	идет о	1	1
239	и есть	3	1
240	не признает	1	1
241	тем же	1	1
242	ни прибавить	1	1
243	к другому	1	1
244	отношения между	2	1
245	и до	3	1
246	можно лишь	2	1
247	др в	1	1
248	иметь место	1	1
249	частностей не	1	1
250	одним из	1	1
251	со всех	1	1
252	что даже	2	1
253	той же	3	1
254	и себя	2	1
255	прямого значения	1	1
256	не во	1	1
257	вопрос о	2	1
258	устанавливает между	1	1
259	от всего	1	1
260	не вполне	2	1
261	человек должен	1	1
262	личные местоимения	1	1
263	которое в	3	1
264	не от	3	1
265	и на	3	1
266	на них	1	1
267	столь же	2	1
268	в различных	2	1
269	тем как	2	1
270	внутренняя форма	2	1
271	для обозначения	1	1
272	искусство в	1	1
273	прозы в	1	1
274	значение для	1	1
275	на то	7	1
276	еще один	1	1
277	в истории	4	1
278	более чем	3	1
279	независимо от	6	1
280	забвение всего	1	1
281	могли бы	4	1
282	как уже	1	1
283	что по	2	1
284	неизмеримо более	1	1
285	духа и	2	1
286	отвечая на	1	1
287	то в	3	1
288	что это	7	1
289	таковы например	1	1
290	он в	1	1
291	то я	1	1
292	из этих	2	1
293	в известном	1	1
294	не приводит	1	1
295	говорят о	1	1
296	имеем в	1	1
297	в лес	6	1
298	если он	1	1
299	в наших	2	1
300	на его	3	1
301	не выделено	1	1
302	что она	2	1
303	время и	1	1
304	он ни	1	1
305	каком говорится	1	1
306	на одну	1	1
307	человеческого духа	6	1
308	же явления	1	1
309	отношений между	2	1
310	в силу	7	1
311	в первом	3	1
312	том числе	1	1
313	впечатление в	1	1
314	подобно тому	2	1
315	его можно	1	1
316	образа и	3	1
317	ни был	3	1
318	бы они	2	1
319	было возможно	1	1
320	не будет	3	1
321	что все	4	1
322	свое имя	1	1
323	том случае	3	1
324	внутренней форме	1	1
325	а по	1	1
326	времени и	1	1
327	большинстве случаев	2	1
328	второй половины	1	1
329	ко второму	2	1
330	было бы	8	1
331	напротив в	1	1
332	прибавить ни	1	1
333	должен был	1	1
334	же образом	1	1
335	в них	3	1
336	нет в	1	1
337	рядом с	1	1
338	она и	2	1
339	на второй	1	1
340	с тем	7	1
341	всю жизнь	1	1
342	не всегда	3	1
343	когда я	7	1
344	с не	1	1
345	ведет к	3	1
346	обратимся к	1	1
347	миросозерцания в	1	1
348	перед собой	1	1
349	развития но	1	1
350	сводятся к	2	1
351	но если	1	1
352	от своего	1	1
353	таким же	5	1
354	своей ближайшей	1	1
355	обращается к	1	1
356	поводу этой	1	1
357	свою речь	1	1
358	смысле можно	1	1
359	в такой	1	1
360	и без	2	1
361	в котором	4	1
362	к предмету	1	1
363	оно живет	2	1
364	не как	2	1
365	стоит в	1	1
366	рождается не	1	1
367	от его	2	1
368	действительность в	1	1
369	и внутренних	1	1
370	но эта	2	1
371	друг другу	1	1
372	и более	4	1
373	том и	2	1
374	из виду	2	1
375	и наоборот	1	1
376	случае мы	1	1
377	есть деятельность	1	1
378	состоящий в	1	1
379	и против	1	1
380	возникает в	1	1
381	до известной	2	1
382	в таких	2	1
383	ее не	3	1
384	с которой	1	1
385	по крайней	5	1
386	не имеет	5	1
387	дело в	1	1
388	на себе	3	1
389	к этим	1	1
390	и сама	2	1
391	бытия и	1	1
392	свободы и	1	1
393	мнения о	1	1
394	восприятия но	1	1
395	как принято	1	1
396	того и	1	1
397	невозможно так	1	1
398	внутрь себя	1	1
399	в самой	2	1
400	это явление	1	1
401	нее нет	1	1
402	с одним	1	1
403	от него	2	1
404	этих случаях	2	1
405	связи с	3	1
406	состоит не	1	1
407	не по	1	1
408	к изучению	1	1
409	в каком	4	1
410	у нас	2	1
411	настоящего времени	2	1
412	наших примерах	1	1
413	произведений такая	1	1
414	этом отношение	1	1
415	не могут	2	1
416	образом что	2	1
417	когда мы	6	1
418	что основной	1	1
419	сравнении с	1	1
420	числе и	1	1
421	значительной степени	2	1
422	его с	1	1
423	указывает на	2	1
424	исчезает и	2	1
425	слова с	3	1
426	в каждом	3	1
427	от неполноты	1	1
428	оно не	2	1
429	звуков но	1	1
430	быть назван	3	1
431	она не	2	1
432	в каждой	1	1
433	как мы	2	1
434	значения и	1	1
435	того чтобы	4	1
436	меня в	1	1
437	говорит и	1	1
438	ни убавить	1	1
439	к нам	1	1
440	на основе	1	1
441	языка и	3	1
442	в собственном	1	1
443	к какой	1	1
444	они ни	1	1
445	мысль о	6	1
446	то время	1	1
447	всей своей	1	1
448	вопрос что	2	1
449	значение в	1	1
450	и совершенно	1	1
451	переход к	1	1
452	можно было	2	1
453	условие его	1	1
454	на нее	3	1
455	в научном	1	1
456	что от	2	1
457	на каждом	1	1
458	по признаку	2	1
459	является в	1	1
460	в словах	1	1
461	к языку	1	1
462	с ним	5	1
463	с человеком	1	1
464	мы рассматриваем	1	1
465	возможна только	1	1
466	что речь	1	1
467	на вопрос	4	1
468	настоящее время	1	1
469	при котором	1	1
470	такова что	1	1
471	после того	2	1
472	для говорящего	3	1
473	может не	1	1
474	в сущности	2	1
