N	3gram	Bakhtin_Pr_4	RusskieA
1	в том что	2	15
2	в этом случае	1	5
3	как мы увидим	3	5
4	и в других	2	4
5	в связи с	1	4
6	о том что	2	4
7	к тому что	1	4
8	с точки зрения	9	3
9	для наших целей	2	2
10	мы не будем	1	2
11	но и на	1	2
12	может быть и	1	2
13	все же не	1	2
14	но все же	1	2
15	в большинстве случаев	8	2
16	после того как	1	2
17	не будем останавливаться	1	2
18	а следовательно и	2	1
19	хотя и не	2	1
20	на себя внимание	2	1
21	иметь в виду	1	1
22	в виду что	1	1
23	и наконец в	1	1
24	хотя они и	1	1
25	как мы видим	1	1
26	по отношению к	5	1
27	приводит его к	1	1
28	же как и	1	1
29	что мы имеем	1	1
30	на самом же	1	1
31	в себе и	1	1
32	в собственном смысле	1	1
33	при этом не	1	1
34	одном из своих	1	1
35	можно было бы	2	1
36	на этот вопрос	2	1
37	его жизнь в	1	1
38	к другому и	1	1
39	ни в одном	2	1
40	не только в	1	1
41	в отличие от	3	1
42	потому что она	1	1
43	проблем не может	1	1
44	во всяком случае	1	1
45	этого слова с	1	1
46	этом мы можем	1	1
47	так же как	1	1
48	самом же деле	1	1
49	о том же	2	1
50	в одном из	2	1
51	никак не может	1	1
52	можно сказать что	2	1
53	в этих случаях	2	1
54	как мы уже	2	1
55	друг с другом	5	1
56	как и в	3	1
57	же деле это	1	1
58	мы увидим что	2	1
59	как мы знаем	1	1
60	в данном случае	1	1
