N	3gram	Bakhtin_Pr_4	StatiiOP
1	в том что	2	17
2	о том что	2	11
3	с точки зрения	9	8
4	можно было бы	2	8
5	до сих пор	8	7
6	в данном случае	1	6
7	с другой стороны	3	6
8	во всяком случае	1	6
9	в самом деле	4	5
10	не может быть	8	5
11	дело в том	2	4
12	то же время	5	4
13	не только в	1	4
14	так и в	1	4
15	в то же	5	4
16	по отношению к	5	3
17	так же как	1	3
18	но все же	1	3
19	у пушкина но	1	2
20	в свое время	2	2
21	одним и тем	1	2
22	и даже не	1	2
23	в том числе	4	2
24	в этом случае	1	2
25	хотя бы и	1	2
26	а во второй	1	2
27	в той же	1	2
28	но и в	2	2
29	что в нем	1	2
30	том числе и	3	2
31	может быть и	1	2
32	но в то	2	2
33	с одной стороны	1	2
34	так или иначе	1	2
35	в борисе годунове	1	2
36	и тем же	1	2
37	дело не в	1	2
38	как и в	3	2
39	а между тем	1	1
40	не может не	1	1
41	в одном из	2	1
42	в той или	1	1
43	той или иной	2	1
44	быть ни в	1	1
45	также и в	1	1
46	в этом смысле	2	1
47	том что он	1	1
48	в том же	1	1
49	же как и	1	1
50	точки зрения его	1	1
51	сами по себе	2	1
52	а может быть	1	1
53	ведь это не	1	1
54	в первой книге	1	1
55	это вовсе не	2	1
56	на этот вопрос	2	1
57	может быть даже	1	1
58	и в этих	1	1
59	и в других	2	1
60	но дело в	1	1
61	и в то	1	1
62	лишь то что	1	1
63	же время оно	1	1
64	потому что она	1	1
65	а вовсе не	1	1
66	на тему о	1	1
67	я хотел бы	1	1
68	сих пор не	2	1
69	из того же	1	1
70	ведь и сам	3	1
71	другой стороны и	1	1
72	в котором он	1	1
73	каждом из этих	1	1
74	и не может	7	1
75	а не на	1	1
76	в каждом из	1	1
77	друг от друга	1	1
78	после того как	1	1
79	что как раз	1	1
80	xviii и xix	1	1
81	к тому что	1	1
82	в узком смысле	2	1
83	если бы оно	1	1
84	и не в	2	1
85	в конце концов	1	1
