N	3gram	Losev_Vlad_2	Hudozhes
1	о том что	3	9
2	то же время	3	8
3	в то же	3	8
4	в том что	9	6
5	в самом деле	1	4
6	можно было бы	2	4
7	л н толстого	2	4
8	с точки зрения	3	3
9	в этом отношении	1	3
10	но в то	1	3
11	в связи с	8	3
12	тем не менее	6	3
13	и т д	1	3
14	что же касается	5	2
15	в первую очередь	1	2
16	до сих пор	1	2
17	не только в	2	2
18	так или иначе	3	2
19	не в том	3	2
20	связи с этим	1	2
21	не может быть	1	2
22	на то что	2	2
23	во второй половине	2	2
24	и в конце	1	1
25	не может не	1	1
26	сам он в	1	1
27	то что я	1	1
28	насколько мне известно	1	1
29	а в конце	1	1
30	в следующем году	1	1
31	прежде всего на	1	1
32	та же самая	1	1
33	в этом смысле	1	1
34	том что он	2	1
35	на свои вопросы	1	1
36	него и в	2	1
37	и в то	1	1
38	с самого начала	1	1
39	до известной степени	1	1
40	а также в	1	1
41	более или менее	3	1
42	с ним в	1	1
43	в отличие от	3	1
44	в частности к	1	1
45	обыкновенной человеческой жизни	1	1
46	в письме к	4	1
47	в это время	4	1
48	в славянском базаре	2	1
49	содержит в себе	4	1
50	в первый раз	1	1
51	в высшей степени	1	1
52	в конце концов	3	1
53	прежде всего его	1	1
54	а также и	1	1
55	в том как	1	1
56	к одному из	1	1
57	он уже не	2	1
58	во всяком случае	6	1
59	в свое время	1	1
60	ничего не было	1	1
61	а в том	2	1
62	в данном случае	2	1
63	как нам представляется	1	1
64	ведь все дело	1	1
65	также и о	1	1
66	в свою очередь	2	1
67	ничего общего с	1	1
68	может не вызвать	1	1
69	но все же	1	1
70	не было ни	1	1
71	за то что	1	1
72	того что он	1	1
73	в него и	1	1
74	этот не может	1	1
75	пока еще не	1	1
76	не исключая и	1	1
