N	2gram	Tiupa_Lite_3	Vladivir
1	вл соловьева	1	188
2	у вл	1	42
3	и в	16	40
4	то что	12	28
5	не только	14	25
6	и не	22	25
7	у него	1	24
8	то есть	5	24
9	том что	8	18
10	в том	12	18
11	но и	14	18
12	еще и	2	18
13	что в	2	17
14	в этом	14	16
15	в его	6	14
16	так что	1	14
17	не может	8	14
18	точки зрения	7	13
19	вовсе не	1	13
20	только в	7	13
21	в конце	2	12
22	а именно	5	12
23	сказать что	1	12
24	едва ли	3	11
25	никогда не	4	11
26	потому что	3	11
27	о том	6	11
28	в году	5	10
29	не просто	1	10
30	тем не	1	10
31	и его	6	10
32	то это	2	10
33	не есть	1	10
34	прежде всего	3	10
35	как раз	2	10
36	и потому	2	10
37	и то	1	9
38	уже не	3	9
39	в себе	6	9
40	и с	2	9
41	в своей	7	9
42	не менее	2	9
43	есть только	1	9
44	под названием	1	9
45	как мы	2	8
46	в своем	1	8
47	в этой	8	8
48	он не	1	8
49	а также	4	8
50	для него	2	8
51	может быть	12	8
52	а не	12	8
53	так же	2	8
54	хотя и	4	7
55	и как	3	7
56	и если	4	7
57	с тем	1	7
58	как и	5	7
59	несмотря на	2	7
60	в то	9	7
61	что и	2	7
62	того что	9	7
63	так как	1	7
64	в те	1	7
65	вместе с	5	7
66	к тому	6	7
67	а в	5	7
68	в своих	2	7
69	и на	2	6
70	соловьева с	1	6
71	то в	3	6
72	с точки	3	6
73	по себе	2	6
74	во всем	1	6
75	и от	1	6
76	так и	9	6
77	и даже	2	6
78	если не	2	6
79	xix века	2	6
80	это значит	1	6
81	но это	1	6
82	хотя бы	1	6
83	отношения к	3	5
84	мы уже	1	5
85	в ней	1	5
86	отнюдь не	3	5
87	в истории	1	5
88	более или	1	5
89	тому же	5	5
90	содержит в	1	5
91	должно быть	4	5
92	или менее	1	5
93	в отношении	1	5
94	тем что	2	5
95	для нас	1	5
96	у нас	2	5
97	ничего общего	1	5
98	для себя	2	5
99	еще в	3	5
100	с другой	6	5
101	что он	5	5
102	только на	1	5
103	в одном	4	5
104	не было	1	5
105	соловьева о	1	5
106	в данном	4	5
107	в самом	3	4
108	то же	9	4
109	и о	1	4
110	вопрос о	2	4
111	еще не	6	4
112	но не	4	4
113	все же	2	4
114	но в	3	4
115	бы и	3	4
116	на то	2	4
117	оно должно	1	4
118	было бы	2	4
119	чем в	1	4
120	в котором	1	4
121	даже в	4	4
122	тому что	1	4
123	не имеет	1	4
124	не с	2	4
125	она была	1	4
126	по мнению	1	4
127	а с	1	4
128	до конца	4	4
129	и все	1	4
130	как это	3	4
131	такого рода	10	4
132	по существу	4	4
133	есть и	1	4
134	на самом	1	3
135	я не	2	3
136	здесь не	2	3
137	бы то	2	3
138	в чем	1	3
139	отличие от	5	3
140	за пределы	1	3
141	независимо от	1	3
142	перед нами	1	3
143	и у	1	3
144	уже в	1	3
145	в нем	2	3
146	при этом	15	3
147	в россии	1	3
148	то ни	2	3
149	в качестве	5	3
150	это не	5	3
151	далеко не	2	3
152	этого не	1	3
153	нисколько не	1	3
154	разного рода	1	3
155	самого человека	1	3
156	не столько	1	3
157	в отличие	5	3
158	не в	10	3
159	того чтобы	2	3
160	он мог	1	3
161	и притом	1	3
162	тех кто	1	3
163	оно не	2	3
164	в виду	1	3
165	с каким	1	3
166	жизнь и	1	3
167	если бы	2	3
168	к нему	1	3
169	что здесь	1	3
170	и тем	3	3
171	с одной	4	3
172	ни с	2	3
173	был бы	1	3
174	и только	2	3
175	даже не	1	3
176	именно в	5	3
177	в связи	1	3
178	и вовсе	2	3
179	подобного рода	1	3
180	одной стороны	4	3
181	как бы	8	3
182	же самое	2	3
183	и для	4	3
184	собственно говоря	1	3
185	в трактате	1	3
186	же в	2	3
187	но вот	1	3
188	ее в	2	3
189	как на	3	3
190	в таком	1	3
191	в этот	1	2
192	по преимуществу	1	2
193	с таким	1	2
194	и за	1	2
195	по его	1	2
196	есть не	1	2
197	не вполне	2	2
198	на себя	2	2
199	мы и	2	2
200	он был	1	2
201	он сам	1	2
202	быть в	1	2
203	данном случае	4	2
204	легко может	2	2
205	сам собою	1	2
206	в сторону	3	2
207	к богу	1	2
208	а и	2	2
209	себе и	1	2
210	общего с	1	2
211	с этим	1	2
212	что касается	1	2
213	и наконец	3	2
214	это тоже	1	2
215	и к	3	2
216	в целом	5	2
217	так или	2	2
218	в нашем	1	2
219	творца и	1	2
220	и еще	1	2
221	не к	1	2
222	не как	2	2
223	в силу	1	2
224	в другом	6	2
225	те годы	1	2
226	в жизни	8	2
227	но уже	3	2
228	о которых	1	2
229	на первый	1	2
230	в этих	1	2
231	что такая	1	2
232	взгляд на	3	2
233	в их	1	2
234	и более	1	2
235	второе лицо	1	2
236	тем самым	7	2
237	она не	1	2
238	же время	7	2
239	по своей	3	2
240	связи с	2	2
241	точке зрения	1	2
242	вот в	2	2
243	нет ни	1	2
244	той или	2	2
245	в мире	16	2
246	здесь нет	1	2
247	можно только	1	2
248	и всякого	1	2
249	которая в	1	2
250	тем чем	1	2
251	но мы	1	2
252	его в	2	2
253	когда оно	1	2
254	бы в	1	2
255	но с	2	2
256	одной из	1	2
257	который в	1	2
258	в обществе	1	2
259	то и	1	2
260	в начале	4	2
261	свидетельствует о	1	2
262	а то	1	2
263	из них	4	2
264	друг друга	1	2
265	бытия и	1	2
266	и вместе	2	2
267	для того	2	2
268	живой жизни	3	2
269	со стороны	7	2
270	или иначе	2	2
271	не на	1	2
272	что несмотря	1	2
273	человек есть	1	2
274	нет ничего	1	2
275	и выше	2	2
276	к своему	1	2
277	соловьевым и	1	2
278	самого себя	1	2
279	стороны и	2	2
280	с этой	2	2
281	с бытием	1	2
282	еще раз	2	2
283	как например	2	2
284	о свободе	1	2
285	это последнее	2	2
286	в книге	1	2
287	но такой	1	2
288	духовного и	1	2
289	ни к	3	2
290	этом отношении	5	2
291	все они	2	2
292	другой стороны	2	2
293	совершенно не	3	2
294	того же	2	2
295	к его	1	2
296	жизни а	2	2
297	из этого	1	2
298	с его	6	2
299	но еще	2	2
300	к этой	1	2
301	к этому	2	2
302	я и	10	1
303	не стыдится	1	1
304	как известно	1	1
305	например в	3	1
306	начинается с	1	1
307	тех же	1	1
308	это и	1	1
309	и есть	1	1
310	не признает	1	1
311	жизни по	1	1
312	с целым	1	1
313	от той	1	1
314	из самых	1	1
315	из его	1	1
316	все те	1	1
317	ни даже	1	1
318	и была	1	1
319	к непосредственному	1	1
320	для своего	2	1
321	совершенно новой	2	1
322	общества но	1	1
323	что иное	1	1
324	принадлежит к	1	1
325	и самой	1	1
326	за два	1	1
327	в каждой	2	1
328	и совсем	1	1
329	иное как	1	1
330	в последних	1	1
331	во всех	2	1
332	сознания а	1	1
333	сказать и	2	1
334	к которой	1	1
335	черты и	1	1
336	если в	1	1
337	в общем	1	1
338	очевидно что	1	1
339	уже как	1	1
340	нет и	1	1
341	что они	1	1
342	определяется не	1	1
343	сама по	1	1
344	к сожалению	1	1
345	как в	5	1
346	впадая в	1	1
347	и где	1	1
348	когда он	2	1
349	сознания в	1	1
350	что по	1	1
351	как таковое	2	1
352	автора и	2	1
353	начало но	1	1
354	для второй	1	1
355	еще на	2	1
356	другого как	1	1
357	он в	2	1
358	бы не	1	1
359	влечение к	1	1
360	им в	2	1
361	их объединяет	1	1
362	как он	1	1
363	так сказать	1	1
364	время индивидуального	1	1
365	наш взгляд	1	1
366	больше всего	1	1
367	она становится	1	1
368	о которой	2	1
369	именно то	1	1
370	в первую	1	1
371	была не	1	1
372	в корне	1	1
373	и вот	2	1
374	свободно от	1	1
375	на наш	1	1
376	такого же	1	1
377	не за	1	1
378	с позиций	1	1
379	его не	1	1
380	на все	1	1
381	на этой	1	1
382	лишь в	5	1
383	второй половины	1	1
384	знает что	2	1
385	обстоятельством что	1	1
386	искусство не	2	1
387	мира с	1	1
388	из первых	1	1
389	даже по	1	1
390	который сам	1	1
391	в них	1	1
392	все равно	1	1
393	не всегда	2	1
394	жизни но	1	1
395	существования а	1	1
396	со всей	2	1
397	в диалектике	1	1
398	во время	1	1
399	от своего	1	1
400	и при	2	1
401	она сама	1	1
402	и их	1	1
403	то для	1	1
404	статьи о	1	1
405	каким был	1	1
406	была отчетливо	1	1
407	место в	4	1
408	начало которое	1	1
409	слово для	1	1
410	но он	1	1
411	друг другу	1	1
412	ни было	2	1
413	не тем	1	1
414	что сам	1	1
415	свобода и	1	1
416	не требуется	1	1
417	возвращается к	1	1
418	личность в	1	1
419	сам он	1	1
420	к обоим	1	1
421	с которой	2	1
422	чтобы в	1	1
423	в основе	5	1
424	сознания как	1	1
425	своего существа	1	1
426	для всего	1	1
427	и объективной	1	1
428	и религией	1	1
429	и является	1	1
430	ему и	1	1
431	именно его	1	1
432	и теперь	1	1
433	в процессе	1	1
434	не столь	1	1
435	как будто	4	1
436	в будущем	1	1
437	ему не	1	1
438	о таком	1	1
439	именно оно	1	1
440	начиная с	1	1
441	когда мы	1	1
442	и всех	1	1
443	его за	1	1
444	быть уже	1	1
445	для его	3	1
446	объекта и	2	1
447	все еще	3	1
448	миру в	1	1
449	и он	1	1
450	этот путь	2	1
451	мыслимо только	1	1
452	есть одновременно	1	1
453	с ее	3	1
454	принадлежал к	1	1
455	говоря уже	4	1
456	в ее	5	1
457	невозможно как	1	1
458	только не	1	1
459	так в	1	1
460	вопрос что	1	1
461	вероятно и	1	1
462	и сам	2	1
463	другом и	1	1
464	том как	1	1
465	деятельности в	1	1
466	трактуется как	1	1
467	о ней	1	1
468	лишь при	1	1
469	на вопрос	1	1
470	внимание на	2	1
471	одного из	2	1
472	означает не	1	1
473	мира а	2	1
474	с того	1	1
475	можно сказать	2	1
476	а во	1	1
477	и были	1	1
478	первую очередь	1	1
479	творчества в	1	1
480	нуждается в	1	1
481	в глазах	3	1
482	во всей	2	1
483	непосредственно в	1	1
484	вслед за	3	1
485	которая и	1	1
486	действительности в	2	1
487	в свете	1	1
488	и всякое	1	1
