N	2gram	Propp_Isto_2	VLabPisa
1	таким образом	7	27
2	в этом	11	26
3	и в	15	25
4	и т	19	24
5	не только	18	22
6	может быть	17	21
7	хотя бы	2	20
8	и не	11	19
9	не может	5	17
10	т е	29	17
11	т д	18	15
12	в его	6	15
13	в процессе	1	14
14	в том	6	13
15	прежде всего	5	13
16	в частности	1	12
17	как это	3	12
18	все это	3	12
19	в силу	2	11
20	с другой	2	11
21	из них	2	11
22	в качестве	3	10
23	не могут	1	10
24	о том	3	10
25	то же	10	9
26	что в	12	9
27	об этом	11	9
28	по этому	1	9
29	но и	14	9
30	и др	4	9
31	к этому	1	9
32	ни один	2	8
33	все эти	4	8
34	другой стороны	2	8
35	могут быть	2	8
36	во всех	2	7
37	по отношению	3	7
38	из этих	3	7
39	было бы	5	7
40	как и	2	7
41	том что	7	7
42	этому поводу	1	7
43	не было	2	7
44	а не	5	7
45	вместе с	7	7
46	же в	1	7
47	отношению к	3	7
48	это и	1	6
49	в зависимости	1	6
50	в себе	4	6
51	в нем	7	6
52	главным образом	2	6
53	это не	2	6
54	их в	2	6
55	и его	3	6
56	в то	1	6
57	так и	5	6
58	у него	4	6
59	в основном	2	6
60	то что	12	6
61	и есть	5	5
62	в их	3	5
63	зависимости от	1	5
64	как говорит	1	5
65	все же	9	5
66	в пределах	1	5
67	не в	7	5
68	связи с	8	5
69	на основе	1	5
70	приводит к	2	5
71	он же	1	5
72	один из	8	5
73	следует понимать	1	5
74	он говорит	1	5
75	как бы	6	5
76	думается что	1	5
77	в результате	1	5
78	сказать что	2	5
79	только в	6	5
80	их и	1	4
81	с его	1	4
82	в этой	4	4
83	вот как	1	4
84	перед нами	2	4
85	когда он	3	4
86	в самом	1	4
87	в целом	1	4
88	же говорит	1	4
89	них не	1	4
90	в них	1	4
91	даже в	1	4
92	одна из	2	4
93	никогда не	15	4
94	вот почему	1	4
95	к тому	5	4
96	должен быть	1	4
97	это только	2	4
98	общая схема	1	4
99	и подобных	1	4
100	показывают что	2	4
101	с ними	2	4
102	что он	24	4
103	в нашей	2	4
104	в одном	5	4
105	в связи	5	4
106	приведенных выше	1	4
107	в своей	1	4
108	например в	2	3
109	в котором	5	3
110	из его	1	3
111	его не	2	3
112	имеет свою	1	3
113	и он	1	3
114	в которых	2	3
115	видели что	3	3
116	но как	1	3
117	что они	10	3
118	с этим	5	3
119	и как	1	3
120	и к	1	3
121	следующим образом	1	3
122	всех этих	3	3
123	в комнату	1	3
124	и по	2	3
125	в работе	3	3
126	его в	10	3
127	далеко не	1	3
128	что не	1	3
129	с тем	9	3
130	мы видели	2	3
131	во время	2	3
132	и ее	2	3
133	это делает	1	3
134	как о	1	3
135	сводится к	1	3
136	у нас	1	3
137	она не	5	3
138	том как	1	3
139	образом в	1	3
140	в виду	2	3
141	что и	6	3
142	вслед за	1	3
143	того что	3	3
144	этот вопрос	1	3
145	является не	2	3
146	и их	2	3
147	именно в	2	3
148	мы знаем	11	3
149	так же	13	3
150	по существу	2	3
151	или в	2	3
152	ее в	2	3
153	также что	2	2
154	связана с	6	2
155	он может	1	2
156	и этот	1	2
157	по его	1	2
158	а как	1	2
159	мы имеем	15	2
160	же как	5	2
161	в которой	2	2
162	из своих	1	2
163	говорить о	1	2
164	то это	6	2
165	в ней	4	2
166	еще не	9	2
167	например у	1	2
168	что его	1	2
169	но не	2	2
170	это видно	1	2
171	органической связи	1	2
172	отнюдь не	1	2
173	но в	6	2
174	он в	3	2
175	как он	3	2
176	что она	5	2
177	три года	4	2
178	после этого	4	2
179	он не	8	2
180	подобно тому	3	2
181	что ни	1	2
182	так например	1	2
183	человека в	2	2
184	а затем	2	2
185	они должны	4	2
186	в другом	9	2
187	с другими	2	2
188	в жизни	2	2
189	только о	1	2
190	не всегда	1	2
191	он и	3	2
192	и для	2	2
193	что такое	1	2
194	самый факт	2	2
195	не столько	2	2
196	знаем что	12	2
197	от его	1	2
198	эта не	1	2
199	которые в	1	2
200	начнем с	1	2
201	по себе	1	2
202	не менее	1	2
203	можно указать	1	2
204	в науке	1	2
205	к этим	1	2
206	того чтобы	2	2
207	только не	1	2
208	не вполне	1	2
209	связанное с	1	2
210	другом месте	2	2
211	они и	1	2
212	в самых	1	2
213	что при	5	2
214	на это	1	2
215	и может	2	2
216	роль в	3	2
217	он сам	1	2
218	и музыкальные	1	2
219	на вопрос	2	2
220	говорит об	1	2
221	значит что	1	2
222	но с	2	2
223	о его	2	2
224	с одной	4	2
225	одной из	4	2
226	у них	1	2
227	при помощи	2	2
228	ни с	1	2
229	могло бы	1	2
230	вовсе не	1	2
231	при всей	1	2
232	много и	1	2
233	эти явления	1	2
234	в особенности	2	2
235	одной стороны	3	2
236	до сих	6	2
237	показывает что	4	2
238	зависит от	2	2
239	и непосредственно	1	2
240	о чем	1	2
241	что мы	3	2
242	этих способностей	1	2
243	тому как	3	2
244	стороны в	1	2
245	и потому	1	2
246	в течение	1	2
247	и некоторые	1	2
248	сих пор	7	2
249	между прочим	3	2
250	можно было	5	2
251	в книге	1	2
252	сюжета и	1	2
253	этого рода	1	2
254	не подлежит	1	2
255	в точном	1	2
256	мира и	1	2
257	по одному	1	2
258	огромную роль	1	2
259	то о	1	2
260	будто бы	2	2
261	все они	1	2
262	а в	12	2
263	в системе	2	2
264	понимать как	1	2
265	отметить что	1	2
266	они не	4	2
267	еще что	1	1
268	можно говорить	1	1
269	самом деле	2	1
270	почти не	1	1
271	и так	2	1
272	всем что	1	1
273	что эти	4	1
274	одно другое	1	1
275	укажем что	1	1
276	общественных отношений	1	1
277	она к	1	1
278	со всех	4	1
279	диаметрально противоположные	1	1
280	точнее и	1	1
281	как мы	1	1
282	превратилась в	1	1
283	вопрос о	4	1
284	не слишком	1	1
285	но она	1	1
286	на себя	1	1
287	приходит к	1	1
288	похожи на	1	1
289	всех сторон	4	1
290	сам по	1	1
291	это время	1	1
292	и то	2	1
293	он был	3	1
294	здесь не	2	1
295	по своему	1	1
296	глубокой древности	1	1
297	этом говорит	2	1
298	а только	1	1
299	не все	2	1
300	ответ на	1	1
301	и приемы	1	1
302	состоял в	1	1
303	в свои	1	1
304	или у	1	1
305	в истории	1	1
306	как-то связана	1	1
307	и дети	1	1
308	что ее	3	1
309	кроме того	2	1
310	говорит что	3	1
311	что по	1	1
312	и наконец	5	1
313	материалы и	2	1
314	вот несколько	4	1
315	привести к	3	1
316	его работе	1	1
317	уже в	2	1
318	такая форма	1	1
319	относится например	2	1
320	имеем в	5	1
321	тому же	2	1
322	на то	3	1
323	если он	1	1
324	но на	1	1
325	же автор	1	1
326	так сказать	2	1
327	и если	2	1
328	на его	2	1
329	это представление	1	1
330	как оно	1	1
331	да и	2	1
332	принята в	1	1
333	очень разнообразны	2	1
334	но некоторые	1	1
335	но вместе	1	1
336	уже не	1	1
337	согласуется с	1	1
338	этим самым	1	1
339	оно и	2	1
340	в количестве	1	1
341	этих материалов	1	1
342	связанных с	1	1
343	для своей	1	1
344	в несколько	1	1
345	входит в	1	1
346	при которой	1	1
347	это одна	1	1
348	приходит в	1	1
349	материал для	1	1
350	смерть и	1	1
351	для них	1	1
352	соответствии с	1	1
353	этого не	5	1
354	с этой	1	1
355	как видно	1	1
356	этим и	1	1
357	несмотря на	1	1
358	здесь можно	5	1
359	на белом	1	1
360	ясно из	1	1
361	момент зарождения	1	1
362	обратимся к	2	1
363	в саду	1	1
364	в этих	11	1
365	понимаемой им	1	1
366	он должен	2	1
367	его мнению	1	1
368	не решена	1	1
369	собой не	1	1
370	можно вызвать	1	1
371	и той	1	1
372	без участия	2	1
373	но он	4	1
374	и эти	2	1
375	что этот	3	1
376	бы быть	1	1
377	понимать буквально	1	1
378	связь этого	1	1
379	освободиться от	1	1
380	вплоть до	1	1
381	в таких	2	1
382	а иногда	1	1
383	как можно	1	1
384	что эта	2	1
385	с которой	2	1
386	нужно уметь	1	1
387	что сущность	1	1
388	еще до	2	1
389	же важно	1	1
390	дело не	4	1
391	эти формы	1	1
392	того как	4	1
393	из дальнейшего	1	1
394	что их	1	1
395	иметь в	2	1
396	указывалось что	1	1
397	казалось бы	1	1
398	отметим еще	1	1
399	что самое	1	1
400	в три	1	1
401	к ней	2	1
402	видим что	5	1
403	от него	1	1
404	друг друга	1	1
405	его значения	1	1
406	мы бы	1	1
407	только с	2	1
408	так то	1	1
409	как будто	3	1
410	в каком	1	1
411	к таким	2	1
412	лежит в	1	1
413	бы он	1	1
414	не случайное	1	1
415	наконец что	1	1
416	время сна	1	1
417	над жизнью	1	1
418	и это	3	1
419	непонятными и	2	1
420	связанными с	1	1
421	материала о	1	1
422	но по	3	1
423	с ее	2	1
424	связи со	1	1
425	как один	1	1
426	затем его	1	1
427	в дальнейшем	1	1
428	мнение что	2	1
429	что у	2	1
430	легенды о	1	1
431	часто в	2	1
432	остается только	1	1
433	по ее	1	1
434	только над	1	1
435	мы в	2	1
436	является в	1	1
437	только нет	1	1
438	от начала	1	1
439	о котором	1	1
440	по мере	3	1
441	с ним	1	1
442	на море	1	1
443	а по	1	1
444	автор не	1	1
445	о нем	4	1
446	на него	5	1
447	это происходит	1	1
448	и что	6	1
449	в глаза	2	1
450	и большого	1	1
451	после того	3	1
452	для нас	4	1
453	а также	2	1
454	с целью	1	1
455	д но	2	1
456	связанной с	1	1
457	говорят о	2	1
458	доходит до	1	1
459	или иначе	1	1
460	высокой и	1	1
461	очень близко	1	1
462	и во	1	1
463	говорит он	1	1
464	хотя оно	1	1
465	быть даже	1	1
466	всего этого	1	1
467	в свете	2	1
468	в русском	2	1
469	так говорит	1	1
470	если это	3	1
471	в него	2	1
472	из видов	2	1
473	бросается в	1	1
474	дело так	1	1
475	быть и	1	1
476	в какой	1	1
477	из остальных	1	1
478	к их	1	1
479	в стороне	1	1
480	очень много	8	1
481	который в	1	1
482	очень многих	1	1
483	сообщает что	1	1
484	же и	3	1
485	к какому	1	1
486	можно установить	2	1
487	только на	1	1
488	в следующих	1	1
489	свидетельствует о	1	1
490	еще одну	1	1
491	и других	1	1
492	его и	4	1
493	сущность и	1	1
494	до самых	1	1
495	характерно что	1	1
496	роль и	1	1
497	себе в	1	1
498	и из	2	1
499	ни в	2	1
500	представлений о	1	1
501	в состоянии	3	1
502	но что	1	1
503	последний этап	1	1
504	каждый из	1	1
505	и вдруг	1	1
506	заметить что	2	1
507	тем что	4	1
508	и вместе	2	1
509	в более	1	1
510	это положение	1	1
511	необъяснимого процесса	1	1
512	со всем	1	1
513	только у	2	1
514	о своей	2	1
515	перенесены из	1	1
516	связаны с	1	1
517	его себе	1	1
518	а именно	3	1
519	человека а	1	1
520	в явлениях	1	1
521	в свою	1	1
522	себя и	2	1
523	них и	1	1
524	их можно	1	1
525	материал в	2	1
526	целым рядом	1	1
527	ниже но	1	1
528	жизнь в	1	1
529	подобного рода	1	1
530	самого начала	2	1
531	особенно часто	3	1
532	такова задача	1	1
533	сна не	1	1
534	очень часто	4	1
535	основные вехи	1	1
536	жалуется на	1	1
537	может иметь	1	1
538	нет ничего	2	1
539	из форм	1	1
540	теперь к	1	1
541	как в	5	1
542	их к	1	1
543	где же	2	1
