N	4gram	Voloshinov_1	Analitik
1	в то же время	3	6
2	и не может быть	4	4
3	бы то ни было	8	3
4	в том что он	1	2
5	но в то же	2	2
6	одного и того же	5	2
7	какой бы то ни	1	2
8	нет и не может	2	2
9	на самом же деле	2	1
10	имеет место лишь в	1	1
11	и та и другая	1	1
12	одна и та же	1	1
13	или во всяком случае	1	1
14	одной и той же	2	1
15	в большей или меньшей	1	1
16	не может быть ничего	1	1
17	с этой точки зрения	1	1
18	в том числе и	2	1
19	до тех пор пока	2	1
20	одни и те же	5	1
21	один и тот же	3	1
