N	2gram	Losev_Vlad_2	FransuaR
1	и в	30	49
2	то есть	7	32
3	прежде всего	6	19
4	в его	11	18
5	и на	4	17
6	не только	12	17
7	и его	6	17
8	в этом	20	15
9	и не	18	15
10	в году	24	13
11	в них	3	13
12	только в	6	13
13	но и	8	13
14	во время	1	12
15	как и	5	11
16	как бы	5	11
17	в этой	4	10
18	вовсе не	4	10
19	в нем	4	9
20	для него	9	9
21	и др	1	9
22	все это	5	9
23	в сущности	2	8
24	отношение к	4	8
25	до нас	1	8
26	во франции	1	8
27	то же	4	7
28	все же	9	7
29	все эти	5	7
30	таким образом	3	7
31	как мы	11	7
32	не может	9	7
33	жизни и	6	7
34	мы уже	2	6
35	именно в	4	6
36	во всех	3	6
37	так и	5	6
38	и с	14	6
39	времени и	1	6
40	рядом с	1	6
41	точки зрения	7	6
42	но он	3	6
43	в то	9	6
44	же время	3	6
45	в себя	1	6
46	в литературе	1	6
47	то что	20	6
48	здесь в	2	6
49	так как	5	6
50	сказать что	11	6
51	с точки	3	5
52	с его	4	5
53	из этих	3	5
54	но не	3	5
55	в своем	8	5
56	выражение в	1	5
57	при этом	5	5
58	в своей	5	5
59	никогда не	7	5
60	тот же	5	5
61	уже в	3	5
62	в начале	4	5
63	может быть	7	5
64	и потому	2	5
65	в основном	5	5
66	отношения к	3	4
67	и до	2	4
68	и к	6	4
69	но в	8	4
70	в себе	6	4
71	но все	2	4
72	лишь в	1	4
73	в жизни	1	4
74	в этих	4	4
75	с ним	5	4
76	в области	3	4
77	году в	1	4
78	характер и	1	4
79	и во	2	4
80	мы находим	2	4
81	а в	11	4
82	тем что	1	4
83	до сих	1	4
84	не было	10	4
85	и о	4	4
86	сих пор	1	4
87	том что	12	4
88	в свое	1	4
89	в своих	2	4
90	также и	6	3
91	в самом	2	3
92	своего развития	1	3
93	на первом	2	3
94	место в	1	3
95	не был	2	3
96	точка зрения	1	3
97	менее всего	1	3
98	он пишет	2	3
99	духа и	1	3
100	да и	3	3
101	всех этих	3	3
102	и вот	3	3
103	свое время	1	3
104	можно было	2	3
105	на все	2	3
106	и других	1	3
107	было бы	9	3
108	из них	1	3
109	ни в	7	3
110	был и	3	3
111	далеко не	1	3
112	несмотря на	4	3
113	мы видели	2	3
114	в г	1	3
115	на земле	2	3
116	во всем	1	3
117	нельзя было	1	3
118	в одном	1	3
119	их в	2	3
120	и под	1	3
121	даже в	2	3
122	но они	1	3
123	в день	1	3
124	этих последних	1	3
125	к этим	2	3
126	только с	1	3
127	и это	3	3
128	в собственном	1	3
129	так в	1	3
130	связанных с	1	3
131	и вообще	10	3
132	в виду	2	3
133	о том	4	3
134	другими словами	5	3
135	к нему	2	3
136	наконец в	3	3
137	же в	2	3
138	что он	13	3
139	этом отношении	1	3
140	и особенно	3	3
141	что для	2	3
142	нужно сказать	1	3
143	о чем	6	3
144	в течение	5	3
145	первом плане	1	3
146	в книге	1	3
147	и перед	1	3
148	но эти	1	3
149	и все	7	3
150	в том	18	3
151	жизни в	2	3
152	как известно	1	2
153	одним из	1	2
154	до него	1	2
155	как церковь	1	2
156	мы здесь	1	2
157	тех же	1	2
158	по преимуществу	1	2
159	собственном смысле	1	2
160	он как	1	2
161	но даже	1	2
162	в ней	4	2
163	литературы и	1	2
164	еще не	1	2
165	он был	6	2
166	суждение о	1	2
167	себе и	2	2
168	что они	1	2
169	в произведениях	1	2
170	же с	13	2
171	чем мы	1	2
172	как к	2	2
173	целый ряд	1	2
174	к числу	2	2
175	только то	1	2
176	та же	1	2
177	есть для	2	2
178	в нашем	1	2
179	учение о	3	2
180	думать что	1	2
181	на то	2	2
182	на его	4	2
183	и еще	1	2
184	содержит в	4	2
185	так например	1	2
186	и за	1	2
187	в свет	1	2
188	было конечно	1	2
189	должен был	3	2
190	и свободой	1	2
191	по поводу	4	2
192	он понимает	1	2
193	эта была	1	2
194	можно найти	1	2
195	в отношении	3	2
196	и без	1	2
197	что касается	3	2
198	в их	2	2
199	он дает	2	2
200	мы должны	4	2
201	что в	12	2
202	все книги	1	2
203	вплоть до	3	2
204	того как	2	2
205	новый год	1	2
206	того чтобы	2	2
207	ничего не	2	2
208	связанное с	1	2
209	что только	1	2
210	в самой	1	2
211	к ней	3	2
212	связи с	8	2
213	здесь же	1	2
214	на церковные	1	2
215	вот в	1	2
216	здесь не	4	2
217	без всякого	2	2
218	в дальнейшем	5	2
219	притом в	1	2
220	особенно в	1	2
221	еще в	2	2
222	не были	1	2
223	лицо его	1	2
224	в произведении	1	2
225	можно сказать	4	2
226	там же	12	2
227	во все	1	2
228	уже во	1	2
229	очень много	2	2
230	всяком случае	6	2
231	здесь с	1	2
232	со всеми	1	2
233	в качестве	1	2
234	характерно что	1	2
235	себе в	2	2
236	никто не	1	2
237	в конце	13	2
238	у него	19	2
239	в первую	1	2
240	своей обычной	1	2
241	даже и	3	2
242	до наших	1	2
243	ссылается на	1	2
244	и даже	10	2
245	нельзя сказать	1	2
246	и прежде	2	2
247	смысла и	1	2
248	до конца	7	2
249	под влиянием	3	2
250	в связи	8	2
251	всего от	1	2
252	для них	1	2
253	своей книги	1	2
254	вместе с	8	2
255	так же	4	2
256	в него	1	2
257	xix века	1	2
258	такого рода	2	2
259	на эту	2	2
260	в тех	1	2
261	по существу	3	2
262	для понимания	1	2
263	мы сказали	2	2
264	была очень	1	2
265	здравого смысла	2	2
266	но это	4	2
267	перед смертью	2	2
268	в смысле	1	2
269	под названием	3	2
270	хотя и	6	2
271	и другие	1	2
272	французский язык	1	2
273	в целях	1	2
274	ко всему	4	2
275	ее в	1	2
276	это в	3	2
277	в противоположность	1	2
278	во всяком	6	2
279	также его	1	1
280	здесь еще	1	1
281	например в	1	1
282	под таким	1	1
283	и то	5	1
284	самом деле	1	1
285	году оно	1	1
286	и насилия	1	1
287	произведение которое	1	1
288	несколько позже	1	1
289	сорок лет	1	1
290	на историю	1	1
291	в котором	5	1
292	он всегда	1	1
293	что эти	2	1
294	говоря о	3	1
295	и этот	1	1
296	те времена	3	1
297	той же	4	1
298	чего в	1	1
299	в несколько	1	1
300	г в	2	1
301	есть не	1	1
302	понимает он	1	1
303	характер его	1	1
304	еще на	2	1
305	для своего	1	1
306	мы имеем	1	1
307	уже после	1	1
308	еще можно	1	1
309	бы что	1	1
310	единство и	2	1
311	и важным	1	1
312	за несколько	1	1
313	который был	2	1
314	но она	1	1
315	своего имени	1	1
316	не вполне	2	1
317	которому можно	1	1
318	как я	2	1
319	мы и	1	1
320	начала в	1	1
321	того же	5	1
322	и он	4	1
323	и самого	1	1
324	дать ему	1	1
325	силою и	1	1
326	было недостатка	1	1
327	ответа на	1	1
328	время в	4	1
329	в чем	2	1
330	за свое	1	1
331	в создании	1	1
332	мы будем	3	1
333	только тогда	2	1
334	в общем	2	1
335	связи и	1	1
336	так что	5	1
337	него только	1	1
338	чем же	1	1
339	независимо от	1	1
340	как в	3	1
341	первых двух	2	1
342	он часто	1	1
343	перед нами	1	1
344	целом но	1	1
345	еще больше	1	1
346	не будем	1	1
347	быть живым	1	1
348	что по	1	1
349	и наконец	4	1
350	это просто	1	1
351	конечно не	4	1
352	это вино	1	1
353	есть его	2	1
354	с конца	1	1
355	со своей	2	1
356	к чему	1	1
357	в которой	4	1
358	с самого	1	1
359	это есть	1	1
360	в целом	4	1
361	бы с	2	1
362	он в	1	1
363	из той	1	1
364	без учета	1	1
365	них так	1	1
366	моменты его	1	1
367	были связаны	1	1
368	не могла	2	1
369	так сказать	1	1
370	теми же	1	1
371	главным образом	1	1
372	вера в	2	1
373	он не	4	1
374	же году	2	1
375	действительности и	1	1
376	том чтобы	2	1
377	все из	1	1
378	влияние на	1	1
379	его от	1	1
380	и по	2	1
381	на этом	2	1
382	всех своих	1	1
383	его можно	1	1
384	будем говорить	2	1
385	всю дорогу	1	1
386	что все	1	1
387	вызвать у	1	1
388	и дальше	1	1
389	об этом	6	1
390	как нос	1	1
391	его в	4	1
392	первую очередь	1	1
393	это не	2	1
394	он есть	1	1
395	с начала	2	1
396	по мысли	1	1
397	любовь к	1	1
398	м с	9	1
399	однако здесь	2	1
400	кажется что	2	1
401	я считаю	1	1
402	в париже	6	1
403	очень интересно	1	1
