N	3gram	Propp_Isto_6	RusskieA
1	в том что	5	15
2	и т д	8	9
3	том что в	2	6
4	вместе с тем	3	6
5	в этом случае	6	5
6	о том что	4	4
7	а иногда и	1	3
8	тем не менее	1	3
9	как уже указывалось	1	3
10	что иное как	1	2
11	мы не будем	2	2
12	но и на	1	2
13	но это не	1	2
14	чтобы лучше понять	1	2
15	так как они	1	2
16	все же не	1	2
17	это не значит	1	2
18	в других случаях	1	2
19	в других местах	1	2
20	и некоторые другие	1	2
21	к выводу что	1	2
22	но все же	2	2
23	после того как	2	2
24	не значит что	1	2
25	не что иное	1	2
26	с этим в	2	1
27	потому что он	2	1
28	имели целью воздействовать	1	1
29	речь будет ниже	2	1
30	мы наблюдаем что	1	1
31	еще далеко не	1	1
32	только потому что	1	1
33	в китае и	1	1
34	и в китае	1	1
35	как мы видим	1	1
36	по отношению к	2	1
37	точно так же	2	1
38	так как в	1	1
39	всяком случае не	1	1
40	в тех случаях	3	1
41	подобно тому как	1	1
42	день за днем	1	1
43	одно из значений	1	1
44	же как и	1	1
45	не может считаться	1	1
46	все эти случаи	1	1
47	в таком случае	1	1
48	наряду с этим	1	1
49	независимо от того	1	1
50	интересно не только	1	1
51	еще не означает	1	1
52	так же в	1	1
53	можно было бы	2	1
54	эта связь не	1	1
55	на этот вопрос	1	1
56	не случайно что	1	1
57	воздействовать на урожай	1	1
58	целью воздействовать на	1	1
59	связанные с рождением	1	1
60	так как он	2	1
61	что они были	1	1
62	т е в	2	1
63	не потому что	1	1
64	в своих целях	2	1
65	и что от	1	1
66	не только в	4	1
67	сказывается и в	1	1
68	мы можем предположить	1	1
69	и один из	1	1
70	но вместе с	1	1
71	получить хороший урожай	1	1
72	во всяком случае	2	1
73	обряды связаны с	1	1
74	так же как	1	1
75	должно было способствовать	1	1
76	и в том	1	1
77	что от этого	1	1
78	есть вместе с	1	1
79	и в обрядах	1	1
80	здесь мы имеем	4	1
81	мы уже знаем	2	1
82	что говорилось о	1	1
83	перед нами как	2	1
84	можем предположить что	1	1
85	тем одно из	1	1
86	так например в	1	1
87	не означает что	1	1
88	в то время	3	1
89	с тем что	1	1
90	так как это	3	1
91	между тем одно	1	1
92	но есть и	3	1
93	китае и в	1	1
94	несмотря на все	1	1
95	можно сказать что	1	1
96	на то что	1	1
97	в этих случаях	1	1
98	и те же	1	1
99	тех случаях когда	3	1
100	так как по	1	1
101	друг с другом	1	1
102	приводит нас к	2	1
103	из приведенных материалов	1	1
104	как и в	2	1
105	с земли на	1	1
106	которые не имели	1	1
107	что и в	2	1
108	в данном случае	3	1
109	как мы видели	2	1
