N	3gram	Tiupa_Lite_2	Dialekti
1	с точки зрения	3	9
2	в том что	5	9
3	по крайней мере	2	7
4	не может быть	7	6
5	то же время	9	6
6	в то же	9	6
7	для того чтобы	1	5
8	не в том	1	4
9	подобно тому как	2	4
10	не говоря уже	2	3
11	говоря уже о	2	3
12	личности с ее	1	3
13	в данный момент	1	2
14	имеет ничего общего	1	2
15	и в то	1	2
16	с этой точки	1	2
17	ничего общего с	1	2
18	этой точки зрения	1	2
19	в свою очередь	1	2
20	не имеет ничего	1	2
21	тем не менее	2	2
22	в сравнении с	2	2
23	ни с какой	1	1
24	не могло не	1	1
25	мы имеем дело	1	1
26	прежде всего в	1	1
27	однако в то	1	1
28	в себе не	1	1
29	он не может	1	1
30	в этот день	1	1
31	в отличие от	1	1
32	в себе и	1	1
33	что на нем	1	1
34	о себе в	1	1
35	в основе своей	1	1
36	и вовсе не	1	1
37	что в сравнении	1	1
38	и то что	1	1
39	в данном случае	3	1
40	в конце концов	1	1
41	и в сущности	1	1
42	так что уже	1	1
43	то что было	1	1
44	в нашем случае	1	1
45	которая отнюдь не	1	1
46	я не могу	1	1
47	вместе с ним	1	1
48	ныне и присно	1	1
49	имел в виду	1	1
50	находится в его	1	1
51	в этом случае	2	1
52	о том что	2	1
53	не только не	1	1
54	и не может	1	1
55	и прежде всего	1	1
56	в себя и	1	1
57	речь идет о	3	1
58	с другой стороны	4	1
59	однако в противоположность	2	1
60	для этого необходимо	1	1
61	после того как	1	1
62	тех или иных	1	1
63	уже не раз	1	1
64	из того что	1	1
65	поскольку речь идет	2	1
66	той или иной	1	1
