N	3gram	Bakhtin_Fr_6	RusskieA
1	в том что	2	15
2	в этот день	1	8
3	том что в	1	6
4	вместе с тем	1	6
5	как мы увидим	2	5
6	в связи с	1	4
7	о том что	5	4
8	в настоящее время	1	3
9	с точки зрения	2	3
10	и в другие	1	3
11	мы не будем	1	2
12	так как они	1	2
13	все же не	1	2
14	друг к другу	1	2
15	но все же	1	2
16	с тем и	1	2
17	в большинстве случаев	4	2
18	после того как	1	2
19	значение и было	1	1
20	с таким же	1	1
21	сказать что в	2	1
22	по этому вопросу	1	1
23	то есть когда	1	1
24	и того же	1	1
25	из этих четырех	1	1
26	как мы видим	1	1
27	по отношению к	1	1
28	но это все	1	1
29	и не только	1	1
30	целом ряде других	1	1
31	она как мы	1	1
32	на самом же	1	1
33	в себе и	1	1
34	в этом отношении	3	1
35	одном из своих	1	1
36	на этот вопрос	1	1
37	говорит о том	1	1
38	некоторые из них	1	1
39	границы между двумя	1	1
40	в особенности же	1	1
41	не только в	1	1
42	не может так	1	1
43	во всех этих	2	1
44	в некоторых местах	1	1
45	и как бы	1	1
46	на весь мир	1	1
47	это все же	1	1
48	те из них	1	1
49	в целом ряде	1	1
50	самом же деле	1	1
51	в то время	1	1
52	в одном из	1	1
53	никак не может	2	1
54	можно сказать что	1	1
55	в этой роли	2	1
56	одного и того	1	1
57	как мы уже	6	1
58	мы видим что	1	1
59	начиная с xvii	1	1
60	так и у	1	1
61	потому что они	1	1
62	что и в	1	1
63	в данном случае	2	1
