N	3gram	Tiupa_Lite_1	Narrotol
1	в данном случае	4	8
2	не только в	4	6
3	в том что	11	5
4	к тому же	1	5
5	в соответствии с	1	4
6	то же время	5	4
7	и тем самым	2	4
8	в то же	5	4
9	не может быть	1	4
10	по отношению к	2	3
11	подобно тому как	2	3
12	в этом отношении	2	3
13	по большей части	1	3
14	в этом и	1	3
15	тем не менее	2	3
16	о том что	2	2
17	состоит в том	5	2
18	мы имеем дело	1	2
19	двумя или несколькими	1	2
20	в самом деле	1	2
21	в равной степени	1	2
22	так и не	1	2
23	до сих пор	1	2
24	в отличие от	5	2
25	дамы с собачкой	2	2
26	перед нами не	1	2
27	в зависимости от	1	2
28	войне и мире	1	2
29	между двумя или	1	2
30	не сводится к	3	2
31	в связи с	4	2
32	не только от	1	2
33	дело в том	2	2
34	во всяком случае	2	2
35	в войне и	1	2
36	в свою очередь	1	2
37	не только на	1	2
38	но и от	1	2
39	на то что	1	2
40	друг для друга	2	2
41	и того же	1	1
42	в чем он	1	1
43	это уже не	1	1
44	в е годы	2	1
45	литературная классика xix	1	1
46	только потому что	1	1
47	в хх веке	5	1
48	какой бы то	1	1
49	по этой причине	2	1
50	как один из	1	1
51	в этом последнем	1	1
52	в том числе	1	1
53	в ответ на	1	1
54	дело не только	2	1
55	с другой стороны	1	1
56	с точки зрения	2	1
57	и не только	1	1
58	как это было	1	1
59	в первой главе	1	1
60	бы то ни	1	1
61	во многих его	1	1
62	только то что	1	1
63	и то что	2	1
64	из того что	2	1
65	по крайней мере	1	1
66	в повестях белкина	2	1
67	жизни но и	1	1
68	не могло быть	2	1
69	человеческого я в	1	1
70	в этой связи	1	1
71	мы узнаем о	1	1
72	едва ли не	1	1
73	по сути своей	1	1
74	то ни было	1	1
75	все та же	2	1
76	с одной стороны	2	1
77	но при этом	2	1
78	в значительной степени	1	1
79	в конечном итоге	1	1
80	как будет сказано	1	1
81	а с другой	1	1
82	и не слышат	1	1
83	а не в	1	1
84	то есть от	1	1
85	бы не было	1	1
86	в одну из	1	1
87	не мог бы	1	1
88	с легкой руки	2	1
89	предлагаемой вниманию читателя	1	1
90	я в мире	2	1
91	в финале рассказа	1	1
92	в исторической жизни	1	1
93	еще в году	2	1
94	в конечном счете	4	1
95	собственно говоря и	1	1
96	в русской литературе	3	1
97	но все же	1	1
98	классика xix столетия	1	1
99	одного и того	1	1
100	жизни не только	2	1
101	в творчестве чехова	1	1
102	а во второй	1	1
103	в тексте не	1	1
104	не подлежит сомнению	1	1
105	тем более не	1	1
106	на самом деле	1	1
107	в целом как	1	1
108	текста но и	1	1
