N	4gram	Losev_Dial_3	Myslijsy
1	в то же время	1	3
2	одной и той же	1	3
3	не что иное как	6	2
4	возможно только тогда когда	1	2
5	и т д не	1	1
6	и с этой стороны	1	1
7	уже о том что	1	1
8	говоря уже о том	1	1
9	бы то ни было	1	1
10	с этой точки зрения	2	1
11	в том смысле что	1	1
12	мира так что в	1	1
13	и в том что	1	1
14	и с этой точки	1	1
15	или по крайней мере	1	1
16	с одной стороны и	1	1
17	в таком виде что	1	1
18	с точки зрения истории	1	1
19	д и т д	5	1
20	в том что все	1	1
21	тем не менее в	1	1
22	не говоря уже о	2	1
23	в таком случае эта	1	1
