N	3gram	Tiupa_Vved_1	FransuaR
1	в то же	4	6
2	то же время	3	6
3	не только в	2	5
4	но и в	2	4
5	не может быть	3	4
6	в этом отношении	4	3
7	на первом плане	1	3
8	с одной стороны	5	3
9	о том что	4	3
10	большей или меньшей	1	3
11	с другой стороны	1	3
12	можно сказать что	1	2
13	в значительной степени	1	2
14	содержит в себе	1	2
15	и в то	1	2
16	во всяком случае	1	2
17	как мы видели	2	2
18	подобно тому как	2	2
19	же году в	1	1
20	если бы она	1	1
21	прежде всего на	1	1
22	как и для	1	1
23	по отношению к	7	1
24	в этом последнем	1	1
25	в настоящее время	1	1
26	такие определения как	1	1
27	в том же	1	1
28	но и сам	1	1
29	одной стороны и	1	1
30	как если бы	1	1
31	том же году	1	1
32	в начале и	1	1
33	бы она была	1	1
34	до известной степени	1	1
35	не входит в	1	1
36	и та же	1	1
37	а во время	1	1
38	одной стороны на	1	1
39	к тому или	1	1
40	в романе в	1	1
41	начало и конец	2	1
42	как и у	1	1
43	в жизни так	1	1
44	в центре этого	1	1
45	в том чтобы	2	1
46	и тот же	1	1
47	для проникновения в	1	1
48	в корне изменилось	1	1
49	не только от	1	1
50	одна и та	1	1
51	один и тот	1	1
52	в области художественной	1	1
53	и особенно в	1	1
54	в этом случае	1	1
55	на самом деле	3	1
56	только в пятом	1	1
57	не только с	1	1
58	и прежде всего	1	1
59	на то что	1	1
60	они могут быть	1	1
61	во всех его	1	1
62	в том что	3	1
63	как и в	2	1
64	то есть в	1	1
65	как сказано в	1	1
