N	3gram	Losev_Prob_3	formyVre
1	с точки зрения	2	8
2	в связи с	7	7
3	для того чтобы	1	7
4	не только в	2	5
5	в то же	4	4
6	о том как	2	3
7	но и в	2	3
8	к вопросу о	1	3
9	и в этом	6	3
10	во всех этих	1	3
11	в том что	9	3
12	и т д	13	3
13	что в этом	1	2
14	равно как и	1	2
15	то же самое	7	2
16	в этом случае	5	2
17	на первый план	2	2
18	до сих пор	2	2
19	сами по себе	6	2
20	не было бы	3	2
21	может быть и	3	2
22	бы она ни	2	2
23	она ни была	2	2
24	потому что они	2	2
25	это значит что	2	2
26	друг от друга	2	2
27	это же самое	2	1
28	и того же	1	1
29	и говорить о	1	1
30	в чем не	2	1
31	в той или	2	1
32	и связанные с	1	1
33	следующим образом когда	1	1
34	а вовсе не	2	1
35	имеется и в	1	1
36	на самом деле	2	1
37	как и во	1	1
38	в котором он	1	1
39	имеет самодовлеющее значение	1	1
40	есть прежде всего	1	1
41	том что он	1	1
42	и не только	1	1
43	только в том	1	1
44	произведения можно сказать	1	1
45	они вовсе не	1	1
46	в конце концов	3	1
47	что он не	1	1
48	в отличие от	2	1
49	по своему содержанию	2	1
50	же самое время	4	1
51	но он не	1	1
52	от друга и	1	1
53	с самим собою	1	1
54	это вовсе не	4	1
55	значение до сих	1	1
56	значении этого слова	1	1
57	широком смысле слова	2	1
58	с этой точки	1	1
59	только для того	1	1
60	одно и то	3	1
61	точки зрения в	1	1
62	то время как	4	1
63	не полное и	1	1
64	отличают его от	1	1
65	как и в	1	1
66	в данном случае	7	1
67	таким образом и	1	1
68	с одной стороны	1	1
69	на первый взгляд	2	1
70	и все его	1	1
71	и идей которые	1	1
72	и то же	4	1
73	но при этом	1	1
74	не могут не	1	1
75	быть и речи	1	1
76	по сравнению с	2	1
77	и с которой	1	1
78	до некоторой степени	1	1
79	до того что	1	1
80	это не значит	1	1
81	прежде всего образ	1	1
82	с чем не	1	1
83	но только в	2	1
84	с другой стороны	5	1
85	не может быть	5	1
86	буквально и с	1	1
87	в частности о	1	1
88	этой точки зрения	2	1
89	ни в чем	2	1
90	и как бы	2	1
91	то есть в	3	1
92	не был бы	1	1
93	такие слова как	1	1
94	в то время	4	1
95	данном случае мы	1	1
96	связи с тем	1	1
97	о том что	3	1
98	с тем что	1	1
99	необходимо подчеркнуть еще	1	1
100	ни с чем	1	1
101	как бы ни	1	1
102	сказать что здесь	1	1
103	может показаться что	1	1
104	можно сказать что	2	1
105	что они вовсе	1	1
106	одного и того	1	1
107	и во всем	1	1
108	к тому что	1	1
109	тем более не	1	1
110	и все они	1	1
111	вовсе не является	2	1
112	нечего и говорить	1	1
113	когда во время	1	1
114	что и в	3	1
115	как мы видели	2	1
116	той или иной	8	1
117	и вопрос о	1	1
118	то есть с	2	1
