1	по отношению к	4	7
2	в том что	12	7
3	о том что	12	5
4	с другой стороны	5	5
5	по крайней мере	4	4
6	в свою очередь	1	4
7	мы имеем дело	1	4
8	и того же	1	3
9	одного и того	1	3
10	в то же	6	3
11	той или иной	2	3
12	то же время	6	3
13	о полку игореве	1	3
14	в данном случае	4	3
15	в этом отношении	4	3
16	и той же	2	2
17	дело в том	2	2
18	в сравнении с	1	2
19	с точки зрения	2	2
20	а в том	1	2
21	одной и той	2	2
22	тем не менее	8	2
23	в отличие от	1	2
24	что несмотря на	2	2
25	сама по себе	3	2
26	во всяком случае	4	2
27	судя по его	1	2
28	можно сказать что	3	2
29	с одной стороны	4	2
30	в свое время	3	2
31	и прежде всего	1	2
32	подобно тому как	2	2
33	тем или иным	2	2
34	что могло бы	1	1
35	не могут быть	2	1
36	имеем дело с	1	1
37	в самой себе	1	1
38	и в особенности	4	1
39	до сих пор	6	1
40	в той или	1	1
41	что иное как	4	1
42	говоря уже о	1	1
43	в известном смысле	3	1
44	хотя бы и	2	1
45	само по себе	4	1
46	который мог бы	1	1
47	но с другой	1	1
48	уже было сказано	1	1
49	того или иного	1	1
50	в зависимости от	1	1
51	как если бы	1	1
52	не может быть	8	1
53	поскольку мы имеем	1	1
54	в применении к	6	1
55	такого же рода	1	1
56	обратим внимание на	1	1
57	как уже говорилось	1	1
58	не что иное	4	1
59	тот факт что	1	1
60	в том чтобы	5	1
61	лицом к лицу	1	1
62	в первом случае	1	1
63	в самом деле	6	1
64	именно в этом	3	1
65	лишь в том	1	1
66	а между тем	1	1
67	не только в	4	1
68	в этом случае	4	1
69	что в общем	1	1
70	для того чтобы	20	1
71	того же автора	1	1
72	по тем или	2	1
73	и т.д в	1	1
74	не говоря уже	2	1
75	действительность в ее	3	1
76	обратить внимание на	2	1
77	мысли и чувства	1	1
78	но и как	1	1
79	не в том	2	1
80	было бы сказать	1	1
81	до тех пор	1	1
82	не только как	4	1
83	всяком случае не	1	1
84	в каждом из	1	1
85	в этом смысле	8	1
86	есть не что	2	1
87	нередко встречается в	1	1
88	характера как это	1	1
89	нами не как	1	1
90	именно потому что	1	1
91	дело не с	2	1
92	же время в	1	1
93	на самом деле	1	1
94	на этот вопрос	4	1
95	с этой стороны	1	1
96	ту или иную	1	1
97	в связи с	2	1
98	вопрос о том	3	1
99	в таком случае	1	1
100	одной из этих	1	1
101	крайней мере не	1	1
102	сам по себе	1	1
103	не только по	1	1
104	как раз в	1	1
105	прежде всего к	1	1
106	этого слова как	1	1
107	заключается в том	3	1
108	так или иначе	4	1
