N	2gram	Propp_Isto_1	FransuaR
1	и в	28	29
2	таким образом	8	20
3	и не	9	16
4	в эпоху	2	15
5	в этой	6	13
6	и все	1	13
7	но в	8	12
8	как и	4	12
9	и на	4	11
10	в этом	8	11
11	так и	9	11
12	то же	12	10
13	мы уже	1	10
14	не только	12	10
15	во время	3	10
16	в то	3	10
17	как мы	3	10
18	все эти	4	9
19	и с	4	9
20	его в	6	9
21	в конце	1	9
22	вовсе не	2	9
23	но и	10	9
24	и его	3	8
25	в его	5	8
26	прежде всего	10	8
27	как бы	2	8
28	в них	1	7
29	мы видели	2	7
30	в том	9	7
31	так как	6	7
32	еще и	2	7
33	так же	7	7
34	своего рода	1	6
35	но он	1	6
36	здесь в	2	6
37	в большинстве	4	6
38	из них	3	6
39	это и	1	5
40	что это	8	5
41	в нем	2	5
42	большинстве случаев	4	5
43	в своей	1	5
44	это не	7	5
45	у него	1	5
46	сказать что	5	5
47	и по	3	5
48	также и	3	4
49	связана с	1	4
50	на самом	1	4
51	и есть	1	4
52	в которой	1	4
53	еще не	7	4
54	в нашем	1	4
55	в образе	3	4
56	связанные с	2	4
57	но они	2	4
58	в результате	1	4
59	что он	10	4
60	конечно не	2	4
61	тем что	3	4
62	связан с	1	4
63	с другой	6	4
64	и др	7	4
65	только для	2	4
66	но это	4	4
67	все это	4	4
68	один из	4	4
69	перед нами	3	4
70	то что	9	4
71	в доме	2	3
72	и здесь	7	3
73	что образ	1	3
74	в ней	7	3
75	но как	1	3
76	в своем	5	3
77	и как	2	3
78	более или	5	3
79	то в	1	3
80	оттого что	1	3
81	в себе	2	3
82	при этом	3	3
83	он не	2	3
84	всех этих	2	3
85	и вот	2	3
86	для того	1	3
87	подобно тому	1	3
88	в году	1	3
89	а затем	2	3
90	с начала	1	3
91	том что	7	3
92	или менее	5	3
93	в эту	1	3
94	образом и	1	3
95	самого начала	2	3
96	того чтобы	1	3
97	по своей	2	3
98	здесь не	4	3
99	в ее	2	3
100	с самого	2	3
101	в дальнейшем	5	3
102	что у	1	3
103	имеется в	1	3
104	образом в	1	3
105	там же	2	3
106	того что	4	3
107	что здесь	5	3
108	и так	1	3
109	в качестве	5	3
110	же и	1	3
111	и они	1	3
112	и их	3	3
113	мы можем	1	3
114	и даже	4	3
115	превращается в	4	3
116	на эту	3	3
117	там где	4	3
