N	2gram	Bakhtin_Pr_4	formyVre
1	и в	46	46
2	в этом	16	22
3	у рабле	2	18
4	прежде всего	9	14
5	вовсе не	9	13
6	в романе	6	13
7	и его	6	12
8	во всех	5	11
9	не только	14	11
10	рабле в	1	11
11	только в	6	11
12	как бы	19	10
13	то есть	40	10
14	во время	1	10
15	точки зрения	11	10
16	в том	9	10
17	но в	6	10
18	мы уже	3	9
19	не в	10	9
20	у него	5	9
21	но и	12	9
22	вместе с	2	9
23	и не	27	9
24	и для	3	9
25	мира и	1	9
26	то же	6	8
27	смерть и	1	8
28	как и	12	8
29	с точки	9	8
30	того чтобы	1	8
31	потому что	4	8
32	связи с	1	8
33	в его	9	8
34	в связи	1	8
35	жизни и	5	8
36	и на	11	7
37	так сказать	5	7
38	так и	4	7
39	в них	1	7
40	может быть	23	7
41	в одном	11	7
42	то что	4	7
43	как мы	12	6
44	еще не	7	6
45	все же	4	6
46	и наконец	4	6
47	при этом	5	6
48	человека в	1	6
49	и с	7	6
50	его в	1	6
51	никогда не	6	6
52	те же	2	6
53	и во	3	6
54	так как	5	6
55	здесь в	2	6
56	все это	6	6
57	и времени	2	6
58	и все	9	6
59	но не	4	5
60	с этим	2	5
61	в своем	3	5
62	все эти	4	5
63	он не	4	5
64	в нем	17	5
65	должно быть	4	5
66	в то	5	5
67	и у	1	5
68	и др	1	5
69	в частности	1	5
70	в пределах	10	5
71	по существу	3	5
72	что в	4	5
73	отношения к	2	4
74	также и	3	4
75	человека и	3	4
76	и самое	1	4
77	в мире	3	4
78	и он	6	4
79	как в	4	4
80	характер носит	1	4
81	уже в	4	4
82	из этих	3	4
83	в себе	7	4
84	их в	3	4
85	том что	4	4
86	в котором	5	4
87	место в	1	4
88	том же	4	4
89	героев и	1	4
90	же время	5	4
91	к себе	6	4
92	в эпоху	1	4
93	с ним	2	4
94	о том	5	4
95	его жизни	1	4
96	все его	1	4
97	так что	2	4
98	конечно не	8	4
99	с другом	5	4
100	и их	3	4
101	а не	11	4
102	друг с	5	4
103	еще более	3	4
104	жизни в	1	4
105	есть и	2	4
106	пространстве и	1	4
107	здесь еще	1	3
108	дан в	1	3
109	в виду	4	3
110	того же	3	3
111	слова и	7	3
112	а следовательно	2	3
113	мы будем	2	3
114	точка зрения	1	3
115	отношение к	3	3
116	нет и	2	3
117	в средние	1	3
118	хотя и	6	3
119	целый ряд	2	3
120	и как	2	3
121	и художественного	1	3
122	уже не	4	3
123	та же	1	3
124	отчасти и	2	3
125	в большинстве	9	3
126	имеем в	3	3
