N	3gram	Vygotskiy__4	EvropaiE
1	с точки зрения	4	16
2	в то же	1	15
3	то же время	1	14
4	и в то	1	8
5	с одной стороны	3	8
6	в том что	12	6
7	с этой точки	1	5
8	так же как	3	5
9	этой точки зрения	1	5
10	для того чтобы	19	5
11	бы то ни	1	4
12	не только в	1	4
13	то ни было	1	4
14	и в этом	3	4
15	в этом смысле	1	3
16	же как и	1	3
17	можно было бы	4	3
18	друг с другом	4	3
19	во всяком случае	3	3
20	можно сказать что	1	3
21	или хотя бы	1	2
22	сказать что в	2	2
23	нам кажется что	1	2
24	то что в	3	2
25	из того что	1	2
26	к тому чтобы	3	2
27	и в частности	2	2
28	заключается в том	3	2
29	с другой стороны	2	2
30	не может быть	1	2
31	например с точки	1	2
32	очевидно что в	1	2
33	в свою очередь	1	2
34	так же мало	1	2
35	на то что	6	2
36	что в этом	1	1
37	в своем развитии	1	1
38	дело в том	1	1
39	и некоторые из	1	1
40	ответить на этот	1	1
41	того чтобы ответить	1	1
42	как это имело	1	1
43	также и в	1	1
44	и не было	1	1
45	совершенно очевидно что	1	1
46	и та же	2	1
47	с тем что	1	1
48	мы увидим что	1	1
49	на этот вопрос	1	1
50	то мы увидим	1	1
51	что в этот	1	1
52	при помощи этого	1	1
53	мы остановились на	1	1
54	и в своем	1	1
55	и когда мы	1	1
56	то что может	1	1
57	значит ли это	1	1
58	ставить вопрос о	1	1
59	и с точки	1	1
60	чтобы ответить на	1	1
61	смысле этого слова	3	1
62	а также и	1	1
63	есть только одно	1	1
64	во всех этих	2	1
65	то время как	2	1
66	что в таком	1	1
67	так как мы	2	1
68	независимо от этого	1	1
69	друг к другу	1	1
70	одна и та	2	1
71	как будто к	1	1
72	но нам кажется	1	1
73	мы не станем	1	1
74	вместо того чтобы	2	1
75	есть в порядке	1	1
76	вовсе не в	1	1
77	мы не можем	1	1
78	в то время	2	1
79	говорить о том	3	1
80	то есть в	1	1
81	в каком они	1	1
82	речь идет о	2	1
83	в этом отсутствии	1	1
84	не может этого	1	1
85	в двух противоположных	1	1
86	та и другая	1	1
87	к тому что	5	1
88	на то чтобы	2	1
89	к тому же	2	1
90	и т д	2	1
