N	3gram	Potebnia_M_2	Problemy
1	то же время	2	12
2	в то же	2	12
3	на самом деле	2	10
4	с самого начала	2	8
5	и т п	3	6
6	не может быть	2	6
7	во всяком случае	7	5
8	в этом смысле	2	4
9	бы то ни	1	4
10	то ни было	1	4
11	а между тем	4	3
12	по крайней мере	5	3
13	и не в	1	3
14	и в самом	1	3
15	с другой стороны	2	3
16	то все же	2	2
17	смысле этого слова	3	2
18	то что я	1	2
19	подобно тому как	4	2
20	в этом случае	1	2
21	и не может	1	2
22	вместе с тем	1	2
23	сама по себе	2	2
24	в отличие от	1	2
25	друг на друга	1	2
26	я этого не	1	2
27	и в этом	1	2
28	о том что	1	2
29	так и в	2	2
30	этого слова и	1	2
31	и в слове	1	2
32	тем не менее	5	2
33	в большинстве случаев	1	2
34	и т д	3	2
35	если бы он	1	1
36	для него как	1	1
37	не может ни	1	1
38	сплошь да рядом	1	1
39	и слово с	1	1
40	его мысль о	1	1
41	потому что в	1	1
42	есть раз навсегда	1	1
43	становится для него	1	1
44	бы ни был	1	1
45	как и во	2	1
46	и для самого	1	1
47	большей или меньшей	1	1
48	но даже и	1	1
49	может и не	1	1
50	т д и	1	1
51	что же касается	1	1
52	потому что не	1	1
53	не приводит в	1	1
54	оно должно быть	1	1
55	до сих пор	4	1
56	ни в ком	1	1
57	и в других	1	1
58	т п а	1	1
59	то что в	2	1
60	заключает в себе	4	1
61	что с ним	1	1
62	с другими при	1	1
63	не может но	1	1
64	со всех сторон	1	1
65	не знал что	1	1
66	потому что тогда	1	1
67	в большей или	1	1
68	себя и других	1	1
69	в себе как	1	1
70	главным образом в	1	1
71	и как бы	1	1
72	и то же	2	1
73	во всех отношениях	1	1
74	то что они	1	1
75	одно и то	2	1
76	мы можем сказать	1	1
77	то что он	1	1
78	друг к другу	1	1
79	и тот же	1	1
80	он в то	1	1
81	по себе и	1	1
82	независимо от их	2	1
83	мы видели что	1	1
84	один и тот	1	1
85	на вопрос что	1	1
86	в общем не	1	1
87	может быть не	3	1
88	себя и для	1	1
89	но тем не	3	1
90	как и в	1	1
91	в свою очередь	6	1
92	и того же	6	1
93	но все эти	1	1
94	а тогда когда	2	1
95	но все же	1	1
96	но и по	1	1
97	как бы ни	3	1
98	на то что	3	1
99	одного и того	6	1
100	не может обойтись	2	1
101	вопрос о том	1	1
102	с тем с	1	1
103	мог бы быть	1	1
104	это как бы	1	1
105	переходит в другой	1	1
106	в нем совсем	1	1
107	для того чтобы	2	1
108	в том что	7	1
109	что и в	1	1
110	обратим внимание на	1	1
