N	3gram	Tiupa_Lite_1	SlovoVZh
1	по отношению к	2	11
2	не может быть	1	7
3	дело в том	2	4
4	в том что	11	4
5	тем не менее	2	3
6	бы то ни	1	3
7	этой точки зрения	3	3
8	до сих пор	1	3
9	то ни было	1	3
10	мы никогда не	1	2
11	и уже не	1	2
12	на самом деле	1	2
13	с другой стороны	1	2
14	с точки зрения	2	2
15	в зависимости от	1	2
16	эти и подобные	1	2
17	в каком отношении	1	2
18	в отношении к	1	2
19	и подобные им	1	2
20	в данном случае	4	2
21	с одной стороны	2	2
22	тех или иных	1	1
23	но все же	1	1
24	и в этом	1	1
25	автора героя и	1	1
26	как например в	1	1
27	художественного события со	1	1
28	так как будто	1	1
29	закрепленные в словесном	1	1
30	на второй план	1	1
31	отраженные и закрепленные	1	1
32	людьми лишь отраженные	1	1
33	мы имеем дело	1	1
34	все более и	1	1
35	какой бы то	1	1
36	одним и тем	1	1
37	во всяком случае	2	1
38	в самом деле	1	1
39	специфической социальной структурой	1	1
40	общей для них	1	1
41	бы не было	1	1
42	между тем как	1	1
43	со специфической социальной	1	1
44	герой нашего времени	1	1
45	в свою очередь	1	1
46	же время не	1	1
47	о том что	2	1
48	только то что	1	1
49	ничего общего с	1	1
50	в этом отношении	2	1
51	по аналогии с	3	1
52	с самого начала	1	1
53	никогда не бывает	1	1
54	то что я	1	1
55	в конечном счете	4	1
56	более и более	1	1
57	и прежде всего	3	1
58	можно было бы	1	1
59	отношения между людьми	1	1
60	то же время	5	1
61	подобно тому как	2	1
62	между людьми лишь	1	1
63	не может стать	1	1
64	в русской литературе	3	1
65	автор герой и	1	1
66	в лучшем случае	1	1
67	по крайней мере	1	1
68	в то же	5	1
69	и в частности	1	1
70	и закрепленные в	1	1
71	в значительной степени	1	1
72	в виду не	2	1
73	далеко не всегда	1	1
74	и тем же	1	1
75	события со специфической	1	1
76	к тому же	1	1
77	но в то	1	1
78	лишь отраженные и	1	1
79	в том же	3	1
80	в словесном материале	1	1
