N	2gram	Ircho_Kome_2	Psycholo
1	то что	6	37
2	и в	26	30
3	в том	11	27
4	что в	9	24
5	и что	2	23
6	потому что	6	23
7	том что	9	21
8	того чтобы	6	20
9	таким образом	6	20
10	все время	2	20
11	для того	5	20
12	как бы	2	19
13	что он	5	17
14	не только	7	16
15	и мы	1	16
16	если мы	1	16
17	в трагедии	1	15
18	в этом	10	14
19	в самом	4	14
20	как раз	1	13
21	так же	1	13
22	в сущности	1	12
23	с одной	2	12
24	одной стороны	2	12
25	вместе с	9	12
26	может быть	11	11
27	если бы	9	11
28	как на	1	11
29	о том	6	10
30	никогда не	1	9
31	так как	4	9
32	с другой	2	9
33	не может	3	9
34	сказать что	1	9
35	самом деле	1	8
36	мы имеем	2	8
37	что это	4	8
38	с тем	5	8
39	не в	2	8
40	к тому	12	8
41	и это	2	8
42	тому что	4	8
43	мы видим	1	8
44	а не	1	8
45	и т	2	7
46	то же	3	7
47	но не	3	7
48	все же	4	7
49	и как	1	7
50	в нем	6	7
51	точки зрения	4	7
52	по себе	1	7
53	в основе	1	7
54	этих двух	1	7
55	мы можем	3	7
56	действующих лиц	5	7
57	героя и	1	7
58	как это	4	7
59	в своем	6	6
60	и если	2	6
61	что она	2	6
62	на этом	2	6
63	ясно что	8	6
64	как и	4	6
65	никак не	1	6
66	и его	12	6
67	как будто	4	6
68	или в	3	6
69	и здесь	6	6
70	о котором	1	6
71	по мнению	1	6
72	уже в	4	6
73	тем что	3	6
74	но и	10	6
75	именно в	1	6
76	и не	14	6
77	и для	4	6
78	жизни и	3	6
79	в искусстве	1	6
80	и есть	2	5
81	еще не	6	5
82	по этому	1	5
83	о смерти	1	5
84	ответ на	3	5
85	что именно	2	5
86	когда он	1	5
87	в себе	1	5
88	в целом	4	5
89	в этой	3	5
90	было бы	8	5
91	рядом с	2	5
92	несмотря на	1	5
93	сих пор	2	5
94	стоит только	1	5
95	с и	4	5
96	как мы	4	5
97	но в	3	5
98	сводится к	1	5
99	один из	5	5
100	в двух	6	5
101	дело с	3	5
102	только в	4	5
103	два противоположных	1	5
104	до сих	2	5
105	а с	1	5
106	бы в	2	5
107	другой стороны	1	5
108	то это	2	4
109	в виду	2	4
110	в ней	3	4
111	и к	2	4
112	сил в	1	4
113	в основу	1	4
114	в них	4	4
115	с такой	1	4
116	в своей	3	4
117	не могли	1	4
118	что эта	1	4
119	из которых	3	4
120	у нас	1	4
121	мы найдем	3	4
122	по сравнению	1	4
123	мысль о	1	4
124	действия и	1	4
125	на примере	1	4
126	внимание на	1	4
127	в его	4	4
128	только на	1	4
129	содержания и	1	4
130	в конце	2	4
131	содержание и	1	4
132	от того	2	4
133	говорит о	1	4
134	прежде всего	4	4
135	там где	1	4
136	в частности	4	4
137	о чем	3	4
138	сравнению с	1	4
139	в результате	1	4
140	и все	2	4
141	а в	3	4
142	тем же	1	3
143	в их	3	3
144	по его	1	3
145	той же	3	3
146	мы не	2	3
147	из того	1	3
148	в каждой	1	3
149	и на	7	3
150	первый план	1	3
151	в ее	2	3
152	он говорит	1	3
153	как в	3	3
154	для ее	1	3
155	в которой	5	3
156	чем больше	1	3
157	из этих	4	3
158	на его	1	3
159	он не	2	3
160	в силу	2	3
161	чувства в	1	3
162	что ни	2	3
163	можно было	4	3
164	человека в	3	3
165	в другом	1	3
166	об этом	2	3
167	это не	2	3
168	меньше всего	4	3
169	ни в	5	3
170	и уже	1	3
171	в этих	4	3
172	вопрос о	3	3
173	вовсе не	2	3
174	самого начала	1	3
175	одна из	2	3
176	иметь в	1	3
177	в каком	1	3
178	с другом	2	3
179	с самого	2	3
180	так в	2	3
181	что у	4	3
182	так и	12	3
183	времени и	1	3
184	остановимся на	1	3
185	в состав	2	3
186	трагедии в	1	3
187	и поэтому	3	3
188	за основу	1	3
189	что и	7	3
190	чем это	2	3
191	мне кажется	1	3
192	тот же	2	3
193	так что	5	3
194	для него	1	3
195	т п	2	3
196	в состоянии	1	3
197	у него	4	3
198	из двух	1	3
199	что на	3	3
200	со стороны	2	3
201	на этот	4	3
202	была бы	1	3
203	с которым	2	3
204	в той	2	3
205	друг с	2	3
206	при таком	1	3
207	для нас	3	3
208	целый ряд	2	3
209	хотя бы	2	3
210	обстоит дело	1	3
211	в свою	1	3
212	и другие	2	3
213	по поводу	3	3
214	к этому	5	3
215	того же	3	2
216	из самых	2	2
217	отношения между	1	2
218	что эти	1	2
219	едва ли	14	2
220	отношения к	1	2
221	время как	2	2
222	собой в	1	2
223	он был	2	2
224	между собой	1	2
225	с его	5	2
226	во всех	3	2
227	предположить что	1	2
228	по отношению	3	2
229	с совершенно	1	2
230	отличие от	2	2
231	такой силой	1	2
232	время на	1	2
233	друг от	1	2
234	и нам	1	2
235	в одной	2	2
236	от друга	1	2
237	с этим	5	2
238	что по	2	2
239	следующим образом	1	2
240	и хотя	2	2
241	все эти	1	2
242	в ответ	2	2
243	в нашем	2	2
244	к самому	1	2
245	как он	3	2
246	образом и	1	2
247	том чтобы	1	2
248	и следовательно	1	2
249	но все	3	2
250	в каждом	3	2
251	совпадают с	1	2
252	а затем	5	2
253	же не	2	2
254	и с	5	2
255	в глазах	2	2
256	из них	7	2
257	говоря не	1	2
258	на сцене	2	2
259	материал для	1	2
260	о которых	1	2
261	чем в	2	2
262	элемента в	1	2
263	на первый	1	2
264	и при	1	2
265	в котором	3	2
266	с точки	1	2
267	в отличие	2	2
268	любви и	1	2
269	с которой	1	2
270	в то	6	2
271	того как	3	2
272	что их	2	2
273	своего героя	1	2
274	на содержание	1	2
275	в полной	1	2
276	со своим	1	2
277	эти три	1	2
278	и почему	2	2
279	нет ни	1	2
280	ли не	7	2
281	отличается от	1	2
282	должен быть	1	2
283	такое что	1	2
284	в себя	1	2
285	приводит к	1	2
286	не с	1	2
287	мог бы	1	2
288	еще в	4	2
289	когда в	2	2
290	является в	1	2
291	и даже	1	2
292	ничего не	1	2
293	или иной	1	2
294	и та	1	2
295	но мы	1	2
296	или на	2	2
297	пор пока	1	2
298	которые он	1	2
299	стороны он	1	2
300	замечает что	1	2
301	в сферу	1	2
302	тех пор	3	2
303	как например	1	2
304	этом смысле	2	2
305	обе эти	1	2
306	что даже	1	2
307	трагедии и	1	2
308	в качестве	5	2
309	связи с	3	2
310	ни одного	1	2
311	его с	1	2
312	речь в	1	2
313	мы знаем	3	2
314	представить себе	3	2
315	мы находим	2	2
316	в одном	2	2
317	само по	1	2
318	с той	2	2
319	и эта	1	2
320	до конца	1	2
321	и самый	1	2
322	с помощью	1	2
323	нечто такое	1	2
324	всех трех	1	2
325	над ним	1	2
326	в течение	2	2
327	что весь	1	2
328	в положении	1	2
329	силой как	1	2
330	по существу	1	2
331	исходя из	1	2
332	с этой	3	2
333	все это	3	2
334	что касается	3	2
335	не является	2	2
336	той или	1	2
337	то о	1	2
338	и ни	1	2
339	же в	4	2
340	до тех	3	2
341	между ними	1	2
342	не знает	1	2
343	в трагическом	1	2
344	бы его	1	2
345	из этого	2	2
346	во внешнем	1	2
347	событий в	1	2
348	нас не	1	2
349	гораздо более	1	2
350	зрителя как	1	1
351	речь идет	3	1
352	как говорят	1	1
353	одним из	2	1
354	например в	3	1
355	переходит к	1	1
356	только потому	2	1
357	идет о	2	1
358	мы имели	1	1
359	существенное различие	1	1
360	на две	1	1
361	из его	2	1
362	этому вопросу	1	1
363	вкладывает в	1	1
364	шире и	1	1
365	и за	2	1
366	для своего	1	1
367	шаг вперед	1	1
368	самую сущность	1	1
369	благодаря тому	1	1
370	бы верная	1	1
371	действующего лица	1	1
372	большей частью	1	1
373	драмы в	1	1
374	столь же	9	1
375	в чем	1	1
376	чуть ли	2	1
377	то мы	1	1
378	не все	1	1
379	если в	2	1
380	отношение к	2	1
381	тут же	2	1
382	не просто	1	1
383	одно существенное	1	1
384	и вовсе	2	1
385	трагический характер	1	1
386	общего с	1	1
387	сцене с	1	1
388	в художественном	1	1
389	и нет	1	1
390	хотя и	4	1
391	сделать их	1	1
392	имеет в	2	1
393	более или	1	1
394	в действительности	2	1
395	этой цели	1	1
396	от этого	2	1
397	и отчасти	1	1
398	за собой	2	1
399	себе как	1	1
400	та же	1	1
401	представляет собой	1	1
402	бы ей	1	1
403	ни одна	2	1
404	то обстоятельство	1	1
405	хотя эти	1	1
406	остановиться на	1	1
407	тому же	11	1
408	больше всего	1	1
409	задний план	1	1
410	главным образом	1	1
411	сказать в	1	1
412	время и	1	1
413	всех остальных	2	1
414	знали что	1	1
415	только тем	1	1
416	не являются	1	1
417	евгения онегина	1	1
418	по своему	2	1
419	свою силу	1	1
420	его от	1	1
421	с собой	2	1
422	реакции на	2	1
423	от нее	1	1
424	в нескольких	1	1
425	обычно на	1	1
426	могла бы	3	1
427	ей в	1	1
428	том случае	1	1
429	полной мере	1	1
430	объяснении с	1	1
431	того или	1	1
432	на протяжении	10	1
433	что например	1	1
434	окажется что	1	1
435	и дает	2	1
436	уж не	1	1
437	в жизни	1	1
438	изображения характера	1	1
439	но уже	1	1
440	из действующих	1	1
441	самый характер	1	1
442	ни одной	1	1
443	человек который	1	1
444	которой он	1	1
445	за ним	1	1
446	как таковой	1	1
447	больше внимания	1	1
448	в один	2	1
449	не мог	1	1
450	целого ряда	1	1
451	со всей	1	1
452	вопроса об	1	1
453	или менее	1	1
454	в эту	1	1
455	которую он	1	1
456	мы попытаемся	1	1
457	семейной жизни	2	1
458	вероятно по	1	1
459	мысль и	1	1
460	в следующем	2	1
461	из прежних	1	1
462	бы к	2	1
463	пор в	1	1
464	то для	1	1
465	из которой	1	1
466	представление о	2	1
467	прибегает к	1	1
468	признать что	2	1
469	не менее	4	1
470	из области	1	1
471	не раз	1	1
472	эта мысль	1	1
473	все ожидания	1	1
474	которые в	2	1
475	с какими-нибудь	1	1
476	доказывает что	1	1
477	и меньше	1	1
478	их в	1	1
479	бы быть	1	1
480	почве и	1	1
481	даже в	2	1
482	заставляет его	1	1
483	и очень	1	1
484	случае в	1	1
485	слов то	1	1
486	но они	1	1
487	из нас	1	1
488	для каждого	1	1
489	означает что	1	1
