N	2gram	Berdyaev_V_1	FransuaR
1	и в	16	45
2	то есть	1	25
3	и не	20	15
4	в этом	4	14
5	но в	3	14
6	не только	2	14
7	во всех	3	13
8	в его	4	13
9	как бы	5	12
10	что в	3	12
11	то же	1	11
12	в своем	1	11
13	в нем	4	10
14	и с	1	10
15	как и	4	10
16	в том	3	10
17	но и	5	10
18	прежде всего	2	10
19	в ней	4	8
20	как мы	1	8
21	мира и	1	8
22	жизни и	3	8
23	вовсе не	1	8
24	так же	1	8
25	он был	1	7
26	с его	3	7
27	том что	2	7
28	не в	3	7
29	потому что	4	7
30	что и	3	7
31	в конце	3	7
32	и все	4	7
33	все это	5	7
34	в этой	1	6
35	весь мир	1	6
36	в них	3	6
37	в атмосфере	1	6
38	того чтобы	2	6
39	так и	4	6
40	что он	4	6
41	так как	9	6
42	для того	1	6
43	и на	1	5
44	хотя и	5	5
45	в себя	2	5
46	все эти	3	5
47	на этом	1	5
48	с ним	2	5
49	мы видим	1	5
50	но это	3	5
51	на части	1	5
52	есть и	1	5
53	его не	2	4
54	мы не	2	4
55	но не	2	4
56	в самом	1	4
57	между собою	1	4
58	в их	1	4
59	у него	1	4
60	и это	2	4
61	можно было	2	4
62	ничего не	1	4
63	и во	2	4
64	только в	2	4
65	а не	7	4
66	как это	1	4
67	и от	1	4
68	бы в	1	4
69	а в	2	4
70	но она	1	3
71	менее всего	1	3
72	как в	1	3
73	и вот	1	3
74	ни в	3	3
75	в своей	3	3
76	в которых	1	3
77	мир и	2	3
78	свобода и	1	3
79	не имеет	3	3
80	что на	1	3
81	это не	2	3
82	того что	5	3
83	для него	2	3
84	папы и	1	3
85	в одном	1	3
86	не было	3	3
87	еще и	1	3
88	о чем	1	3
89	связь с	1	3
90	вместе с	1	3
91	и для	3	3
92	и другие	1	3
93	и есть	4	2
94	и до	1	2
95	и за	2	2
96	говорить о	4	2
97	в целом	1	2
98	в чем	3	2
99	нет и	2	2
100	в истории	8	2
101	все же	1	2
102	от этого	3	2
103	духа в	1	2
104	что это	1	2
105	им в	1	2
106	роль в	1	2
107	и если	1	2
108	это право	1	2
109	перестает быть	1	2
110	мы слышим	2	2
111	конечно в	1	2
112	лишь в	3	2
113	мира сего	4	2
114	и смерти	1	2
115	для них	2	2
116	она и	1	2
117	с тем	2	2
118	когда в	2	2
119	и внешнее	1	2
120	на котором	1	2
121	если в	1	2
122	на него	1	2
123	свободы и	12	2
124	и вечно	2	2
125	видим что	1	2
126	они и	2	2
127	уже и	1	2
128	в духе	2	2
129	не могут	2	2
130	что все	4	2
131	к тому	3	2
132	и что	3	2
133	на том	2	2
134	самой жизни	1	2
135	свободной и	2	2
136	и вообще	1	2
137	утверждают что	1	2
138	но мы	2	2
139	к нему	1	2
140	между тем	2	2
141	смертью и	1	2
142	ли он	1	2
143	это очень	1	2
144	может быть	1	2
145	церкви и	1	2
146	миром не	1	2
147	себя и	1	2
148	превращается в	3	2
149	один из	2	2
150	него не	1	2
151	в одно	1	2
152	конечно не	2	2
153	хотя бы	3	2
154	то что	9	2
155	жизни в	1	2
156	это в	1	2
157	к этому	1	2
158	христа на	1	1
159	далее и	1	1
160	победы над	1	1
161	не имеют	1	1
162	его связь	1	1
163	отвечает что	1	1
164	есть не	1	1
165	от всякой	1	1
166	что уже	1	1
167	как велика	1	1
168	не была	1	1
169	с радостью	1	1
170	который был	1	1
171	то это	3	1
172	смерть никогда	1	1
173	целое и	1	1
174	людей это	1	1
175	истории в	1	1
176	тысячи и	1	1
177	но как	1	1
178	не просто	1	1
179	в едином	1	1
180	и чем	1	1
181	что они	7	1
182	словах и	1	1
183	это самое	1	1
184	более чем	2	1
185	что во	3	1
186	его на	1	1
187	царства и	1	1
188	и свою	1	1
189	бы и	3	1
190	средство для	1	1
191	освобожденного от	1	1
192	и свободное	1	1
193	свободы но	1	1
194	была гораздо	1	1
195	о которой	1	1
196	в понимании	1	1
197	и осмысленной	1	1
198	чем у	1	1
199	на земле	7	1
200	не могли	2	1
201	и по	1	1
202	но все	1	1
203	человека в	1	1
204	и свободу	1	1
205	значение в	1	1
206	в мире	5	1
207	и мы	3	1
208	в жизни	3	1
209	их для	1	1
210	были в	1	1
211	что не	4	1
212	жизни но	1	1
213	они в	3	1
214	их на	1	1
215	и тут	1	1
216	истины хлеб	1	1
217	в котором	4	1
218	что всякий	1	1
219	и сделали	1	1
220	жизни с	1	1
221	что я	3	1
222	эта не	1	1
223	их в	3	1
224	перед кем	1	1
225	любовь к	3	1
226	тому что	3	1
227	раз и	1	1
228	любви и	1	1
229	человечество не	2	1
230	человечества и	3	1
231	того как	1	1
232	одна из	2	1
233	тому кто	1	1
234	в процессе	1	1
235	есть еще	1	1
236	мы все	1	1
237	в день	1	1
238	никогда не	3	1
239	и всегда	1	1
240	людей так	2	1
241	как она	1	1
242	и любовь	1	1
243	это слово	1	1
244	мире и	1	1
245	но теперь	2	1
246	не по	1	1
247	и права	1	1
248	у нас	1	1
249	чтобы сделать	2	1
250	слова с	1	1
251	сходятся и	1	1
252	и потому	7	1
