N	2gram	Tiupa_Hudo_2	formyVre
1	и в	28	46
2	в этом	13	22
3	и т	4	14
4	прежде всего	3	14
5	вовсе не	2	13
6	и его	5	12
7	во всех	1	11
8	не только	11	11
9	только в	4	11
10	т п	2	11
11	смерти в	1	11
12	как бы	5	10
13	то есть	1	10
14	во время	1	10
15	точки зрения	2	10
16	в том	15	10
17	но в	2	10
18	мы уже	3	9
19	не в	13	9
20	у него	5	9
21	но и	9	9
22	вместе с	2	9
23	и не	18	9
24	и для	2	9
25	мира и	1	9
26	то же	6	8
27	как и	11	8
28	с точки	2	8
29	для того	4	8
30	того чтобы	4	8
31	потому что	2	8
32	в его	11	8
33	из них	2	8
34	жизни и	6	8
35	и на	3	7
36	так сказать	1	7
37	так и	8	7
38	в них	3	7
39	может быть	8	7
40	времени в	1	7
41	в одном	3	7
42	то что	6	7
43	как мы	2	6
44	еще не	3	6
45	все же	2	6
46	при этом	11	6
47	человека в	4	6
48	и с	6	6
49	его в	2	6
50	в основе	2	6
51	никогда не	5	6
52	те же	2	6
53	этого ряда	1	6
54	так как	1	6
55	все это	3	6
56	и все	7	6
57	но не	4	5
58	в своем	5	5
59	все эти	1	5
60	он не	4	5
61	в нем	3	5
62	в то	6	5
63	в дальнейшем	1	5
64	и у	2	5
65	в частности	7	5
66	в пределах	1	5
67	по существу	1	5
68	что в	5	5
69	отношения к	1	4
70	также и	1	4
71	человека и	3	4
72	в мире	7	4
73	и он	3	4
74	что они	4	4
75	как в	5	4
76	уже в	1	4
77	из этих	2	4
78	в себе	9	4
79	их в	1	4
80	и было	2	4
81	том что	19	4
82	в котором	6	4
83	место в	2	4
84	том же	1	4
85	же время	4	4
86	к себе	3	4
87	к смерти	1	4
88	с ним	7	4
89	и смерть	1	4
90	о том	12	4
91	его жизни	5	4
92	все его	3	4
93	так что	1	4
94	а не	14	4
95	человеческой жизни	6	4
96	отнюдь не	2	4
97	в ряду	2	4
98	с этой	1	4
99	еще более	1	4
100	же в	1	4
101	жизни в	7	4
102	есть и	3	4
103	ему в	2	3
104	слова и	1	3
105	точка зрения	1	3
106	для других	3	3
107	отношение к	2	3
108	нет и	1	3
109	хотя и	1	3
110	как уже	2	3
111	уже не	10	3
112	та же	2	3
113	т д	2	3
114	при виде	1	3
115	прежде чем	2	3
116	здесь мы	1	3
117	а затем	1	3
118	самое время	1	3
119	что было	3	3
120	не могли	1	3
121	же самое	3	3
122	к тому	7	3
123	себя и	2	3
124	роль в	2	3
125	том как	2	3
126	жизнь и	1	3
127	в другом	2	3
128	а также	2	3
129	как у	2	3
130	что и	4	3
131	того что	1	3
132	что он	8	3
133	во времени	1	3
134	все они	3	3
135	в качестве	4	3
136	для него	5	3
137	тем что	6	3
138	чувствует себя	1	3
139	что на	3	3
140	и даже	1	3
141	временем в	1	3
142	не было	6	3
143	о чем	8	3
144	еще нет	1	3
145	в это	3	3
146	не является	2	3
147	в этих	3	3
148	а в	6	3
149	себе самому	1	3
150	всего в	1	3
151	и другие	5	3
152	к этому	1	3
153	том числе	1	3
154	и так	1	2
155	характерное для	1	2
156	и людей	1	2
157	мы имеем	1	2
158	рядом в	1	2
159	в сущности	1	2
160	говорить о	2	2
161	жизни как	5	2
162	они были	2	2
163	пародия на	4	2
164	он был	1	2
165	в уста	1	2
166	бы она	1	2
167	и т.п	1	2
168	если в	2	2
169	друг от	1	2
170	в одной	1	2
171	то в	4	2
172	и к	2	2
173	от этого	1	2
174	в этой	5	2
175	с одной	3	2
176	как он	3	2
177	не могла	5	2
178	человек не	1	2
179	о смерти	3	2
180	в корне	1	2
181	на земле	1	2
182	картины мира	1	2
183	на этом	2	2
184	людей и	1	2
185	лишь в	2	2
186	по себе	1	2
187	и рядом	1	2
188	которой он	1	2
189	контакта с	1	2
190	автора и	2	2
191	и становится	2	2
192	женщин и	1	2
193	жизни с	2	2
194	одном из	1	2
195	своей жизни	4	2
196	но он	1	2
197	с такою	2	2
198	над ними	1	2
199	и более	1	2
200	в той	1	2
201	она не	5	2
202	там где	1	2
203	и всегда	1	2
204	контакт с	1	2
205	в самой	1	2
206	этом отношении	1	2
207	в духе	2	2
208	принадлежит к	1	2
209	во все	1	2
210	похож на	1	2
211	числе и	1	2
212	и потому	1	2
213	и это	3	2
214	и о	4	2
215	от друга	1	2
216	чем не	1	2
217	здесь не	2	2
218	самим собою	2	2
219	и от	2	2
220	в себя	1	2
221	не мог	1	2
222	особенно в	1	2
223	в плоскости	1	2
224	можно сказать	6	2
225	в сюжете	1	2
226	борьбе с	1	2
227	это не	6	2
228	и только	2	2
229	все в	1	2
230	у всех	3	2
231	быть и	1	2
232	один из	2	2
233	со всеми	1	2
234	и детей	1	2
235	него и	1	2
236	и других	1	2
237	характерно что	3	2
238	в конце	1	2
239	не для	1	2
240	рядом с	5	2
241	и неизвестно	1	2
242	или иной	2	2
243	до сих	2	2
244	с другой	3	2
245	именно в	2	2
246	было бы	3	2
247	наконец в	1	2
248	а на	1	2
249	не знает	1	2
250	жизни но	1	2
251	до конца	1	2
252	человек в	3	2
253	и мотив	1	2
254	для чего	1	2
255	что все	3	2
256	не может	4	2
257	так же	3	2
258	как это	7	2
259	в данном	2	2
260	наряду с	5	2
261	а потом	1	2
262	одной фразе	1	2
263	лежит в	1	2
264	этом случае	1	2
265	сих пор	2	2
266	только для	2	2
267	о его	2	2
268	в аспекте	1	2
269	в двух	2	2
270	ее и	1	2
271	но это	1	2
272	образ человека	1	2
273	между ними	2	2
274	жизни а	1	2
275	как на	2	2
276	все что	3	2
277	эта новая	1	1
278	говорили о	2	1
279	например в	1	1
280	чтобы не	3	1
281	и то	2	1
282	не находя	1	1
283	характера а	2	1
284	значении этого	1	1
285	ее роль	1	1
286	это и	1	1
287	обстоит дело	1	1
288	жизнь есть	2	1
289	я тебя	1	1
290	здесь и	1	1
291	по преимуществу	3	1
292	которыми он	1	1
293	а как	2	1
294	и толстого	1	1
295	самое замечательное	1	1
296	бы уже	1	1
297	на материале	1	1
298	что если	1	1
299	со смертью	1	1
300	время здесь	1	1
301	во внутреннем	1	1
302	время как	1	1
303	ни один	1	1
304	в каждой	1	1
305	героев в	1	1
306	это время	1	1
307	в ней	3	1
308	разумеется не	1	1
309	между собой	1	1
310	он сам	2	1
311	взгляде на	1	1
312	с его	5	1
313	тем как	2	1
314	и юности	1	1
315	в нашем	2	1
316	самом деле	3	1
317	могло быть	1	1
318	эта особенность	1	1
319	а он	1	1
320	в общем	1	1
321	себе и	1	1
322	за пределы	1	1
323	в настоящем	1	1
324	рассуждений о	1	1
325	отчего и	1	1
326	более и	1	1
327	когда-то в	2	1
328	в полном	1	1
329	когда он	1	1
330	его к	1	1
331	быть объяснена	1	1
332	следующим образом	3	1
333	чего не	2	1
334	позволяла себе	1	1
335	вовлекается в	1	1
336	человеческая жизнь	1	1
337	в самом	5	1
338	точкой зрения	2	1
339	в которой	1	1
340	говорил он	1	1
341	бы и	4	1
342	жизни так	2	1
343	бы не	3	1
344	этого человеческого	1	1
345	своей судьбой	1	1
346	остановиться на	1	1
347	и тот	1	1
348	ничего и	1	1
349	ее как	1	1
350	ее этот	1	1
351	его но	1	1
352	с чем	1	1
353	стороны в	1	1
354	сказать в	1	1
355	здесь однако	1	1
356	в тот	1	1
357	же это	1	1
358	не как	2	1
359	образом и	1	1
360	в человеческой	1	1
361	смертью в	1	1
362	же становится	1	1
363	ни был	1	1
364	но все	1	1
365	особую роль	1	1
366	от нее	1	1
367	в каждом	1	1
368	ее по	2	1
369	в состоянии	3	1
370	об этом	7	1
371	это же	1	1
372	и внутренняя	1	1
373	в будущее	1	1
374	это было	2	1
375	это состояние	1	1
376	дома и	1	1
377	собой на	1	1
378	с самим	2	1
379	что один	1	1
380	как ранее	1	1
381	лучше чем	1	1
382	и тем	1	1
383	человека поэтому	1	1
384	человека здесь	1	1
385	о которых	2	1
386	служит в	1	1
387	а за	2	1
388	анекдот о	1	1
389	он и	1	1
390	и такая	1	1
391	чем в	1	1
392	мы не	1	1
393	других и	1	1
394	в один	1	1
395	и еще	1	1
396	в своей	6	1
397	этом новом	1	1
398	художественное мышление	1	1
399	с самого	1	1
400	не столько	2	1
401	от его	1	1
402	стало быть	1	1
403	время обеда	1	1
404	художественного мира	1	1
405	другом и	1	1
406	однако в	2	1
407	случае мы	1	1
408	сам он	2	1
409	тому что	4	1
410	любви и	3	1
411	комнате и	1	1
412	о будущем	1	1
413	это обычно	1	1
414	виду что	1	1
415	что ему	1	1
416	самого начала	1	1
417	дело в	1	1
418	одна из	2	1
419	к определенному	1	1
420	и сама	4	1
421	на него	3	1
422	не по	2	1
423	людей от	1	1
424	притча о	1	1
425	остановимся подробнее	1	1
426	и уже	4	1
427	этих двух	1	1
428	и лишь	1	1
429	и притом	1	1
430	как она	1	1
431	такая же	1	1
432	к вам	1	1
433	глубокого чувства	1	1
434	в будущем	1	1
435	может показаться	1	1
436	и здесь	1	1
437	когда мы	1	1
438	сама жизнь	1	1
439	как только	3	1
440	этому ряду	1	1
441	его с	1	1
442	бы он	1	1
443	той или	1	1
444	сказать что	2	1
445	оно не	2	1
446	тот и	1	1
447	и умер	1	1
448	приходит к	2	1
449	себе в	2	1
450	с ее	5	1
451	но при	3	1
452	в ее	18	1
453	данном случае	2	1
454	себе самом	1	1
455	характер и	2	1
456	то время	1	1
457	художественного мышления	2	1
458	и характер	1	1
459	на свой	2	1
460	и необходимости	1	1
461	в личной	1	1
462	и сам	5	1
463	времени и	1	1
464	с собой	2	1
465	еще в	1	1
466	что от	1	1
467	мы в	1	1
468	этой жизни	1	1
469	если бы	6	1
470	один человек	2	1
471	в разных	1	1
472	сводится к	6	1
473	здорового тела	1	1
474	и т.д	2	1
475	внимание на	3	1
476	формы ее	1	1
477	но мы	1	1
478	никак не	1	1
479	и что	1	1
480	в глаза	1	1
481	такова что	2	1
482	в смерти	2	1
483	в различных	1	1
484	в значительной	1	1
485	в соответствующих	2	1
486	раз и	1	1
487	между тем	8	1
488	этот момент	1	1
489	и хорошо	1	1
490	нуждается в	2	1
491	на одном	1	1
492	на всех	1	1
493	д он	1	1
494	другого в	1	1
495	к нулю	1	1
496	даже для	1	1
497	исходя из	1	1
498	и об	2	1
499	не позволяла	1	1
500	истина добро	1	1
501	по своей	1	1
502	обычно у	1	1
503	в новой	1	1
504	и одновременно	1	1
505	приведенных выше	1	1
506	и дело	1	1
507	было что	1	1
508	что даже	2	1
509	ли он	2	1
510	даже его	1	1
511	показать всю	1	1
512	для себя	6	1
513	в самое	1	1
514	нею в	1	1
515	ему самому	1	1
516	и ее	3	1
517	тот или	1	1
518	похожа на	1	1
519	именно на	2	1
520	себя в	8	1
521	внимание в	1	1
522	для всех	1	1
523	оказывается в	1	1
524	с нею	3	1
525	то и	4	1
526	вернуться к	1	1
527	в виде	2	1
528	в пределе	1	1
529	еще одну	1	1
530	своей жене	1	1
531	участие в	1	1
532	глубину и	1	1
533	превращаются в	1	1
534	ни с	2	1
535	ведь это	1	1
536	от радости	1	1
537	ее на	2	1
538	в любви	2	1
539	того в	1	1
540	никого не	2	1
541	на свое	1	1
542	на ее	3	1
543	длинный ряд	1	1
544	ряд с	1	1
545	еще и	2	1
546	бытия в	1	1
547	личной жизни	2	1
548	такое же	1	1
549	когда герой	1	1
550	что не	2	1
551	которых мы	1	1
552	в воздухе	2	1
553	более того	1	1
554	в рассказе	21	1
555	другой стороны	1	1
556	а так	1	1
557	выражением его	1	1
558	несмотря на	3	1
559	но как	1	1
560	настоящее и	1	1
561	в речи	1	1
562	все более	1	1
563	живущих в	1	1
564	какая же	1	1
565	он тем	1	1
566	места для	1	1
567	с разными	1	1
568	жизнь жизнь	1	1
569	во всю	1	1
570	при переходе	1	1
571	со временем	1	1
572	установкой на	1	1
573	одной стороны	3	1
574	такою же	1	1
575	быть только	1	1
576	да и	5	1
577	человек с	1	1
578	распадается на	1	1
579	и жизнь	1	1
580	дело здесь	1	1
581	цели не	1	1
582	и смерти	1	1
583	в условиях	1	1
584	он слышит	1	1
585	видно что	1	1
586	вокруг него	1	1
587	и тогда	2	1
588	и силы	1	1
589	тех же	1	1
590	это уже	2	1
591	он видел	1	1
592	котором он	1	1
593	и среди	1	1
594	иного рода	1	1
595	но когда	1	1
596	из себя	1	1
597	здесь по	1	1
598	интерес к	1	1
599	бы в	1	1
600	обращение к	1	1
601	весьма относительное	1	1
602	в настоящее	1	1
603	для читателя	1	1
604	бросающиеся в	1	1
605	потребность в	2	1
606	и вдруг	1	1
607	от ее	1	1
608	нам не	1	1
609	совершенно не	1	1
610	дело с	2	1
611	взгляда на	1	1
612	это наконец	1	1
613	двух приведенных	1	1
614	и стало	1	1
615	внутреннего человека	1	1
616	по поводу	3	1
617	в таком	1	1
