N	2gram	Tiupa_Anal_1	Vladivir
1	и в	18	30
2	в году	1	24
3	в этом	13	20
4	то что	6	20
5	у него	1	19
6	и не	21	18
7	в том	27	18
8	и с	2	14
9	а н	1	14
10	что он	3	13
11	не только	15	12
12	том что	12	12
13	что в	5	12
14	как мы	2	11
15	в его	13	11
16	а в	9	11
17	а также	3	10
18	не было	1	10
19	и даже	1	10
20	все же	4	9
21	было бы	2	9
22	не в	14	9
23	в то	9	9
24	не может	22	9
25	для него	2	9
26	потому что	2	9
27	но в	8	8
28	что же	2	8
29	связи с	1	8
30	но и	17	8
31	в связи	1	8
32	вместе с	4	8
33	то есть	11	7
34	ни в	4	7
35	точки зрения	6	7
36	никогда не	2	7
37	не менее	1	7
38	вл соловьевым	1	7
39	может быть	29	7
40	а не	17	7
41	как это	1	7
42	для нас	1	7
43	и все	3	7
44	также и	2	6
45	он был	1	6
46	хотя и	1	6
47	и к	3	6
48	в себе	11	6
49	и его	5	6
50	его жизни	1	6
51	только в	6	6
52	всяком случае	1	6
53	а именно	3	6
54	прежде всего	6	6
55	о чем	1	6
56	жизни и	1	6
57	во всяком	1	6
58	того же	4	5
59	и то	2	5
60	то в	2	5
61	все эти	2	5
62	при этом	12	5
63	же касается	1	5
64	как и	13	5
65	в своей	6	5
66	в котором	3	5
67	по себе	4	5
68	так как	2	5
69	к концу	1	5
70	для себя	2	5
71	так и	4	5
72	с ним	4	5
73	и что	1	5
74	того что	4	5
75	тот же	1	5
76	он уже	1	5
77	так что	1	5
78	в течение	1	5
79	как бы	5	5
80	о его	1	5
81	в результате	1	5
82	из этого	1	5
83	то же	9	4
84	той же	2	4
85	я не	1	4
86	в ней	1	4
87	и на	5	4
88	с его	3	4
89	отношение к	2	4
90	в которой	2	4
91	что это	1	4
92	в целом	5	4
93	в этой	5	4
94	на его	2	4
95	в нем	3	4
96	он не	3	4
97	его в	1	4
98	несмотря на	2	4
99	в этих	1	4
100	разного рода	3	4
101	по крайней	1	4
102	мы должны	1	4
103	не есть	8	4
104	и о	2	4
105	здесь не	2	4
106	можно сказать	2	4
107	о том	5	4
108	вовсе не	2	4
109	крайней мере	1	4
110	со стороны	2	4
111	именно в	4	4
112	с этой	1	4
113	но это	1	4
114	в начале	2	4
115	и наконец	1	4
116	по поводу	1	4
117	отношения к	2	3
118	и больше	1	3
119	говоря о	2	3
120	едва ли	2	3
121	что можно	1	3
122	быть в	1	3
123	во всех	1	3
124	но не	10	3
125	отличие от	6	3
126	его на	1	3
127	как в	1	3
128	что касается	1	3
129	и как	5	3
130	более или	1	3
131	из этих	2	3
132	поскольку в	1	3
133	учение о	1	3
134	всех этих	1	3
135	таким образом	3	3
136	те же	1	3
137	только одно	1	3
138	в них	1	3
139	должно быть	2	3
140	или менее	1	3
141	в отношении	1	3
142	с точки	4	3
143	не столько	2	3
144	в отличие	6	3
145	но он	1	3
146	том же	1	3
147	вплоть до	1	3
148	же время	6	3
149	в области	4	3
150	он и	1	3
151	где он	1	3
152	что и	3	3
153	мы будем	1	3
154	уже не	4	3
155	я в	3	3
156	в виде	1	3
157	здесь мы	1	3
158	само собой	1	3
159	или иначе	1	3
160	наконец в	1	3
161	не говоря	2	3
162	нет ничего	2	3
163	в данном	2	3
164	да и	1	3
165	и для	1	3
166	тем более	2	3
167	хотя бы	3	3
168	в свою	1	3
169	в таком	3	3
170	и особенно	1	3
171	я и	6	2
172	сам по	1	2
173	перед смертью	1	2
174	и есть	3	2
175	и до	2	2
176	мы уже	1	2
177	жизни по	1	2
178	есть нечто	1	2
179	не вполне	1	2
180	как я	1	2
181	но то	1	2
182	по своему	1	2
183	только тогда	1	2
184	как к	2	2
185	первых двух	1	2
186	я должен	1	2
187	к числу	1	2
188	есть его	1	2
189	в самом	6	2
190	бы с	1	2
191	но его	1	2
192	как он	3	2
193	вера в	1	2
194	же году	1	2
195	том чтобы	7	2
196	и сам	2	2
197	и по	2	2
198	на этом	2	2
199	но все	1	2
200	и может	1	2
201	на все	2	2
202	заключается в	1	2
203	это не	6	2
204	однако здесь	2	2
205	с тем	1	2
206	к а	1	2
207	мы не	1	2
208	еще в	2	2
209	на первый	1	2
210	и при	1	2
211	ли он	2	2
212	оставаться в	1	2
213	в их	5	2
214	то его	1	2
215	жизни с	1	2
216	их в	1	2
217	однако в	3	2
218	ним в	1	2
219	даже в	3	2
220	раз и	1	2
221	на котором	1	2
222	тогда когда	2	2
223	к этим	1	2
224	в самых	1	2
225	того чтобы	3	2
226	того и	3	2
227	не о	2	2
228	мне было	1	2
229	как будто	3	2
230	уже о	1	2
231	исходить из	1	2
232	начиная с	1	2
233	в совокупности	1	2
234	к тому	7	2
235	будто бы	3	2
236	можно и	1	2
237	но по	1	2
238	в виду	1	2
239	свою очередь	1	2
240	людей в	1	2
241	говоря уже	1	2
242	не могу	2	2
243	данном случае	2	2
244	в последние	1	2
245	ничего не	1	2
246	со своей	1	2
247	о нем	3	2
248	нам представляется	1	2
249	в чем	1	2
250	в сущности	6	2
251	и во	1	2
252	к нему	3	2
253	и всего	1	2
254	по возвращении	1	2
255	от нас	1	2
256	и жизни	1	2
257	себя в	6	2
258	он сам	1	2
259	а то	1	2
260	его и	2	2
261	ни с	3	2
262	себе в	2	2
263	в новом	2	2
264	мы находим	1	2
265	друг друга	1	2
266	бытия и	2	2
267	для того	4	2
268	здесь в	1	2
269	тут же	1	2
270	бытия в	1	2
271	что не	3	2
272	что для	1	2
273	в бытии	1	2
274	если не	1	2
275	в частности	19	2
276	к его	1	2
277	и потому	2	2
278	или по	1	2
279	в той	8	2
280	такого рода	5	2
281	с бытием	2	2
282	и от	1	2
283	в двух	2	2
284	собственно говоря	4	2
285	же в	1	2
286	жизни в	1	2
287	в своих	1	2
288	смысле слова	1	1
289	как известно	3	1
290	и т	3	1
291	одним из	3	1
292	например в	1	1
293	и др	1	1
294	частности к	1	1
295	тех же	1	1
296	мере в	3	1
297	есть сама	1	1
298	между двумя	3	1
299	отношения между	1	1
300	по преимуществу	1	1
301	он всегда	1	1
302	собственном смысле	1	1
303	и цельного	1	1
304	по его	1	1
305	часть книги	1	1
306	именно здесь	1	1
307	есть не	8	1
308	но никто	1	1
309	он как	1	1
310	за несколько	1	1
311	что иное	5	1
312	требует от	1	1
313	оно есть	1	1
314	в полной	3	1
315	следовало ожидать	2	1
316	которое не	1	1
317	имеет дело	1	1
318	нельзя как	1	1
319	ним и	2	1
320	и самого	2	1
321	литературы и	1	1
322	в которых	1	1
323	иное как	5	1
324	ответа на	1	1
325	бы то	3	1
326	или до	1	1
327	если исходить	1	1
328	я никогда	1	1
329	самом деле	2	1
330	то он	2	1
331	но как	1	1
332	а только	1	1
333	не все	2	1
334	если в	3	1
335	не просто	2	1
336	нет и	2	1
337	связи и	1	1
338	как говорит	2	1
339	более чем	4	1
340	течение всего	1	1
341	написано на	1	1
342	независимо от	1	1
343	что именно	2	1
344	человеческого бытия	2	1
345	до его	2	1
346	о жизни	1	1
347	как нам	1	1
348	целом но	1	1
349	как уже	2	1
350	по пути	1	1
351	его к	2	1
352	поэтому наше	1	1
353	в противоположность	2	1
354	о самом	1	1
355	что произведение	1	1
356	та же	1	1
357	себя к	1	1
358	он в	1	1
359	в нашем	3	1
360	это впрочем	1	1
361	думать что	2	1
362	времени не	1	1
363	тому же	4	1
364	если он	1	1
365	ей в	1	1
366	времена и	1	1
367	чтобы он	1	1
368	однако при	1	1
369	одному из	2	1
370	еще а	1	1
371	на том	1	1
372	становится его	1	1
373	в тот	1	1
374	не к	2	1
375	возвращение к	1	1
376	борьбу с	1	1
377	свое время	2	1
378	его от	1	1
379	всех своих	1	1
380	его можно	1	1
381	прежде чем	1	1
382	от нее	1	1
383	то ни	3	1
384	что все	1	1
385	с позиций	2	1
386	для своей	1	1
387	лишь в	5	1
388	бытием но	1	1
389	а как	2	1
390	духовного общения	1	1
391	в свое	2	1
392	в композиции	1	1
393	с вопросом	1	1
394	по мысли	3	1
395	для них	1	1
396	вопреки мнению	1	1
397	все равно	1	1
398	далеко не	6	1
399	мы имеем	6	1
400	чувствую себя	1	1
401	между собою	1	1
402	такой же	2	1
403	и того	5	1
404	не так	1	1
405	во время	1	1
406	ему во	1	1
407	отрыве от	2	1
408	от своего	2	1
409	поэтического творчества	1	1
410	при изучении	2	1
411	к истории	1	1
412	взгляд на	1	1
413	в такой	1	1
414	место в	3	1
415	ни малейшего	1	1
416	бы мы	1	1
417	своего рода	3	1
418	мысли от	1	1
419	которые в	2	1
420	если бы	3	1
421	далека от	1	1
422	случае мы	1	1
423	она по	1	1
424	произведения как	7	1
425	все мы	1	1
426	дело не	3	1
427	на него	1	1
428	возвращении в	1	1
429	знания и	1	1
430	может только	1	1
431	только не	2	1
432	каждый из	2	1
433	в самой	1	1
434	этих двух	1	1
435	того в	1	1
436	и является	2	1
437	во всем	1	1
438	прибегать к	1	1
439	в сознании	2	1
440	каким оно	2	1
441	было не	1	1
442	только с	1	1
443	в каком	1	1
444	вопросу об	1	1
445	в т	2	1
446	что самая	1	1
447	все еще	1	1
448	утверждать что	1	1
449	оно может	3	1
450	тогда я	1	1
451	не будет	3	1
452	в в	1	1
453	уже потому	1	1
454	в собственном	3	1
455	чтобы быть	1	1
456	в себя	6	1
457	в произведении	5	1
458	на той	1	1
459	но мы	1	1
460	всей своей	1	1
461	как с	1	1
462	и сколь	1	1
463	времени и	6	1
464	здесь как	1	1
465	особенно в	2	1
466	с самим	1	1
467	еще не	3	1
468	том как	1	1
469	быть может	2	1
470	собой и	1	1
471	для этого	2	1
472	внимание к	1	1
473	пор пока	1	1
474	сводится к	5	1
475	встал и	1	1
476	до полной	1	1
477	и должно	1	1
478	может не	1	1
479	на вопрос	4	1
480	и та	2	1
481	влияние на	1	1
482	предстает в	1	1
483	а напротив	2	1
484	в отрыве	2	1
485	как внутреннее	2	1
486	не дал	1	1
487	последнего в	1	1
488	во втором	1	1
489	совместима с	1	1
490	и н	1	1
491	которое однако	1	1
492	которая и	1	1
493	единого и	1	1
494	в него	1	1
495	в лице	1	1
496	в литературе	4	1
497	в современной	1	1
498	общения людей	2	1
499	дело с	4	1
500	что даже	1	1
501	в какой	2	1
502	как нечто	1	1
503	их жизни	1	1
504	и ее	1	1
505	и тем	1	1
506	по этому	1	1
507	в качестве	31	1
508	к которой	1	1
509	с какой	1	1
510	сколько в	1	1
511	для всех	1	1
512	оказывается в	2	1
513	с двумя	2	1
514	только на	1	1
515	ничего нельзя	1	1
516	речи в	1	1
517	самый блестящий	1	1
518	чем ее	1	1
519	его по	1	1
520	хотя в	1	1
521	слова не	1	1
522	или даже	1	1
523	при помощи	2	1
524	в данной	1	1
525	и внешнее	1	1
526	в душе	1	1
527	уже с	1	1
528	из них	2	1
529	следует что	2	1
530	о поэзии	1	1
531	никто не	3	1
532	в одном	1	1
533	общего языка	1	1
534	т п	3	1
535	как раз	1	1
536	этом отношении	2	1
537	до тех	1	1
538	значение только	1	1
539	от меня	1	1
540	ее систематизация	1	1
541	даже не	1	1
542	до сих	1	1
543	и опять	1	1
544	и быть	1	1
545	было и	1	1
546	обратиться к	3	1
547	его из	1	1
548	касается самого	1	1
549	смысла и	3	1
550	то и	1	1
551	в поисках	1	1
552	мы и	1	1
553	человеческой жизни	1	1
554	и следовало	1	1
555	объяснение и	1	1
556	него не	1	1
557	что из	2	1
558	что мы	3	1
559	этот принцип	1	1
560	и п	2	1
561	все более	1	1
562	можно утверждать	1	1
563	того с	1	1
564	вследствие чего	1	1
565	ни на	1	1
566	его как	1	1
567	вещей но	1	1
568	узкое и	1	1
569	никогда нельзя	1	1
570	над ним	1	1
571	к своему	1	1
572	на втором	1	1
573	не могут	3	1
574	она есть	2	1
575	перед нами	1	1
576	содержат в	1	1
577	не что	4	1
578	в мир	1	1
579	н и	1	1
580	все моменты	1	1
581	тех пор	1	1
582	рассказ в	1	1
583	является для	1	1
584	сих пор	1	1
585	выше его	1	1
586	за ним	1	1
587	этом смысле	1	1
588	при всем	1	1
589	не исключают	2	1
590	мира и	1	1
591	меня к	1	1
592	этих начал	1	1
593	не с	4	1
594	от него	1	1
595	из себя	1	1
596	то о	1	1
597	есть уже	1	1
598	утверждал что	1	1
599	личности и	1	1
600	эту вещь	1	1
601	в целях	1	1
602	быть и	1	1
603	между ними	1	1
604	отношением к	1	1
605	была бы	2	1
606	равно как	1	1
607	мы увидим	1	1
608	в действительности	1	1
609	которой я	1	1
610	а может	1	1
611	котором по	1	1
612	ее в	1	1
613	том числе	3	1
614	они не	1	1
