N	3gram	Tiupa_Narr_1	FransuaR
1	в то же	3	6
2	то же время	3	6
3	с точки зрения	2	5
4	на протяжении всего	1	5
5	не только в	2	5
6	до сих пор	1	4
7	не может быть	5	4
8	в этом отношении	3	3
9	с одной стороны	7	3
10	в свое время	1	3
11	о том что	6	3
12	с другой стороны	4	3
13	как мы уже	1	3
14	можно сказать что	4	2
15	в году в	1	2
16	только то что	1	2
17	в особенности его	1	2
18	до наших дней	1	2
19	он видит в	1	2
20	в значительной степени	2	2
21	содержит в себе	1	2
22	и в то	1	2
23	включает в себя	1	2
24	но все же	4	2
25	как мы видели	1	2
26	подобно тому как	2	2
27	только потому что	1	1
28	тому или другому	1	1
29	как и для	1	1
30	прежде всего в	1	1
31	дело в том	1	1
32	по отношению к	6	1
33	в этом последнем	1	1
34	одной из этих	1	1
35	и т.п то	1	1
36	в том же	1	1
37	то есть к	1	1
38	к однозначности и	1	1
39	так и его	1	1
40	людей так и	1	1
41	до известной степени	1	1
42	же время в	1	1
43	не входит в	1	1
44	при этом что	1	1
45	в первую очередь	1	1
46	на что не	1	1
47	к тому или	1	1
48	с этого момента	1	1
49	из них как	1	1
50	не подлежит сомнению	1	1
51	в том чтобы	1	1
52	далеко не всегда	1	1
53	в первый раз	1	1
54	и в особенности	1	1
55	и тот же	1	1
56	так и в	1	1
57	области художественной литературы	1	1
58	большую или меньшую	1	1
59	друг с другом	1	1
60	лично для себя	1	1
61	ни на что	1	1
62	именно в том	2	1
63	один и тот	1	1
64	и до наших	1	1
65	того или иного	2	1
66	в области художественной	1	1
67	и события но	1	1
68	на самом деле	1	1
69	но и там	1	1
70	и прежде всего	1	1
71	как своего рода	1	1
72	существенную роль в	1	1
73	особое отношение к	1	1
74	мира но не	1	1
75	во всех его	1	1
76	в том что	8	1
77	как и в	1	1
78	то есть в	2	1
