N	3gram	Vinokur_Ku_2	Vvedenie
1	и т д	14	36
2	для того чтобы	8	20
3	в том что	10	12
4	о том что	1	12
5	но также и	2	9
6	в этом смысле	5	8
7	не может быть	4	8
8	тем не менее	5	8
9	до сих пор	1	6
10	в самом деле	7	6
11	то же время	3	6
12	в то же	3	6
13	и т п	24	5
14	в той мере	1	5
15	в том чтобы	1	5
16	той мере в	1	5
17	с другой стороны	7	5
18	мере в какой	1	5
19	в широком смысле	2	5
20	с течением времени	1	5
21	что иное как	1	4
22	в общем случае	1	4
23	в этом случае	2	4
24	в этом отношении	3	4
25	можно было бы	9	4
26	на этот вопрос	2	4
27	по крайней мере	6	4
28	т е в	1	4
29	в данном случае	1	4
30	не только в	4	4
31	по сравнению с	1	4
32	так или иначе	2	4
33	во всяком случае	5	4
34	само по себе	5	4
35	не что иное	1	4
36	с одной стороны	1	4
37	также и в	1	3
38	вместе с тем	2	3
39	и тем не	4	3
40	широком смысле слова	1	3
41	в известном смысле	1	3
42	и в том	2	3
43	заключается в том	1	3
44	большей или меньшей	3	3
45	и в самом	2	3
46	можно сказать что	2	3
47	сама по себе	1	3
48	но все же	2	3
49	как мы видели	1	3
50	в свое время	2	3
51	потому что он	2	2
52	состоит в том	1	2
53	дело в том	1	2
54	и той же	1	2
55	не говоря уже	2	2
56	в соответствии с	2	2
57	влечет за собой	1	2
58	с точки зрения	8	2
59	принять во внимание	1	2
60	хотя бы и	2	2
61	представить себе что	1	2
62	точно так же	3	2
63	может быть и	1	2
64	в данном отношении	2	2
65	на этой почве	3	2
66	того чтобы понять	1	2
67	в конце концов	3	2
68	смысле этого слова	1	2
69	не могут быть	1	2
70	не до конца	1	2
71	не в том	1	2
72	или иначе но	1	2
73	чтобы понять что	2	2
74	в связи с	3	2
75	тем или иным	1	2
76	лежит в основании	1	2
77	а также и	1	2
78	а так как	1	2
79	есть не что	1	2
80	языка и его	1	2
81	ответ на этот	1	2
82	одной и той	1	2
83	это однако не	1	2
84	в каждом данном	1	2
85	т д а	1	2
86	т д в	1	2
87	сплошь да рядом	2	1
88	что стоит в	1	1
89	в области изучения	1	1
90	и вот почему	1	1
91	одна за другой	1	1
92	он должен быть	1	1
93	по себе не	2	1
94	тех пор пока	1	1
95	мы говорим о	2	1
96	только потому что	6	1
97	одном и том	1	1
98	примером может служить	1	1
99	со стороны ее	1	1
100	прежде всего в	1	1
101	есть однако и	1	1
102	так как и	1	1
103	на самом деле	2	1
104	это в сущности	1	1
105	в настоящее время	1	1
106	в самом широком	1	1
107	т е не	1	1
108	в какой они	1	1
109	идет речь в	1	1
110	свое выражение в	1	1
111	эта установка на	1	1
112	дело лишь с	1	1
113	то или иное	2	1
114	тем что она	1	1
115	естественно так как	1	1
116	смысле в каком	1	1
117	в лучшем случае	3	1
118	говоря уже о	2	1
119	сам по себе	1	1
120	в том только	1	1
121	в одном и	1	1
122	того что сказано	1	1
123	в отличие от	2	1
124	также и то	1	1
125	потому что и	1	1
126	не было бы	1	1
127	только в том	2	1
128	только то что	1	1
129	имеет дело лишь	1	1
130	всяком случае гораздо	1	1
131	совершенно ясно что	1	1
132	находит свое выражение	1	1
133	не сам по	1	1
134	что действительно в	1	1
135	том или ином	1	1
136	и говорить о	1	1
137	языка по сравнению	1	1
138	на тему об	1	1
139	самого по себе	1	1
140	может быть только	2	1
141	с этой точки	2	1
142	и не в	1	1
143	не то что	1	1
144	и то что	1	1
145	в зависимости от	4	1
146	в том или	1	1
147	уже о том	1	1
148	так же как	2	1
149	имеет еще и	1	1
150	то ни было	1	1
151	что русский язык	1	1
152	в самом процессе	1	1
153	и том же	1	1
154	вопроса о природе	1	1
155	можно говорить о	1	1
156	и потому что	2	1
157	от этого не	2	1
158	или иного автора	1	1
159	языке как раз	1	1
160	в большей или	3	1
161	этот вопрос о	1	1
162	или меньшей степени	3	1
163	какой бы то	1	1
164	потому что она	1	1
165	бы то ни	1	1
166	хотя бы на	1	1
167	лишь в том	1	1
168	смысле этого термина	1	1
169	вопросу о возможности	1	1
170	на этом пути	1	1
171	в нем есть	1	1
172	потому что они	1	1
173	которыми он и	1	1
174	этой точки зрения	2	1
175	внимание на те	1	1
176	каждом данном случае	1	1
177	может быть не	1	1
178	нужно было бы	1	1
179	то вряд ли	1	1
180	до тех пор	1	1
181	то обстоятельство что	7	1
182	не потому что	1	1
183	и что такое	1	1
184	в свою очередь	2	1
185	связи с этим	1	1
186	того или иного	2	1
187	и никогда не	1	1
188	т е то	1	1
189	с самого начала	1	1
190	широком смысле этого	2	1
191	и прежде всего	1	1
192	только тогда когда	1	1
193	и дело что	1	1
194	к языку как	1	1
195	но с другой	1	1
196	установить специфические признаки	1	1
197	после того как	1	1
198	т д и	1	1
199	в европе и	1	1
200	в разрез с	1	1
201	к тому что	1	1
202	было бы сказать	1	1
203	того чтобы определить	1	1
204	не значит что	1	1
205	в предисловии к	1	1
206	отношении его к	1	1
207	но в том-то	1	1
208	и здесь уже	1	1
209	как мы знаем	1	1
210	выражение в языке	1	1
