N	2gram	Propp_Isto_7	FransuaR
1	и в	24	45
2	и не	4	15
3	в этом	12	14
4	но в	5	14
5	не только	21	14
6	во всех	7	13
7	и его	3	13
8	в его	1	13
9	как бы	4	12
10	во время	6	12
11	что в	13	12
12	то же	8	11
13	в своем	1	11
14	в то	2	11
15	право на	5	10
16	в нем	6	10
17	и с	1	10
18	как и	6	10
19	в том	7	10
20	но и	11	10
21	прежде всего	2	10
22	в ней	1	8
23	таким образом	7	8
24	в самой	1	8
25	как мы	3	8
26	мира и	1	8
27	жизни и	1	8
28	вовсе не	4	8
29	и др	2	8
30	так же	6	8
31	он был	1	7
32	с его	3	7
33	мы видели	7	7
34	том что	10	7
35	не в	9	7
36	потому что	9	7
37	что и	8	7
38	в конце	3	7
39	и все	6	7
40	все это	8	7
41	здесь не	2	6
42	в этой	1	6
43	он не	6	6
44	всех этих	6	6
45	в них	3	6
46	связи с	3	6
47	так и	5	6
48	что он	21	6
49	так как	8	6
50	для того	1	6
51	одним из	1	5
52	например в	3	5
53	самом деле	1	5
54	здесь и	2	5
55	и на	2	5
56	хотя и	3	5
57	и как	1	5
58	и к	1	5
59	и у	2	5
60	все эти	2	5
61	его в	3	5
62	с ним	5	5
63	мы видим	10	5
64	одной из	4	5
65	и их	1	5
66	в связи	2	5
67	не может	14	5
68	но это	3	5
69	от всех	2	5
70	есть и	4	5
71	же как	4	4
72	в доме	1	4
73	мы уже	4	4
74	его не	2	4
75	мы не	4	4
76	и о	2	4
77	но не	6	4
78	эта связь	3	4
79	перед нами	2	4
80	кроме того	3	4
81	и питье	1	4
82	в самом	2	4
83	по своему	1	4
84	об этом	6	4
85	не мог	1	4
86	точки зрения	4	4
87	в их	4	4
88	своего рода	4	4
89	в основе	2	4
90	у него	10	4
91	очень часто	1	4
92	и это	2	4
93	можно было	1	4
94	ничего не	5	4
95	и здесь	12	4
96	о том	9	4
97	и во	1	4
98	связаны с	2	4
99	только в	6	4
100	с этим	2	4
101	характерно что	2	4
102	и даже	3	4
103	здесь в	1	4
104	сказать что	2	4
105	а не	8	4
106	его как	1	4
107	как это	2	4
108	и от	2	4
109	все они	1	4
110	а также	1	4
111	а в	10	4
112	как на	1	4
113	такой же	1	4
114	почти всегда	2	3
115	хлеб и	1	3
116	но она	1	3
117	того же	2	3
