N	2gram	Vinokur_Ku_1	Vladivir
1	вл соловьева	1	160
2	и в	24	31
3	в году	1	30
4	не только	10	24
5	но и	6	19
6	то что	9	18
7	и не	12	17
8	и даже	3	15
9	в этом	14	14
10	том что	21	14
11	и с	5	14
12	что в	17	14
13	но в	2	12
14	в его	12	12
15	что он	6	12
16	с его	4	11
17	же с	1	11
18	о том	9	11
19	в том	30	11
20	между прочим	2	11
21	потому что	23	11
22	и то	3	10
23	также и	2	10
24	он не	2	10
25	так что	4	10
26	письме к	1	10
27	как мы	1	9
28	никогда не	2	9
29	в конце	1	9
30	только в	11	9
31	даже и	3	9
32	а в	5	9
33	и по	1	8
34	в москве	2	8
35	в то	2	8
36	в дальнейшем	1	8
37	в письме	1	8
38	так как	9	8
39	кроме того	1	7
40	как это	3	7
41	и его	5	7
42	для него	1	7
43	об этом	1	7
44	о нем	2	7
45	в эти	1	7
46	уже в	3	7
47	как раз	8	7
48	еще и	5	7
49	е в	2	7
50	сказать что	1	7
51	того же	4	6
52	то же	8	6
53	то он	1	6
54	свое время	2	6
55	это было	2	6
56	в котором	3	6
57	иной раз	2	6
58	у нас	10	6
59	и сам	1	6
60	так и	7	6
61	разного рода	1	6
62	и что	5	6
63	можно сказать	3	6
64	в качестве	7	6
65	может быть	13	6
66	на этот	2	6
67	и потому	4	6
68	не может	7	6
69	к этому	1	6
70	не был	1	5
71	но как	1	5
72	когда он	3	5
73	на то	4	5
74	и если	3	5
75	не в	11	5
76	что и	4	5
77	вовсе не	10	5
78	но он	1	5
79	не было	3	5
80	а с	3	5
81	что же	6	5
82	все это	6	5
83	видно что	2	5
84	и от	1	5
85	а также	1	5
86	с ним	5	5
87	в свое	2	5
88	жизни и	1	5
89	в своих	1	5
90	из его	1	4
91	я не	2	4
92	мы и	1	4
93	что его	2	4
94	совсем не	1	4
95	в этой	3	4
96	в истории	3	4
97	в своем	3	4
98	хотя и	3	4
99	и как	2	4
100	в которой	6	4
101	в нашем	1	4
102	в себе	3	4
103	как он	1	4
104	в нем	4	4
105	главным образом	1	4
106	в россии	1	4
107	что у	1	4
108	же касается	4	4
109	этом смысле	3	4
110	как и	2	4
111	несмотря на	3	4
112	в своей	2	4
113	мысли и	1	4
114	не раз	2	4
115	а а	3	4
116	дело в	1	4
117	же время	2	4
118	да и	1	4
119	никак не	2	4
120	а м	1	4
121	один из	4	4
122	себя в	1	4
123	и теперь	1	4
124	и у	1	4
125	этот раз	1	4
126	соловьева к	1	4
127	в особенности	3	4
128	после смерти	1	4
129	что для	1	4
130	и все	2	4
131	для нас	2	4
132	увидим ниже	1	3
133	народного просвещения	1	3
134	в семье	1	3
135	на себя	3	3
136	и он	3	3
137	это время	1	3
138	и на	4	3
139	то мы	3	3
140	но не	5	3
141	в общем	3	3
142	отношение к	1	3
143	что они	4	3
144	отнюдь не	1	3
145	как в	4	3
146	все же	12	3
147	более или	3	3
148	со своей	1	3
149	в целом	4	3
150	все эти	6	3
151	но на	1	3
152	едва ли	1	3
153	и вот	1	3
154	на его	3	3
155	уже тогда	1	3
156	из своего	1	3
157	не мог	2	3
158	или менее	3	3
159	взгляд на	1	3
160	что касается	2	3
161	но это	1	3
162	что этот	1	3
163	раз и	1	3
164	в науке	4	3
165	и притом	1	3
166	но только	1	3
