1	в то же время	3	5
2	и в то же	1	3
3	в этом отношении очень	1	2
4	и в конце концов	1	1
5	правило форма создает для	1	1
6	в большей или меньшей	1	1
7	в этом отношении статья	1	1
8	о методах изучения литературы	1	1
9	литературные произведения а как	1	1
10	произведения а как психологические	1	1
11	о формальном методе и	1	1
12	и в этой области	2	1
13	как литературные произведения а	1	1
14	обычное правило форма создает	1	1
15	но в то же	1	1
16	изучения литературы а о	1	1
17	то же время не	1	1
18	а как психологические документы	1	1
19	не как литературные произведения	1	1
20	мы имеем в виду	1	1
21	склонен рассматривать не как	1	1
22	ориентации поэтики на лингвистику	1	1
23	не в том что	1	1
24	поэтики на лингвистику в	1	1
25	методах изучения литературы а	1	1
26	форма создает для себя	1	1
27	не о методах изучения	1	1
28	большей или меньшей степени	1	1
29	рассматривать не как литературные	1	1
30	создает для себя содержание	1	1
31	то о чем рассказывается	1	1
