N	2gram	Tiupa_Lite_3	Problemy
1	и в	16	34
2	и не	22	29
3	как бы	8	27
4	что он	5	23
5	в его	6	22
6	в нем	2	19
7	может быть	12	19
8	не может	8	19
9	и все	1	19
10	как и	5	18
11	себе самому	3	18
12	к себе	8	17
13	в этом	14	16
14	но в	3	16
15	и его	6	16
16	все это	1	16
17	он не	1	15
18	и с	2	15
19	что я	5	15
20	прежде всего	3	15
21	то же	9	14
22	к нему	1	14
23	самом деле	3	13
24	человека из	1	13
25	для него	2	13
26	и к	3	12
27	в то	9	12
28	же время	7	12
29	потому что	3	12
30	но и	14	12
31	на самом	1	11
32	вовсе не	1	11
33	себя самого	1	11
34	внутренний диалог	1	11
35	то что	12	11
36	не только	14	10
37	слова и	1	10
38	а я	3	10
39	самим собою	1	9
40	не в	10	9
41	в отношении	1	9
42	героя и	1	9
43	а не	12	9
44	и т	1	8
45	никогда не	4	8
46	в другом	6	8
47	в самом	3	8
48	себя и	2	8
49	так же	2	8
50	и для	4	8
51	точки зрения	7	8
52	я не	2	7
53	как будто	4	7
54	как мы	2	7
55	и даже	2	7
56	что не	2	7
57	там где	3	7
58	все же	2	7
59	отношении к	1	7
60	что в	2	7
61	мы уже	1	6
62	и на	2	6
63	с его	6	6
64	с собою	1	6
65	отношение к	2	6
66	что они	1	6
67	что у	2	6
68	самим собой	3	6
69	от себя	2	6
70	у меня	1	6
71	для себя	2	6
72	так и	9	6
73	в себе	6	6
74	только в	7	6
75	т п	1	6
76	с ними	2	6
77	не знает	2	6
78	отношению к	4	6
79	он сам	1	5
80	в чем	1	5
81	во внутренний	1	5
82	по отношению	4	5
83	и наконец	3	5
84	и у	1	5
85	в целом	5	5
86	и вот	2	5
87	лишь в	5	5
88	на протяжении	1	5
89	с тем	1	5
90	в слове	3	5
91	он и	2	5
92	в конце	2	5
93	даже в	4	5
94	к тому	6	5
95	и сам	2	5
96	в голосе	1	5
97	что и	2	5
98	это не	5	5
99	все время	3	5
100	того что	9	5
101	обращаться к	1	5
102	так что	1	5
103	из них	4	5
104	в одном	4	5
105	себе и	1	5
106	к своему	1	5
107	и от	1	5
108	хотя бы	1	5
109	а в	5	5
110	полемика с	2	4
111	из его	1	4
112	с таким	1	4
113	еще не	6	4
114	бы то	2	4
115	но не	4	4
116	как в	5	4
117	героев достоевского	1	4
118	бы и	3	4
119	другого как	1	4
120	он в	2	4
121	на его	3	4
122	при этом	15	4
123	последнее слово	1	4
124	то ни	2	4
125	в мире	16	4
126	его в	2	4
127	с другими	1	4
128	все равно	1	4
129	с точки	3	4
130	но это	1	4
131	друг другу	1	4
132	он с	1	4
133	как раз	2	4
134	его с	1	4
135	если бы	2	4
136	на вопрос	1	4
137	только на	1	4
138	в начале	4	4
139	в общем	1	4
140	так как	1	4
141	у него	1	4
142	с другой	6	4
143	тем что	2	4
144	человека как	1	4
145	вместе с	5	4
146	слова о	1	4
147	я в	7	4
148	ни было	2	4
149	отношением к	2	4
150	бы его	1	4
151	и то	1	3
152	за собой	1	3
153	бы уже	1	3
154	так чтобы	2	3
155	говорить о	1	3
156	как я	1	3
157	в виду	1	3
158	в ней	1	3
159	нет и	1	3
160	хотя и	4	3
161	и как	3	3
162	уже в	1	3
163	ее как	1	3
164	как он	1	3
165	не как	2	3
166	в каждом	1	3
167	знает что	2	3
168	он все	2	3
169	далеко не	2	3
170	этого не	1	3
171	должно быть	4	3
172	в своей	7	3
173	как ты	2	3
174	в котором	1	3
175	и другого	2	3
176	не менее	2	3
177	но он	1	3
178	по себе	2	3
179	его внутреннего	1	3
180	с миром	1	3
181	том что	8	3
182	во всем	1	3
183	есть только	1	3
184	его за	1	3
185	слова с	1	3
186	с ее	3	3
187	не могу	2	3
188	в ее	5	3
189	диалог с	2	3
190	еще в	3	3
191	для этого	1	3
192	между тем	3	3
193	наконец в	3	3
194	к концу	1	3
195	но так	1	3
196	в том	12	3
197	нуждается в	1	3
198	а с	1	3
199	своего собственного	1	3
200	до конца	4	3
201	эти слова	2	3
202	со словом	1	3
203	сам не	1	3
204	же я	1	3
205	если не	2	3
206	сознания и	2	3
207	это как	3	3
208	бы в	1	3
209	другой стороны	2	3
210	жизни и	3	3
211	я и	10	2
212	от этой	1	2
213	например в	3	2
214	зависимость от	1	2
215	это и	1	2
216	все те	1	2
217	той же	3	2
218	для его	3	2
219	себе как	1	2
220	совпадает с	1	2
221	мы и	2	2
222	кто же	1	2
223	того же	2	2
224	и он	1	2
225	столь же	1	2
226	во всех	2	2
227	бы не	1	2
228	в сторону	3	2
229	герой не	1	2
230	ними а	1	2
231	отличие от	5	2
232	за пределы	1	2
233	определяется не	1	2
234	сама по	1	2
235	с этим	1	2
236	в своем	1	2
237	когда он	2	2
238	в этот	1	2
239	раз в	2	2
240	тому же	5	2
241	вследствие этого	2	2
242	так сказать	1	2
243	вообще не	1	2
244	а просто	1	2
245	и если	4	2
246	подобно тому	2	2
247	не бывает	1	2
248	такого же	1	2
249	бы они	1	2
250	входит в	4	2
251	было в	1	2
252	было бы	2	2
253	лишь на	2	2
254	как другого	1	2
255	в жизни	8	2
256	кажется что	1	2
257	в них	1	2
258	а прежде	1	2
259	и того	1	2
260	был бы	1	2
261	что такое	1	2
262	в отличие	5	2
263	своего рода	10	2
264	оно должно	1	2
265	тем не	1	2
266	однако в	4	2
267	что сам	1	2
268	между двумя	1	2
269	в той	1	2
270	тому что	1	2
271	я для	1	2
272	во время	1	2
273	слова как	1	2
274	как на	3	2
275	мире и	1	2
276	о нем	2	2
277	входят в	1	2
278	и со	1	2
279	он отвечает	1	2
280	становится для	1	2
281	нет ни	1	2
282	отнюдь не	3	2
283	той или	2	2
284	нет на	1	2
285	что вы	1	2
286	так в	1	2
287	обращаясь к	1	2
288	и себе	1	2
289	жизнь и	1	2
290	в диалог	1	2
291	на другого	1	2
292	о том	6	2
293	на нее	1	2
294	переходит в	1	2
295	и только	2	2
296	другого в	4	2
297	еще более	1	2
298	не знаю	2	2
299	и об	2	2
300	и мир	1	2
301	один из	2	2
302	но с	2	2
303	вне себя	2	2
304	то в	3	2
305	и ее	2	2
306	при всей	1	2
307	со всеми	2	2
308	в эти	1	2
309	вот этот	1	2
310	конечно не	1	2
311	уже не	3	2
312	за ним	2	2
313	свой собственный	1	2
314	друг друга	1	2
315	и делает	1	2
316	нет в	1	2
317	один в	2	2
318	или иной	2	2
319	не было	1	2
320	а так	2	2
321	о чем	3	2
322	и ему	1	2
323	и потому	2	2
324	в человеке	1	2
325	тому как	3	2
326	самого себя	1	2
327	остается в	1	2
328	я к	2	2
329	с этой	2	2
330	нисколько не	1	2
331	более того	3	2
332	это уже	1	2
333	только мне	1	2
334	вопрос о	2	2
335	человек и	1	2
336	я как	4	2
337	среди других	1	2
338	не с	2	2
339	я хотел	1	2
340	ибо в	1	2
341	будто бы	1	2
342	не я	2	2
343	сказать что	1	2
344	найти себя	2	2
345	в последнем	1	2
346	вдруг и	1	2
347	к другим	1	2
348	того времени	1	2
349	одним из	4	1
350	начинается с	1	1
351	к духовной	1	1
352	с кем	1	1
353	в сердце	1	1
354	тех же	1	1
355	сама себя	1	1
356	идет о	1	1
357	такого слова	1	1
358	от самого	1	1
359	в первом	2	1
360	о тебе	1	1
361	его же	1	1
362	по преимуществу	1	1
363	что эти	1	1
364	где я	1	1
365	отношения к	3	1
366	могу обойтись	1	1
367	в их	1	1
368	по его	1	1
369	обойтись без	1	1
370	сильное впечатление	1	1
371	приводят к	1	1
372	в каждый	1	1
373	то это	2	1
374	и самой	1	1
375	и цельный	1	1
376	в каждой	2	1
377	становясь на	1	1
378	проявляется в	1	1
379	свою очередь	1	1
380	на другом	1	1
381	разумеется не	3	1
382	он был	1	1
383	себя а	1	1
384	его уже	1	1
385	тем как	1	1
386	сказать и	2	1
387	отказ от	2	1
388	к которой	1	1
389	к богу	1	1
390	чтоб не	1	1
391	а и	2	1
392	уже как	1	1
393	не просто	1	1
394	произведение в	1	1
395	когда например	1	1
396	я только	2	1
397	вмешивается в	1	1
398	в центре	1	1
399	независимо от	1	1
400	встречи с	1	1
401	сделать в	1	1
402	ней в	1	1
403	перед нами	1	1
404	в полном	2	1
405	свою внутреннюю	1	1
406	могли бы	2	1
407	что по	1	1
408	жизни нет	1	1
409	и хотя	1	1
410	еще на	2	1
411	говорил он	1	1
412	романа это	1	1
413	чем бы	1	1
414	в этой	8	1
415	им в	2	1
416	заключение мы	1	1
417	особое место	2	1
418	и до	1	1
419	и кто	1	1
420	жизнь как	2	1
421	в общении	1	1
422	заявляет что	1	1
423	к героям	1	1
424	поэтому ее	1	1
425	собой не	1	1
426	в корне	1	1
427	на жизнь	2	1
428	чтобы в	1	1
429	на то	2	1
430	о таком	1	1
431	человека в	2	1
432	значительной степени	1	1
433	больше всего	1	1
434	здесь мы	1	1
435	что почти	1	1
436	а затем	3	1
437	выражение и	1	1
438	в глубине	2	1
439	момент и	1	1
440	то есть	5	1
441	о в	1	1
442	частей романа	1	1
443	в итоге	1	1
444	материал для	1	1
445	только одно	1	1
446	но уже	3	1
447	она и	2	1
448	со своими	2	1
449	в москве	1	1
450	и было	1	1
451	в точку	1	1
452	в романе	3	1
453	она была	1	1
454	в этих	1	1
455	в г	3	1
456	с ума	1	1
457	я может	1	1
458	можно сказать	2	1
459	себе с	1	1
460	и при	2	1
461	народ и	1	1
462	самого в	1	1
463	не столько	1	1
464	на фоне	1	1
465	первой реплики	1	1
466	в зеркало	1	1
467	художественного мира	1	1
468	все мое	2	1
469	другом и	1	1
470	и эти	1	1
471	уезжает в	1	1
472	что никакой	1	1
473	была не	1	1
474	и более	1	1
475	в устах	1	1
476	бы быть	1	1
477	возвращается к	1	1
478	объекта есть	1	1
479	враждебности к	1	1
480	нас к	2	1
481	натуральную школу	1	1
482	на один	1	1
483	пять лет	1	1
484	мир он	1	1
485	взглянула на	1	1
486	она не	1	1
487	почти никогда	1	1
488	на два	1	1
489	и остается	1	1
490	в процессе	1	1
491	в основе	5	1
492	от жизни	2	1
493	мысли в	1	1
494	не случайно	3	1
495	к тебе	1	1
496	в огромном	1	1
497	тогда когда	1	1
498	не лучше	1	1
499	котором не	1	1
500	а во	1	1
501	в ком	1	1
502	за исключением	1	1
503	на уме	1	1
504	ему и	1	1
505	с читателем	1	1
506	и теперь	1	1
507	связи с	2	1
508	возвращает нас	1	1
509	человек существует	1	1
510	этом отношении	5	1
511	вот в	2	1
512	материала но	1	1
513	когда мы	1	1
514	для такого	2	1
515	и мне	1	1
516	встречаются и	1	1
517	все еще	3	1
518	тот другой	1	1
519	для того	2	1
520	оно не	2	1
521	которой она	2	1
522	я тебя	1	1
523	стояли у	1	1
524	приходит к	1	1
525	говорит сам	1	1
526	и о	1	1
527	того чтобы	2	1
528	момент в	1	1
529	но при	1	1
530	здесь не	2	1
531	данном случае	4	1
532	он мог	1	1
533	для всего	1	1
534	да что	1	1
535	только не	1	1
536	вопрос что	1	1
537	значение в	1	1
538	материала для	1	1
539	котором мы	1	1
540	с собой	1	1
541	времени и	1	1
542	так чтоб	1	1
543	себя что	1	1
544	как ему	1	1
545	а там	1	1
546	на все	1	1
547	тех кто	1	1
548	внимание на	2	1
549	из рассказа	2	1
550	этой мысли	1	1
551	очень существенная	1	1
552	каждом своем	1	1
553	в значительной	1	1
554	посмотрел на	1	1
555	не вмешивается	1	1
556	нет у	1	1
557	путь из	1	1
558	и требует	1	1
559	на месте	1	1
560	ним и	1	1
561	его герой	1	1
562	других но	2	1
563	во всей	2	1
564	боже мой	1	1
565	в середине	1	1
566	во внешнем	1	1
567	в ту	2	1
568	не должен	1	1
569	которой в	1	1
570	и она	1	1
571	все выше	1	1
572	не зная	1	1
573	что здесь	1	1
574	как например	2	1
575	по своей	3	1
576	будь то	1	1
577	самому как	1	1
578	и действительно	1	1
579	не идет	1	1
580	цельный образ	1	1
581	по мнению	1	1
582	одних и	1	1
583	с одной	4	1
584	себя в	7	1
585	для всех	1	1
586	точно и	1	1
587	я я	2	1
588	обращения к	1	1
589	чтобы он	2	1
590	оно в	1	1
591	здесь это	2	1
592	на свое	2	1
593	а то	1	1
594	и других	1	1
595	и их	1	1
596	руки и	1	1
597	вам было	1	1
598	слово как	1	1
599	на душу	1	1
600	для меня	2	1
601	случае не	1	1
602	к той	1	1
603	и вместе	2	1
604	лишь один	1	1
605	но из	1	1
606	никого не	1	1
607	не были	1	1
608	и тех	1	1
609	чем он	1	1
610	и быть	1	1
611	еще и	2	1
612	или о	1	1
613	борьба за	1	1
614	предмет и	1	1
615	обратиться к	1	1
616	его из	1	1
617	не говоря	4	1
618	внутренний диалогизм	1	1
619	к человеку	1	1
620	я пишу	1	1
621	на этот	1	1
622	а сам	1	1
623	ничем не	1	1
624	выше и	2	1
625	власти и	1	1
626	сам себе	1	1
627	и взаимоотношение	1	1
628	него не	2	1
629	они лишь	1	1
630	и вне	1	1
631	себя на	1	1
632	в те	1	1
633	именно поэтому	1	1
634	все более	2	1
635	ведет и	1	1
636	нет ничего	1	1
637	ко всем	1	1
638	к его	1	1
639	речь не	1	1
640	какого бы	2	1
641	человек но	1	1
642	в данном	4	1
643	на себя	2	1
644	и там	1	1
645	как средство	1	1
646	я с	3	1
647	плачут и	1	1
648	быть не	2	1
649	черты и	1	1
650	художественное произведение	2	1
651	человека который	1	1
652	это противостояние	1	1
653	с первой	2	1
654	только для	3	1
655	что касается	1	1
656	ему он	1	1
657	характерные для	1	1
658	это последнее	2	1
659	под названием	1	1
660	глубине души	1	1
661	еще одна	1	1
662	всего произведения	1	1
663	и человек	1	1
664	еще раз	2	1
665	которая в	1	1
666	лишь как	1	1
667	со второй	2	1
668	диалога но	1	1
669	все они	2	1
670	тут мы	1	1
671	несмотря на	2	1
672	ты но	1	1
673	над собою	1	1
674	одной из	1	1
675	может и	1	1
676	в свою	2	1
677	с ней	2	1
678	из тех	1	1
679	обратим внимание	3	1
680	а со	2	1
681	всех других	1	1
682	из этого	1	1
683	и жизнь	1	1
684	во мрак	1	1
685	с каждым	1	1
686	который не	1	1
687	себе но	1	1
688	не сказал	1	1
689	в своих	2	1
690	героя как	2	1
691	причастности к	6	1
