N	2gram	Bakhtin_Pr_1	FransuaR
1	и в	23	41
2	то есть	24	20
3	таким образом	11	19
4	в этом	25	15
5	как и	8	14
6	и все	3	14
7	то же	10	13
8	все эти	8	13
9	в этой	4	13
10	мы уже	2	12
11	в его	24	12
12	в себе	5	11
13	как мы	5	11
14	в том	11	11
15	прежде всего	7	11
16	так и	10	10
17	в то	10	10
18	все это	7	10
19	в своем	8	9
20	не в	6	9
21	же время	7	9
22	и его	13	9
23	в качестве	1	9
24	и т.п	3	9
25	но и	11	9
26	что в	8	9
27	но в	4	8
28	в конце	5	8
29	то что	18	8
30	и от	1	8
31	по существу	4	8
32	в нем	20	7
33	вовсе не	8	7
34	в них	3	7
35	как бы	28	7
36	и не	34	7
37	в романе	11	7
38	и до	1	6
39	ни в	3	6
40	о том	2	6
41	мы видим	3	6
42	только в	8	6
43	это не	10	6
44	есть в	3	6
45	для него	15	6
46	у него	6	6
47	все они	1	6
48	в году	1	5
49	как в	6	5
50	и к	4	5
51	не только	13	5
52	в плане	5	5
53	точки зрения	21	5
54	потому что	12	5
55	всего в	1	5
56	и это	5	5
57	в ней	1	5
58	к нему	3	5
59	и у	4	5
60	уже в	5	5
61	что и	5	5
62	вместе с	2	5
63	так же	6	5
64	и для	3	5
65	в другое	1	5
66	а в	7	5
67	к этому	2	5
68	место в	1	4
69	в сущности	5	4
70	и на	10	4
71	хотя и	1	4
72	и наконец	5	4
73	что это	1	4
74	он не	4	4
75	но все	4	4
76	и с	4	4
77	должно быть	1	4
78	том что	9	4
79	одном из	2	4
80	но он	2	4
81	одна из	2	4
82	ничего не	6	4
83	рядом с	13	4
84	из одного	4	4
85	и здесь	3	4
86	уже говорили	1	4
87	может быть	21	4
88	длинный ряд	1	4
89	было бы	6	4
90	мира в	6	4
91	мира и	7	4
92	конце концов	4	4
93	все что	3	4
94	например в	3	3
95	он может	3	3
96	и есть	5	3
97	из самых	1	3
98	с точки	15	3
99	той же	6	3
100	то новое	1	3
101	я не	3	3
102	с ее	2	3
103	во всех	5	3
104	совсем не	1	3
105	в четвертой	1	3
106	кроме того	3	3
107	его к	4	3
108	от этого	1	3
109	выражение в	4	3
110	в главе	1	3
111	так сказать	3	3
112	при этом	3	3
113	но именно	4	3
114	и по	2	3
115	в мире	7	3
116	его в	4	3
117	несмотря на	6	3
118	в своей	11	3
119	таким же	2	3
120	и благодаря	2	3
121	в их	3	3
122	тем самым	1	3
123	сам он	3	3
124	в отношении	2	3
125	тем что	3	3
126	все то	4	3
127	можно было	3	3
128	что у	1	3
129	его интересует	1	3
130	о нем	11	3
131	все его	1	3
132	в форме	6	3
133	в свете	3	3
134	что он	10	3
135	поэтому и	2	3
136	по этому	2	3
137	из них	2	3
138	и их	2	3
139	в одном	9	3
140	так как	7	3
141	к брату	1	3
142	нового времени	1	3
143	не на	3	3
144	не было	3	3
145	ничем не	1	3
146	в третьей	1	3
147	но есть	1	3
148	в руках	1	3
149	не может	11	3
150	и потому	3	3
151	в той	6	3
152	в человеческом	1	3
153	такой же	1	3
154	но это	5	3
155	не знает	1	3
156	есть и	1	3
157	жизни и	6	3
158	и другие	2	3
159	это в	2	3
160	мира его	1	2
161	и то	1	2
162	на самом	4	2
163	времени он	1	2
164	из всех	1	2
165	пространства и	1	2
166	есть не	2	2
167	со всех	1	2
168	он знает	3	2
169	мы не	2	2
170	в которой	4	2
171	и новые	1	2
172	он действует	1	2
173	всего романа	1	2
174	же что	2	2
175	и самого	4	2
176	еще не	5	2
177	в которых	2	2
178	оно ни	1	2
179	в чем	1	2
180	с его	6	2
181	а следовательно	1	2
182	которое только	1	2
183	а только	1	2
184	точка зрения	7	2
185	явлений и	1	2
186	по отношению	11	2
187	отношение к	1	2
188	в одной	4	2
189	перед нами	4	2
190	все новые	1	2
191	есть о	1	2
192	как он	2	2
193	и еще	1	2
194	и вот	2	2
195	одно и	1	2
196	человека в	5	2
197	значительной степени	1	2
198	что все	3	2
199	это было	1	2
200	себе все	1	2
201	но их	1	2
202	с этим	1	2
203	далеко не	1	2
204	в этих	2	2
205	места в	1	2
206	все элементы	1	2
207	во второй	1	2
208	своего рода	1	2
209	образом и	1	2
210	их в	2	2
211	том и	1	2
212	новые и	1	2
213	находит свое	1	2
214	его целом	5	2
215	дело в	1	2
216	в процессе	4	2
217	вперед в	1	2
218	особый характер	1	2
219	земли в	1	2
220	следовательно и	2	2
221	индивидуальной души	1	2
222	явление в	1	2
223	через все	1	2
224	весь этот	2	2
225	этом отношении	5	2
226	в области	3	2
227	и времени	1	2
228	нет ни	2	2
229	к тому	1	2
230	они и	1	2
231	не есть	1	2
232	оно не	2	2
233	в каждой	2	2
234	должен быть	1	2
235	и образ	1	2
236	в себя	3	2
237	с самого	2	2
238	роль в	2	2
239	о тех	1	2
240	никогда не	5	2
241	здесь как	1	2
242	начала и	1	2
243	отсюда и	1	2
244	здесь нет	1	2
245	во все	3	2
246	находится в	1	2
247	в построении	5	2
248	и мира	1	2
249	в значительной	1	2
250	в дантовском	2	2
