N	2gram	Nazirov_Vr_1	formyVre
1	и в	8	50
2	в романе	6	32
3	в этом	8	25
4	в нем	6	24
5	человека в	3	17
6	и его	3	16
7	в литературе	1	16
8	прежде всего	1	15
9	и не	5	14
10	в его	3	13
11	как раз	2	13
12	так и	1	12
13	человека и	1	11
14	то же	5	11
15	таким образом	2	11
16	может быть	4	11
17	и как	3	10
18	но в	6	10
19	с его	3	9
20	роль в	1	9
21	не только	9	9
22	в то	5	9
23	ничего не	1	9
24	же время	5	9
25	в том	3	9
26	в конце	3	9
27	в особенности	1	9
28	того же	1	8
29	в самом	1	8
30	его жизни	1	8
31	но и	7	8
32	и их	1	8
33	как и	6	8
34	жизни и	1	8
35	это время	1	7
36	и во	3	7
37	не было	5	7
38	в условиях	1	7
39	во всех	1	6
40	как в	1	6
41	с этим	1	6
42	все же	6	6
43	это не	4	6
44	в их	1	6
45	с ее	1	6
46	в ее	1	6
47	связи с	3	6
48	в жизни	1	6
49	у него	5	6
50	то что	7	6
51	в частности	1	6
52	не может	2	6
53	так же	4	6
54	и все	7	6
55	еще не	2	5
56	но не	1	5
57	этого типа	1	5
58	и речи	1	5
59	отнюдь не	2	5
60	и у	3	5
61	этот процесс	1	5
62	он не	3	5
63	всех этих	1	5
64	одного и	1	5
65	точки зрения	2	5
66	не могло	1	5
67	могут быть	1	5
68	романа в	1	5
69	в связи	3	5
70	наряду с	3	5
71	в основном	1	5
72	что в	7	5
73	этого романа	1	4
74	и то	2	4
75	и это	2	4
76	роман в	1	4
77	в ней	4	4
78	в своем	3	4
79	то время	1	4
80	раз в	3	4
81	но на	1	4
82	время и	2	4
83	и с	6	4
84	в них	2	4
85	том что	3	4
86	в котором	6	4
87	в процессе	1	4
88	не имеет	1	4
89	потому что	1	4
90	к себе	2	4
91	жизнь и	1	4
92	в роман	2	4
93	и т.п	2	4
94	до конца	1	4
95	нет ничего	1	4
96	в той	2	4
97	все это	4	4
98	отношения к	2	3
99	по преимуществу	1	3
100	событий и	1	3
101	в виду	4	3
102	хотя и	1	3
103	романе не	1	3
104	в себе	2	3
105	при этом	4	3
106	одно и	1	3
107	его в	3	3
108	и уже	3	3
109	в этих	1	3
110	их в	2	3
111	но они	1	3
112	друг друга	1	3
113	этом отношении	1	3
114	героев и	1	3
115	и образ	1	3
116	нас в	1	3
117	во всей	1	3
118	в форме	1	3
119	один из	1	3
120	романа и	1	3
121	и ее	2	3
122	в качестве	1	3
123	же в	2	3
124	в начале	6	3
125	в одном	1	3
126	до сих	1	3
127	именно в	1	3
128	более того	1	3
129	человек в	1	3
130	вместе с	2	3
131	да и	1	3
132	сих пор	1	3
133	еще более	1	3
134	а в	2	3
135	они не	1	3
136	к этому	3	3
137	в таком	1	3
138	во всяком	1	3
139	также и	1	2
140	же как	2	2
141	к своей	1	2
142	той же	1	2
143	их и	1	2
144	на них	1	2
145	в чем	3	2
146	только два	1	2
147	совсем не	1	2
148	в истории	4	2
149	для всех	1	2
150	не являются	1	2
151	в этот	3	2
152	в целом	1	2
153	момент его	1	2
154	тому же	1	2
155	выражение в	1	2
156	как бы	4	2
157	как он	1	2
158	по всем	1	2
159	уже не	2	2
160	об этом	5	2
161	мировой литературе	1	2
162	самим собой	1	2
163	ясно что	1	2
164	было бы	1	2
165	не встретились	1	2
166	рядом с	2	2
167	попадает в	1	2
168	для него	2	2
169	в своей	2	2
170	с точки	2	2
171	место в	2	2
172	но он	3	2
173	том же	2	2
174	раз и	1	2
175	нем в	1	2
176	никогда не	2	2
177	это то	1	2
178	в другую	1	2
179	во всем	1	2
180	в каком	1	2
181	во все	1	2
182	правда не	1	2
183	как по	1	2
184	во многом	4	2
185	и вообще	1	2
186	с ним	4	2
187	единства и	1	2
188	а также	2	2
189	на основе	2	2
190	того что	1	2
191	этом романе	1	2
192	быть и	1	2
193	и кончая	1	2
194	уже в	4	2
195	его и	2	2
196	ни с	1	2
197	никто не	1	2
198	мы находим	1	2
199	отношение к	2	2
200	к ним	2	2
201	тем что	3	2
202	лишь один	1	2
203	и даже	6	2
204	о своей	1	2
205	с другой	1	2
206	далеко не	3	2
207	соответствии с	1	2
208	в соответствии	1	2
209	и стал	2	2
210	с помощью	1	2
211	в честь	2	2
212	его на	2	2
213	влияния на	1	2
214	в это	2	2
215	но для	1	2
216	вне его	1	2
217	одна из	2	2
218	в мировой	1	2
219	уже на	1	2
220	человек и	1	2
221	для нас	4	2
222	она же	1	2
223	равно как	1	2
224	в свою	2	2
225	он у	1	2
226	одним из	3	1
227	начинается с	1	1
228	литературе эта	1	1
229	с исторической	1	1
230	которого никто	1	1
231	идет о	1	1
232	и есть	1	1
233	ему что	1	1
234	он всегда	1	1
235	высшей степени	1	1
236	по его	1	1
237	из всех	1	1
238	бы в	1	1
239	именно к	1	1
240	который был	3	1
241	это отношение	1	1
242	я не	3	1
243	не совсем	1	1
244	всего романа	1	1
245	и он	2	1
246	он был	3	1
247	он сам	2	1
248	первый план	1	1
249	материала это	1	1
250	служит для	1	1
251	и всего	1	1
252	то он	1	1
253	но как	2	1
254	есть по	1	1
255	некоторые мотивы	1	1
256	и я	1	1
257	независимо от	1	1
258	и наконец	1	1
259	и сам	1	1
260	себе не	1	1
261	эту проблему	1	1
262	мотивы и	2	1
263	что это	1	1
264	в этой	2	1
265	и холодным	1	1
266	на то	3	1
267	не могла	1	1
268	день все	1	1
269	о которой	2	1
270	в плане	1	1
271	есть все	1	1
272	в мире	2	1
273	конечно в	1	1
274	это было	1	1
275	ближе к	1	1
276	в высшей	1	1
277	которой он	1	1
278	в эту	2	1
279	во время	2	1
280	он использовал	3	1
281	всяком случае	1	1
282	были известны	1	1
283	далее в	1	1
284	своего рода	1	1
285	черты характера	1	1
286	есть еще	1	1
287	с такими	1	1
288	что этот	1	1
289	времени а	1	1
290	возвращается к	1	1
291	человека но	1	1
292	литературу в	1	1
293	из которых	1	1
294	на три	1	1
295	вплоть до	1	1
296	как о	1	1
297	правда в	1	1
298	к типу	2	1
299	следовательно и	1	1
300	и сильно	1	1
301	того в	1	1
302	его судьбу	1	1
303	по своей	1	1
304	это слово	1	1
305	такие же	1	1
306	пока не	1	1
307	в момент	2	1
308	вошли в	1	1
309	похож на	1	1
310	отличается от	1	1
311	этого и	1	1
312	его с	2	1
313	время он	2	1
314	и был	1	1
315	свою очередь	1	1
316	к друзьям	1	1
317	и тонко	1	1
318	так в	2	1
319	человека он	1	1
320	было в	1	1
321	живет в	1	1
322	собой в	1	1
323	вошел в	1	1
324	вследствие которых	1	1
325	они как	1	1
326	можно бы	1	1
327	и наказание	1	1
328	не был	1	1
