N	2gram	Potebnia_M_4	Mirosoze
1	может быть	26	30
2	не только	10	29
3	и в	23	28
4	не может	11	28
5	человеческого духа	6	26
6	но и	11	25
7	а не	12	25
8	он не	2	24
9	о человеке	3	23
10	человеческой природы	2	20
11	в этом	23	20
12	не было	12	18
13	у него	1	17
14	не в	11	16
15	потому что	33	16
16	в ней	2	15
17	в своей	1	15
18	человека и	3	14
19	и есть	3	14
20	никогда не	3	14
21	человека в	2	13
22	в нем	7	13
23	и это	2	12
24	в самом	3	11
25	для него	5	11
26	и не	18	11
27	в своем	8	10
28	человек не	2	10
29	было бы	8	10
30	бога и	1	10
31	что в	17	10
32	свободы и	1	10
33	в мире	2	10
34	прежде всего	1	10
35	что он	4	10
36	и потому	10	10
37	и все	4	10
38	с тем	7	9
39	но он	1	9
40	и его	2	9
41	не есть	9	9
42	в его	5	9
43	к человеку	1	9
44	есть лишь	2	9
45	в котором	4	8
46	но не	1	8
47	в человеке	1	8
48	не был	1	7
49	но в	8	7
50	в себе	14	7
51	быть может	4	7
52	в самой	2	7
53	любви к	1	7
54	к нему	5	7
55	того что	14	7
56	нет ничего	3	7
57	должна быть	1	6
58	и на	3	6
59	он сам	1	6
60	в которой	6	6
61	лишь в	3	6
62	в этой	1	6
63	ведет к	3	6
64	все в	2	6
65	только в	15	6
66	вместе с	6	6
67	человек должен	1	6
68	все это	5	6
69	человек и	1	6
70	в том	23	6
71	нет и	1	5
72	если он	1	5
73	от нее	1	5
74	это не	7	5
75	как и	14	5
76	что есть	3	5
77	у нас	2	5
78	не могут	2	5
79	человека на	1	5
80	то что	29	5
81	и человека	1	5
82	у человека	1	5
83	и я	2	5
84	человеческая природа	1	5
85	мира и	1	5
86	есть не	4	4
87	xix века	1	4
88	отношение к	2	4
89	за пределы	1	4
90	духа и	2	4
91	увидим что	1	4
92	не как	2	4
93	и по	3	4
94	должен был	1	4
95	в них	3	4
96	в этих	3	4
97	точки зрения	4	4
98	в их	1	4
99	в которых	3	4
100	к ней	2	4
101	она не	2	4
102	что и	7	4
103	один из	2	4
104	в человека	1	4
105	уже не	3	4
106	уже в	5	4
107	есть уже	4	4
108	а в	5	4
109	тем что	10	4
110	и вместе	3	4
111	нет в	1	4
