N	2gram	Nazirov_Tv_2	Problemy
1	и в	20	46
2	то есть	5	40
3	и не	9	27
4	может быть	8	23
5	не может	7	19
6	как бы	11	19
7	в нем	3	17
8	в этом	8	16
9	у достоевского	30	16
10	не только	13	14
11	перед нами	1	12
12	как мы	1	12
13	но и	8	12
14	как и	6	12
15	и на	5	11
16	в одном	2	11
17	а не	6	11
18	в пределах	1	10
19	не в	4	10
20	между ними	1	10
21	и к	1	9
22	в самом	3	9
23	в его	10	9
24	в том	8	9
25	в большинстве	1	9
26	вовсе не	2	9
27	прежде всего	8	9
28	достоевского в	9	8
29	до сих	3	8
30	сих пор	3	8
31	еще не	5	7
32	романах достоевского	13	7
33	в себе	3	7
34	и с	8	7
35	по себе	1	7
36	как раз	1	7
37	то же	7	6
38	никогда не	11	6
39	и он	2	6
40	макара девушкина	1	6
41	хотя и	4	6
42	но в	4	6
43	к одному	1	6
44	в каждом	1	6
45	ни в	1	6
46	на фоне	1	6
47	что я	2	6
48	но это	5	6
49	и его	9	6
50	настасьи филипповны	4	6
51	о нем	1	6
52	что он	6	6
53	только в	2	6
54	произведений достоевского	1	6
55	друг друга	2	6
56	и между	1	6
57	к себе	1	6
58	все это	6	6
59	в романе	15	6
60	ну что	1	5
61	в котором	3	5
62	с его	1	5
63	во всех	1	5
64	по отношению	3	5
65	так сказать	2	5
66	при этом	8	5
67	особенно в	2	5
68	это не	7	5
69	в жизни	1	5
70	рядом с	2	5
71	в то	10	5
72	в структуре	1	5
73	себе самом	1	5
74	если же	1	5
75	и сам	5	5
76	о том	5	5
77	же время	7	5
78	так как	3	5
79	у него	6	5
80	в романах	13	5
81	отношению к	3	5
82	например в	5	4
83	самом деле	2	4
84	в их	3	4
85	мы не	4	4
86	на себя	1	4
87	героя и	2	4
88	но не	5	4
89	как в	4	4
90	все же	5	4
91	все эти	4	4
92	он не	3	4
93	таким образом	10	4
94	и наконец	2	4
95	том что	4	4
96	в этих	1	4
97	своего рода	3	4
98	у тургенева	2	4
99	настасья филипповна	4	4
100	том же	2	4
101	любовь к	1	4
102	в процессе	2	4
103	потому что	7	4
104	в себя	1	4
105	приводит к	2	4
106	так и	6	4
107	по мере	1	4
108	в виду	1	4
109	и здесь	1	4
110	и других	2	4
111	уже не	3	4
112	уже в	2	4
113	превращается в	3	4
114	должно быть	1	4
115	и нет	1	4
116	то что	3	4
117	не знает	1	4
118	совершенно не	1	4
119	что в	7	4
120	но эти	2	4
121	том числе	1	4
122	одним из	3	3
123	человека и	3	3
124	и это	3	3
125	и до	1	3
126	почти всегда	1	3
127	мы уже	1	3
128	той же	1	3
129	преступления и	2	3
130	и о	1	3
131	до минимума	1	3
132	мы и	1	3
133	то это	1	3
134	отношение к	1	3
135	отличие от	2	3
136	князя мышкина	16	3
137	героев достоевского	5	3
138	из этих	1	3
139	в этой	5	3
140	на то	1	3
141	не к	1	3
142	их в	2	3
143	в мире	5	3
144	было бы	1	3
145	и наказания	2	3
146	произведениях достоевского	2	3
147	такой же	2	3
148	достоевского но	3	3
149	но если	2	3
150	и их	1	3
151	в своей	6	3
152	в отличие	2	3
153	смех в	1	3
154	образом и	1	3
155	но он	1	3
156	она не	1	3
157	дело в	1	3
158	на него	2	3
159	и несколько	1	3
160	у меня	1	3
161	не могут	1	3
162	числе и	1	3
163	но при	1	3
164	с собой	1	3
165	чем у	1	3
166	если бы	4	3
167	и что	2	3
168	в различных	1	3
169	и только	2	3
170	в формах	1	3
171	отличается от	1	3
172	себя в	2	3
173	в диалоге	1	3
174	в конце	6	3
175	что и	1	3
176	бытия и	1	3
177	тем что	3	3
178	и даже	5	3
179	с другой	2	3
180	более того	2	3
181	жизнь в	1	3
182	него в	2	3
183	так же	5	3
184	жизнь и	1	3
185	что же	1	3
186	и для	1	3
187	в речи	1	3
188	еще более	1	3
189	другой стороны	2	3
190	но этот	1	3
191	героя в	4	3
192	и другие	1	3
193	уже после	2	3
194	этого романа	1	2
195	а между	1	2
196	ту же	1	2
197	же как	3	2
198	так я	1	2
199	и через	3	2
200	связи между	1	2
201	из своих	1	2
202	не была	1	2
203	он сам	3	2
204	почти до	1	2
205	если в	1	2
206	нужно быть	1	2
207	нет и	2	2
208	в произведениях	2	2
209	в одной	3	2
210	с этим	1	2
211	стороны и	1	2
212	когда он	4	2
213	и как	1	2
214	не было	2	2
215	его к	1	2
216	мы чувствуем	1	2
217	бы не	2	2
218	так в	2	2
219	творчество достоевского	4	2
220	но ведь	2	2
221	в братьях	6	2
222	у пушкина	3	2
223	и по	2	2
224	об этом	4	2
225	лишь в	1	2
226	достоевского и	2	2
227	автора и	1	2
228	для своих	1	2
229	жизнь не	1	2
230	в которых	3	2
231	мысли и	1	2
232	не менее	2	2
233	одном из	2	2
234	не могли	2	2
235	настасье филипповне	4	2
236	зрения и	1	2
237	всего его	1	2
238	одна из	3	2
239	братьях карамазовых	7	2
240	ничего не	4	2
241	жизни не	1	2
242	к ней	1	2
243	отношении к	1	2
244	и является	1	2
245	у нас	2	2
246	могут быть	2	2
247	к тому	1	2
248	той или	1	2
249	указывает на	1	2
250	творчества достоевского	1	2
251	конце романа	1	2
252	этот диалог	1	2
253	в другом	1	2
254	можно было	1	2
255	живет в	1	2
256	в которые	1	2
257	с ним	3	2
258	редуцированного смеха	1	2
259	мире достоевского	3	2
260	почему же	1	2
261	в преступлении	10	2
262	самого достоевского	2	2
263	преступлении и	11	2
264	между тем	3	2
265	пиковой дамы	1	2
266	достоевского это	3	2
267	в античной	3	2
268	все время	2	2
269	и одновременно	1	2
270	к различным	1	2
271	образов и	1	2
272	этот вопрос	3	2
273	для достоевского	2	2
274	же он	1	2
275	так что	2	2
276	от автора	1	2
277	героя с	2	2
278	в поэзии	1	2
279	слова не	1	2
280	для него	3	2
281	творчестве достоевского	4	2
282	в известной	4	2
283	сами по	1	2
284	а в	4	2
285	к самому	2	2
286	или иной	1	2
287	влияние на	1	2
288	на этот	2	2
289	в рассказе	3	2
