N	2gram	Propp_Isto_6	Narrotol
1	не только	10	26
2	а не	2	17
3	представляет собой	2	16
4	тогда как	2	15
5	но и	9	15
6	при этом	3	14
7	в том	12	14
8	в качестве	3	14
9	и не	10	14
10	в этом	12	13
11	и в	26	13
12	том что	10	13
13	только в	5	11
14	в частности	3	11
15	может быть	11	10
16	в данном	3	10
17	своего рода	2	9
18	сводится к	2	9
19	так и	5	9
20	то есть	1	9
21	к тому	2	9
22	а в	3	9
23	в себе	3	8
24	то что	6	8
25	не в	3	8
26	не может	6	8
27	к себе	2	7
28	у него	7	6
29	в своем	2	6
30	все же	8	6
31	и к	1	6
32	но в	7	6
33	в жизни	1	6
34	никогда не	13	6
35	ничего не	2	6
36	данном случае	3	6
37	можно сказать	2	6
38	а также	4	6
39	в его	5	6
40	того что	2	6
41	со стороны	3	6
42	прежде всего	4	6
43	как бы	4	6
44	героя в	2	6
45	отличие от	1	5
46	что он	9	5
47	как в	6	5
48	хотя и	1	5
49	в нем	8	5
50	тем не	1	5
51	он не	2	5
52	таким образом	12	5
53	и тем	4	5
54	далеко не	3	5
55	точки зрения	1	5
56	в котором	1	5
57	не столько	1	5
58	тем самым	2	5
59	в то	5	5
60	на него	2	5
61	о том	7	5
62	в форме	2	5
63	с одной	7	5
64	по отношению	2	5
65	с другой	10	5
66	одной стороны	7	5
67	отношению к	2	5
68	то же	5	4
69	в ее	1	4
70	в этой	2	4
71	перед нами	2	4
72	встрече с	1	4
73	что это	2	4
74	в силу	1	4
75	уже не	7	4
76	в мире	1	4
77	об этом	1	4
78	все его	1	4
79	в своей	3	4
80	не менее	1	4
81	при всей	1	4
82	но при	2	4
83	если бы	3	4
84	как у	2	4
85	в другом	1	4
86	для него	1	4
87	у нее	1	4
88	как и	5	4
89	как это	5	4
90	не является	1	4
91	с ним	8	4
92	же в	1	4
93	жизни и	2	4
94	что в	12	4
95	все что	4	4
96	говорилось выше	2	3
97	а как	1	3
98	мы имеем	14	3
99	нам в	1	3
100	пребывания в	1	3
101	с его	4	3
102	как правило	1	3
103	но не	2	3
104	что они	2	3
105	в целом	1	3
106	все эти	8	3
107	и его	7	3
108	от которого	1	3
109	и по	4	3
110	того или	1	3
111	при встрече	1	3
112	он является	1	3
113	соответствии с	1	3
114	что я	1	3
115	тому что	1	3
116	одна из	2	3
117	того чтобы	1	3
118	по своей	1	3
119	как по	1	3
120	на том	8	3
121	и когда	1	3
122	и сам	2	3
123	мира и	2	3
124	о котором	2	3
125	о ней	1	3
126	это не	4	3
127	к ней	1	3
128	один из	3	3
129	с ними	2	3
130	и представляет	1	3
131	никак не	1	3
132	между тем	1	3
133	то и	2	3
134	или даже	1	3
135	то у	1	3
136	и даже	1	3
137	с этой	2	3
138	и для	1	3
139	сказать что	3	3
140	в таком	1	3
141	и т	10	2
142	мере в	1	2
143	к другому	1	2
144	должна быть	3	2
145	это некоторый	1	2
146	мы не	6	2
147	же как	3	2
148	в ней	5	2
149	еще не	9	2
150	же она	1	2
151	однако не	1	2
152	как уже	1	2
153	бы с	1	2
154	из этих	4	2
155	раз в	1	2
156	как он	6	2
157	на то	2	2
158	в случае	1	2
159	жизнью и	1	2
160	что она	3	2
161	том свете	4	2
162	чтобы в	1	2
163	не будет	5	2
164	было бы	2	2
165	в самую	1	2
166	несмотря на	1	2
167	за которым	1	2
168	и что	5	2
169	от его	1	2
170	но он	2	2
171	и более	1	2
172	однако в	2	2
173	мира не	1	2
174	что с	1	2
175	в обоих	1	2
176	не имеет	2	2
177	как о	1	2
178	не могло	2	2
179	потому что	13	2
180	для нас	2	2
181	со своим	1	2
182	не вполне	2	2
183	в области	1	2
184	у нас	5	2
185	и здесь	1	2
186	оно не	1	2
187	но для	2	2
188	и он	4	2
189	подобно тому	1	2
190	здесь не	2	2
191	не могу	1	2
192	что у	2	2
193	можно было	2	2
194	те же	1	2
195	том как	3	2
196	все те	1	2
197	а во	1	2
198	восходит к	1	2
199	или иначе	1	2
200	эти два	2	2
201	что и	4	2
202	представления о	10	2
203	в современной	1	2
204	но зато	1	2
205	дело с	1	2
206	может оказаться	1	2
207	не происходит	3	2
208	в виде	6	2
209	не все	1	2
210	одно из	1	2
211	на одном	1	2
212	вовсе не	2	2
213	давно уже	1	2
214	может служить	1	2
215	не случайно	1	2
216	в других	4	2
217	именно в	1	2
218	а с	2	2
219	превращается в	7	2
220	зависит от	4	2
221	более чем	1	2
222	так же	2	2
223	в него	3	2
224	к своему	3	2
225	о чем	2	2
226	видит в	1	2
227	тому как	1	2
228	а потом	2	2
229	другого человека	1	2
230	но это	4	2
231	видно что	2	2
232	не объясняет	1	2
233	своей собственной	1	2
234	бы в	1	2
235	тем более	1	2
236	не должен	1	2
237	только что	2	2
238	вступает в	1	2
239	о своем	1	2
240	они все	1	2
241	в свою	1	2
242	точно так	2	2
243	в своих	3	2
244	во сне	3	2
245	как на	3	2
246	и вновь	1	2
247	они не	3	2
248	отношения к	1	1
249	одним из	1	1
250	также и	1	1
251	например в	7	1
252	в движение	1	1
253	относится и	1	1
254	таком случае	1	1
255	с кем	1	1
256	не имел	1	1
257	противоречие с	1	1
258	так у	3	1
259	между двумя	1	1
260	смерть в	1	1
261	из его	2	1
262	в зависимости	1	1
263	им самим	1	1
264	если я	1	1
265	уходя в	1	1
266	ни у	1	1
267	мир не	2	1
268	вопрос о	3	1
269	героя но	1	1
270	именно к	1	1
271	но она	1	1
272	как то	1	1
273	похожи на	1	1
274	зависимости от	2	1
275	иное как	1	1
276	во всех	1	1
277	бы она	1	1
278	отец как	1	1
279	могло быть	2	1
280	отношение к	1	1
281	не просто	1	1
282	природа в	1	1
283	из таких	1	1
284	относится к	2	1
285	нашего сознания	1	1
286	как говорит	1	1
287	наряду с	3	1
288	первый взгляд	1	1
289	в одной	2	1
290	своей жизни	1	1
291	за этим	1	1
292	до его	1	1
293	и нет	1	1
294	этой стороны	1	1
295	что касается	2	1
296	им в	1	1
297	по форме	1	1
298	сидит в	1	1
299	и как	2	1
300	и наконец	3	1
301	его к	1	1
302	для которой	1	1
303	более или	1	1
304	себе не	1	1
305	здесь и	2	1
306	ним происходит	1	1
307	за собой	5	1
308	а есть	1	1
309	применительно к	1	1
310	так или	1	1
311	все так	1	1
312	можно не	1	1
313	ли герой	1	1
314	героя через	1	1
315	в главе	1	1
316	сказал я	1	1
317	быть только	2	1
318	после этого	4	1
319	раз когда	1	1
320	в солнечном	1	1
321	мифы о	1	1
322	из него	2	1
323	что ни	1	1
324	на этом	1	1
325	людей и	2	1
326	с собой	2	1
327	с белыми	1	1
328	здесь мы	4	1
329	его не	2	1
330	обоих случаях	1	1
331	есть не	1	1
332	на горизонте	1	1
333	который так	1	1
334	приходит в	2	1
335	выходя из	1	1
336	здесь нет	2	1
337	в это	4	1
338	смерть и	2	1
339	ни в	2	1
340	но уже	1	1
341	но мы	2	1
342	не всегда	4	1
343	новые формы	1	1
344	он имеет	4	1
345	становится и	2	1
346	и небо	1	1
347	обратимся к	1	1
348	еще раз	1	1
349	между ними	1	1
350	в саду	1	1
351	на первый	3	1
352	или менее	1	1
353	что создает	1	1
354	есть в	1	1
355	она сама	1	1
356	женщин и	1	1
357	всяком случае	2	1
358	еще нет	4	1
359	она в	2	1
360	не от	1	1
361	в которых	2	1
362	миф о	2	1
363	из земли	2	1
364	говоря и	1	1
365	верили в	1	1
366	он представляется	2	1
367	другом и	1	1
368	мира на	1	1
369	их в	3	1
370	то два	1	1
371	что есть	1	1
372	случае в	1	1
373	можно ли	1	1
374	при всех	1	1
375	к такой	1	1
376	сказку в	1	1
377	она не	3	1
378	на котором	3	1
379	принадлежат к	1	1
380	не делают	1	1
381	в основе	1	1
