N	3gram	Tiupa_Hudo_1	KulturaY
1	и т п	8	24
2	и т д	3	14
3	в том что	6	10
4	можно было бы	4	9
5	с точки зрения	3	8
6	в самом деле	4	7
7	только потому что	2	6
8	в этом смысле	1	5
9	во всяком случае	1	5
10	тем не менее	3	5
11	не только в	2	4
12	не может быть	2	4
13	уже не может	1	3
14	точки зрения в	1	3
15	в этом отношении	3	3
16	в конце концов	1	3
17	в связи с	3	3
18	то же время	8	3
19	в то же	8	3
20	что все эти	1	3
21	потому что он	1	2
22	на самом деле	1	2
23	только в том	2	2
24	том случае если	1	2
25	несмотря на то	1	2
26	с этой точки	1	2
27	в том случае	1	2
28	может быть только	1	2
29	и потому что	1	2
30	в отличие от	1	2
31	в свое время	1	2
32	этой точки зрения	1	2
33	в свою очередь	1	2
34	не только потому	1	2
35	того или иного	2	2
36	и в самом	3	2
37	в конечном счете	2	2
38	но все же	1	2
39	на то что	2	2
40	в узком смысле	1	2
41	так или иначе	2	2
42	том что в	2	1
43	в том смысле	1	1
44	сих пор еще	1	1
45	то что я	1	1
46	речь в данном	1	1
47	все дело в	1	1
48	состоит в том	1	1
49	прежде всего в	1	1
50	легко заметить что	1	1
51	здесь прежде всего	1	1
52	в том и	1	1
53	и там где	1	1
54	до сих пор	2	1
55	в иных случаях	1	1
56	что он не	2	1
57	в первую очередь	2	1
58	об этом в	1	1
59	мы как правило	1	1
60	между тем не	1	1
61	том смысле как	1	1
62	т п все	1	1
63	в значительной степени	2	1
64	это своего рода	1	1
65	в данном случае	1	1
66	сами по себе	1	1
67	не потому что	1	1
68	в первый раз	1	1
69	мы не знаем	1	1
70	с одной стороны	1	1
71	п все эти	1	1
72	потому что оно	1	1
73	а также и	1	1
74	не до конца	1	1
75	не только для	1	1
76	а в иных	1	1
77	приводит к тому	1	1
78	не в том	2	1
79	он уже не	1	1
80	на вопросе о	1	1
81	вследствие того что	1	1
82	вместо того чтобы	2	1
83	т п не	1	1
84	в другом отношении	1	1
85	узком смысле слова	1	1
86	потому что не	1	1
87	то что мы	1	1
88	как и в	3	1
89	связи с этим	2	1
90	о том что	9	1
91	ничего общего с	1	1
92	но и для	1	1
93	с самого начала	1	1
94	быть не должно	1	1
95	речь идет о	2	1
96	к тому чтобы	1	1
97	как впрочем и	1	1
98	это действительно так	1	1
99	к тому что	4	1
100	т п эта	1	1
101	не только от	1	1
