N	2gram	Propp_Russ_1	Narrotol
1	не только	22	26
2	а не	2	17
3	представляет собой	4	16
4	тогда как	2	15
5	но и	16	15
6	при этом	6	14
7	в том	17	14
8	в качестве	3	14
9	и не	6	14
10	в этом	12	13
11	и в	36	13
12	том что	19	13
13	состоит в	8	12
14	только в	4	11
15	в частности	2	11
16	может быть	8	10
17	в данном	1	10
18	своего рода	3	9
19	так и	7	9
20	то есть	3	9
21	к тому	4	9
22	а в	9	9
23	в себе	1	8
24	то что	6	8
25	в тексте	1	8
26	не может	4	8
27	у него	2	6
28	в своем	3	6
29	все же	5	6
30	и к	3	6
31	но в	2	6
32	в жизни	2	6
33	ничего не	3	6
34	данном случае	1	6
35	можно сказать	1	6
36	а также	3	6
37	в его	2	6
38	того что	4	6
39	как бы	5	6
40	ответ на	1	5
41	отличие от	1	5
42	что он	1	5
43	как в	5	5
44	хотя и	2	5
45	в нем	2	5
46	тем не	3	5
47	он не	1	5
48	таким образом	6	5
49	и тем	1	5
50	далеко не	3	5
51	точки зрения	3	5
52	место в	1	5
53	не столько	1	5
54	в то	1	5
55	о том	8	5
56	в форме	1	5
57	по отношению	1	5
58	в той	1	5
59	в отличие	1	5
60	отношению к	1	5
61	то же	3	4
62	в этой	1	4
63	отнюдь не	2	4
64	перед нами	1	4
65	что это	3	4
66	тому же	1	4
67	в силу	2	4
68	уже не	6	4
69	об этом	9	4
70	не к	1	4
71	не менее	3	4
72	если бы	1	4
73	как у	1	4
74	истории в	1	4
75	в какой	2	4
76	свидетельствует о	1	4
77	следует признать	1	4
78	как и	10	4
79	как это	8	4
80	не является	1	4
81	и все	1	4
82	с ним	2	4
83	же в	1	4
84	и у	5	4
85	жизни и	1	4
86	что в	19	4
87	все что	1	4
88	для себя	1	3
89	самом деле	1	3
90	мы имеем	4	3
91	так а	1	3
92	с его	1	3
93	как правило	3	3
94	но не	2	3
95	что они	7	3
96	в целом	2	3
97	все эти	2	3
98	и его	1	3
99	и по	8	3
100	которой он	1	3
101	и того	1	3
102	что я	1	3
103	точку зрения	1	3
104	тому что	4	3
105	одна из	4	3
106	этом отношении	1	3
107	как по	2	3
108	на том	1	3
109	и сам	1	3
110	между собой	2	3
111	о котором	1	3
112	внимание на	1	3
113	это не	10	3
114	к ней	2	3
115	один из	8	3
116	с ними	5	3
117	никак не	1	3
118	между тем	7	3
119	то и	1	3
120	представить себе	1	3
121	и для	2	3
122	а к	1	3
123	сказать что	1	3
124	в таком	1	3
125	и т	10	2
126	к другому	2	2
127	должна быть	1	2
128	по его	1	2
129	мы не	6	2
130	же как	1	2
131	ему в	1	2
132	в каждой	1	2
133	в ней	2	2
134	еще не	4	2
135	в чем	1	2
136	на самом	2	2
137	же она	1	2
138	себе и	1	2
139	однако не	1	2
140	как уже	4	2
141	в нашем	2	2
142	из этих	4	2
143	как он	2	2
144	на то	1	2
145	в случае	1	2
146	что она	2	2
147	было бы	1	2
148	должен был	1	2
149	со своими	1	2
150	несмотря на	3	2
151	с точки	3	2
152	и что	4	2
153	и более	2	2
154	не имеет	6	2
155	говорить о	1	2
156	не могло	1	2
157	потому что	10	2
158	для нас	6	2
159	с таким	1	2
160	не вполне	1	2
161	в области	3	2
162	в детстве	1	2
163	у нас	8	2
164	и здесь	2	2
165	имеет место	2	2
166	оно не	1	2
167	но для	1	2
168	и он	1	2
169	подобно тому	1	2
170	и служит	1	2
171	всей своей	1	2
172	на свой	1	2
173	что у	2	2
174	можно было	1	2
175	те же	1	2
176	во второй	1	2
177	быть может	1	2
178	что и	7	2
179	представления о	1	2
180	за столом	2	2
181	в виде	6	2
182	в начале	1	2
183	не все	1	2
184	в равной	2	2
185	обратиться к	1	2
186	одно из	5	2
187	т п	1	2
188	может служить	1	2
189	не случайно	2	2
190	себя но	1	2
191	в других	11	2
192	представляют собой	7	2
193	только на	3	2
194	а с	4	2
195	говорит о	1	2
196	равной степени	2	2
197	только по	2	2
198	церкви и	1	2
199	если не	1	2
200	так же	3	2
201	по своему	1	2
202	о чем	3	2
203	видя в	1	2
204	в течение	5	2
205	тому как	1	2
206	xix в	13	2
207	но это	4	2
208	видно что	6	2
209	это был	1	2
210	к которому	1	2
211	и состоит	1	2
212	не объясняет	2	2
213	интерес к	2	2
214	во время	14	2
215	в свою	3	2
216	точно так	1	2
217	в своих	2	2
218	по поводу	1	2
219	можно назвать	1	2
220	как на	1	2
221	и вновь	1	2
222	они не	1	2
223	границы между	1	1
224	говоря о	1	1
225	также и	1	1
226	например в	2	1
227	таком случае	1	1
228	рассматривается как	1	1
229	которого в	2	1
230	е годы	2	1
231	каждый из	1	1
232	тем же	1	1
233	между двумя	2	1
234	и довольства	1	1
235	которое могло	1	1
236	противном случае	1	1
237	он уже	1	1
238	видеть в	1	1
239	изложения и	1	1
240	вопрос о	1	1
241	но она	2	1
242	на себя	2	1
243	и многочисленные	1	1
244	похожи на	1	1
245	зависимости от	1	1
246	жизни это	1	1
247	это время	2	1
248	в xix	10	1
249	как символ	2	1
250	иное как	2	1
251	его словам	1	1
252	во всех	4	1
253	в до	1	1
254	в общем	1	1
255	с совершенно	1	1
256	очевидно что	1	1
257	не просто	2	1
258	признать обоснованным	1	1
259	в е	2	1
260	относится к	1	1
261	наряду с	1	1
262	другой день	1	1
263	что касается	1	1
264	в противном	1	1
265	находящиеся в	2	1
266	по форме	1	1
267	и как	2	1
268	и наконец	1	1
269	его к	2	1
270	для которой	1	1
271	говорится в	1	1
272	даже если	1	1
273	в которой	1	1
274	по преимуществу	1	1
