N	3gram	Bakhtin_fo_2	Hudozhes
1	в том что	3	11
2	о том что	1	7
3	то же время	4	4
4	в то же	4	4
5	к тому что	1	4
6	но при этом	1	3
7	не может быть	1	3
8	как и в	1	3
9	с одной стороны	1	3
10	для того чтобы	7	3
11	о том как	3	2
12	и в этом	3	2
13	с точки зрения	8	2
14	только в том	1	2
15	до сих пор	2	2
16	и в то	3	2
17	и т п	11	2
18	то что было	2	2
19	в данном случае	1	2
20	то же самое	2	2
21	не только в	5	2
22	и т д	3	2
23	это же самое	1	1
24	сводится к тому	1	1
25	той или иной	1	1
26	не позволяла себе	1	1
27	и сама жизнь	1	1
28	как это обычно	1	1
29	в котором он	1	1
30	с собой на	1	1
31	тот или иной	1	1
32	в двух приведенных	1	1
33	в этом новом	1	1
34	что он не	1	1
35	во время обеда	1	1
36	своей жизни в	1	1
37	между тем как	1	1
38	в этом отношении	2	1
39	же самое время	1	1
40	том числе и	2	1
41	с самим собою	1	1
42	только для того	1	1
43	в человеческой жизни	1	1
44	это обычно у	1	1
45	к себе и	1	1
46	того чтобы не	1	1
47	человеческой жизни и	2	1
48	и все его	1	1
49	а также и	1	1
50	жизни и смерти	1	1
51	то время как	1	1
52	в это же	1	1
53	все более и	1	1
54	двух приведенных выше	1	1
55	отношения к себе	1	1
56	с другой стороны	1	1
57	бы не было	1	1
58	с нею в	1	1
59	в то время	1	1
60	женщин и детей	2	1
61	в этом случае	2	1
62	в одной фразе	2	1
63	с самого начала	1	1
64	более и более	1	1
65	но все же	1	1
66	можно сказать что	1	1
67	ни с чем	1	1
68	лежит в основе	2	1
69	образ человека в	1	1
70	друг от друга	2	1
71	как бы в	1	1
72	в одном из	1	1
73	в том числе	3	1
74	в себе самом	1	1
75	бросающиеся в глаза	1	1
76	человека и его	1	1
77	что и в	1	1
78	т д он	1	1
