N	2gram	Berdyaev_V_1	Dialekti
1	не есть	6	47
2	и не	20	30
3	может быть	1	20
4	не только	2	19
5	и в	16	19
6	и т	2	17
7	а не	7	16
8	т д	2	15
9	потому что	4	14
10	то что	9	14
11	в том	3	14
12	так как	9	14
13	как бы	5	14
14	вовсе не	1	13
15	то же	1	12
16	не просто	1	12
17	но и	5	12
18	и все	4	12
19	личность есть	1	11
20	что это	1	10
21	в нем	4	10
22	ни в	3	10
23	как и	4	10
24	том что	2	10
25	так и	4	10
26	это не	2	10
27	по крайней	1	9
28	никогда не	3	9
29	крайней мере	1	9
30	же и	1	9
31	в этом	4	8
32	в своей	3	8
33	не в	3	8
34	она не	1	8
35	самоутверждение личности	1	8
36	прежде всего	2	8
37	это значит	1	8
38	и то	2	7
39	есть не	1	7
40	должно быть	3	7
41	как это	1	7
42	но что	1	7
43	но это	3	7
44	что в	3	7
45	я не	1	6
46	но не	2	6
47	что они	7	6
48	и вообще	1	6
49	что он	4	6
50	конечно не	2	6
51	что не	4	6
52	того что	5	6
53	да и	2	6
54	личности и	3	6
55	есть и	1	6
56	жизни и	3	6
57	и потому	7	5
58	и это	2	5
59	должна быть	3	5
60	говорить о	4	5
61	и стало	1	5
62	все равно	2	5
63	и с	1	5
64	в виду	1	5
65	и что	3	5
66	но как	1	5
67	что и	3	5
68	с другой	1	5
69	от смысла	1	5
70	в одно	1	5
71	в самом	1	5
72	только в	2	5
73	и есть	4	4
74	во мне	4	4
75	еще не	8	4
76	в своем	1	4
77	все же	1	4
78	и если	1	4
79	и вот	1	4
80	и по	1	4
81	а потом	1	4
82	в одном	1	4
83	все это	5	4
84	с ним	2	4
85	не могут	2	4
86	что оно	1	4
87	в ее	1	4
88	говорят что	1	4
89	в личности	2	4
90	к нему	1	4
91	уже в	1	4
92	могут быть	2	4
93	хотя бы	3	4
94	а в	2	4
95	другой стороны	1	4
96	как мы	1	3
97	и тут	1	3
98	вопрос о	1	3
99	думаю что	1	3
100	в чем	3	3
101	себе и	1	3
102	в этой	1	3
103	от этого	3	3
104	и мы	3	3
105	и уже	1	3
106	между собою	1	3
107	и тогда	2	3
108	но я	1	3
109	в этих	3	3
110	можно ли	1	3
111	ничего не	1	3
112	в разных	1	3
113	тут не	1	3
114	это только	1	3
115	уже не	2	3
116	будто бы	1	3
117	бы это	1	3
118	не было	3	3
119	о чем	1	3
120	и от	1	3
121	его с	1	3
122	это как	1	3
123	они не	1	3
124	человека и	6	2
125	смысла от	1	2
126	он всегда	1	2
127	его не	2	2
128	из всего	1	2
129	что уже	1	2
130	бы ни	1	2
131	то это	3	2
132	как не	3	2
133	зависимости от	1	2
134	в ней	4	2
135	во всех	3	2
136	что я	3	2
137	мы же	3	2
138	если в	1	2
139	которые не	2	2
140	и я	4	2
141	в истории	8	2
142	как в	1	2
143	и нет	1	2
144	но в	3	2
145	в противоположность	1	2
146	личности а	2	2
147	в которой	1	2
148	бы и	3	2
149	личности но	1	2
150	все эти	3	2
151	на этом	1	2
152	но все	1	2
153	не будет	2	2
154	в мире	5	2
155	в жизни	3	2
156	она и	1	2
157	с тем	2	2
158	как сама	1	2
159	в их	1	2
160	жизни с	1	2
161	их в	3	2
162	тому что	3	2
163	нет никакого	1	2
164	что есть	5	2
165	того как	1	2
166	и остается	1	2
167	на него	1	2
168	не по	1	2
169	это мы	2	2
170	мире и	1	2
171	уже и	1	2
172	что на	1	2
173	к тому	3	2
174	ли что	1	2
175	в конце	3	2
176	мы в	1	2
177	но мы	2	2
178	все в	1	2
179	между тем	2	2
180	его личности	1	2
181	и можно	1	2
182	что бы	1	2
183	д и	1	2
184	мы видим	1	2
185	с ними	1	2
186	и они	3	2
187	а потому	1	2
188	но вот	1	2
189	тем что	2	2
190	где есть	1	2
191	будем говорить	1	2
192	мы это	2	2
193	я был	1	2
194	души и	1	2
195	был в	1	2
196	человеческой жизни	1	2
197	жизнь в	1	2
198	в бытии	1	2
199	что мы	4	2
200	когда я	2	2
201	вместе с	1	2
202	так же	1	2
203	что личность	1	2
204	в изображении	1	2
205	в состоянии	1	2
206	личность как	2	2
207	есть что-то	1	2
208	думают что	1	2
209	в результате	1	2
210	это еще	4	2
211	есть уже	2	2
212	это все	2	2
213	может и	1	2
214	не быть	1	2
215	и идеи	1	2
216	в виде	1	2
217	ее в	2	2
218	в искусстве	1	2
219	в своих	1	2
220	во всяком	2	2
221	всегда в	1	1
222	от этой	1	1
223	речь идет	1	1
224	все новые	1	1
225	пусть не	1	1
226	употребляет и	1	1
227	далее и	1	1
228	и до	1	1
229	их и	1	1
230	сравнению с	1	1
231	и уважал	1	1
232	и новые	2	1
233	не была	1	1
234	только это	1	1
235	но она	1	1
236	но под	1	1
237	мы и	2	1
238	свой предмет	1	1
239	кто же	1	1
240	их жизнь	2	1
241	он был	1	1
242	бы то	1	1
243	природы и	1	1
244	ее к	1	1
245	мы будем	1	1
246	как думал	1	1
247	в новом	1	1
248	искусстве но	1	1
249	нет и	2	1
250	во что	1	1
251	не хотел	2	1
252	его на	1	1
253	весь мир	1	1
254	духа и	2	1
255	духа в	1	1
256	к чему	3	1
257	в целом	1	1
258	сущности и	1	1
259	влечение к	1	1
260	образ и	1	1
261	раз навсегда	2	1
262	не к	2	1
263	это дело	2	1
264	на земле	7	1
265	что все	4	1
266	это случилось	1	1
267	значение в	1	1
268	по смыслу	1	1
269	теми которые	1	1
