N	3gram	Tiupa_Vved_1	Problemy
1	то же время	3	10
2	в то же	4	10
3	на самом деле	3	9
4	по отношению к	7	6
5	в пределах одного	1	5
6	в той или	1	4
7	во внутреннем диалоге	1	4
8	но на самом	1	4
9	во всяком случае	1	4
10	и прежде всего	1	4
11	той или иной	2	4
12	как и у	1	3
13	в этом смысле	1	3
14	и в самом	1	3
15	в высшей степени	2	3
16	с другой стороны	1	3
17	не может быть	3	3
18	к тому же	4	3
19	он как раз	1	2
20	и в то	1	2
21	в отличие от	2	2
22	друг на друга	1	2
23	к тому чтобы	1	2
24	можно было бы	2	2
25	или иной степени	1	2
26	на этот раз	1	2
27	и в этом	1	2
28	и та же	1	2
29	одна и та	1	2
30	подобно тому как	2	2
31	в том что	3	2
32	если бы он	1	1
33	внутреннем диалоге с	1	1
34	не только с	1	1
35	но и по	1	1
36	в том же	1	1
37	потому что я	1	1
38	так и не	1	1
39	в этом случае	1	1
40	но не в	1	1
41	не входит в	1	1
42	а что же	1	1
43	и т.п но	1	1
44	не только внешне	1	1
45	заключает в себе	1	1
46	том или ином	1	1
47	благодаря тому что	1	1
48	по крайней мере	1	1
49	как если бы	1	1
50	у него нет	1	1
51	что он может	1	1
52	о том как	1	1
53	в значительной степени	1	1
54	в том или	1	1
55	только внешне но	1	1
56	в данном случае	6	1
57	внешне но и	1	1
58	но и внутренне	1	1
59	всех без исключения	1	1
60	как будто бы	3	1
61	все без исключения	1	1
62	в нем не	1	1
63	в этом направлении	1	1
64	но и с	1	1
65	но и не	1	1
66	то что он	1	1
67	как бы не	1	1
68	к своему герою	1	1
69	как и в	2	1
70	большей или меньшей	1	1
71	но только в	1	1
72	в свою очередь	4	1
73	и того же	1	1
74	о том что	4	1
75	что же было	1	1
76	но в этом	1	1
77	можно сказать что	1	1
78	которая может быть	1	1
79	одного и того	1	1
80	но именно поэтому	1	1
81	друг от друга	1	1
82	тем не менее	3	1
83	как бы в	1	1
84	как мы видели	2	1
85	а не в	1	1
86	то он как	1	1
87	то же самое	1	1
88	в этом отношении	4	1
