N	3gram	Vygotskiy__4	Sovremen
1	с точки зрения	11	5
2	в зависимости от	1	4
3	не может быть	1	4
4	не может не	2	3
5	мы видели что	2	3
6	с самого начала	1	3
7	тем не менее	1	2
8	друг с другом	7	2
9	во всяком случае	3	2
10	в отличие от	2	2
11	в свою очередь	2	2
12	с помощью которых	1	2
13	не подлежит сомнению	1	2
14	так как он	1	2
15	мы можем назвать	1	2
16	в настоящее время	2	2
17	то же самое	7	2
18	как мы это	1	1
19	такой же мере	1	1
20	что иное как	1	1
21	одной стороны и	2	1
22	не могут быть	2	1
23	в такой же	1	1
24	одни и те	3	1
25	в связи с	3	1
26	в течение нескольких	1	1
27	все более и	2	1
28	оно может быть	2	1
29	по отношению к	1	1
30	равно как и	1	1
31	одна и та	1	1
32	на самом деле	1	1
33	не опирается на	1	1
34	как и во	1	1
35	он может быть	1	1
36	в этом смысле	8	1
37	и той же	4	1
38	когда мы говорим	1	1
39	так же как	5	1
40	в свое время	2	1
41	в этом случае	3	1
42	один и тот	7	1
43	развития таким образом	1	1
44	шаг за шагом	1	1
45	с помощью которой	1	1
46	до сих пор	1	1
47	и что следовательно	1	1
48	и во всех	1	1
49	с другом мы	1	1
50	друг на друга	5	1
51	в наших экспериментах	1	1
52	бы то ни	1	1
53	и та же	1	1
54	таким образом все	1	1
55	это значит что	2	1
56	и те же	3	1
57	заключает в себе	1	1
58	более и более	2	1
59	можно было бы	5	1
60	в самом деле	6	1
61	к одному и	4	1
62	но если мы	1	1
63	но все же	1	1
64	мы знаем что	1	1
65	мы говорим о	1	1
66	в том случае	1	1
67	мы видим что	2	1
68	важную роль в	1	1
69	одной и той	4	1
70	не что иное	1	1
71	не подлежит никакому	2	1
72	в процессе развития	1	1
73	стадии своего развития	2	1
74	между ним и	1	1
75	в том что	31	1
76	и во всей	1	1
77	в этой области	2	1
78	в данном случае	2	1
79	на этой стадии	1	1
80	никакому сомнению что	1	1
81	может не быть	1	1
82	может быть в	1	1
83	не является исключением	1	1
84	в обоих случаях	3	1
85	то ни было	1	1
86	подлежит никакому сомнению	2	1
87	с одной стороны	9	1
88	готовом виде и	1	1
89	на этот раз	1	1
90	тот факт что	1	1
91	и тот же	7	1
