N	3gram	Vinokur_St_1	FransuaR
1	в то же	4	6
2	то же время	4	6
3	с точки зрения	8	5
4	жизни и смерти	1	5
5	не только в	4	5
6	но и в	2	4
7	до сих пор	7	4
8	не может быть	5	4
9	в этом отношении	7	3
10	но в то	2	3
11	с одной стороны	2	3
12	в свое время	2	3
13	о том что	11	3
14	нужно сказать что	4	3
15	с другой стороны	6	3
16	и его современники	1	2
17	в другом месте	1	2
18	но даже и	1	2
19	сих пор еще	1	2
20	только то что	1	2
21	в своей статье	4	2
22	содержит в себе	1	2
23	то что для	1	2
24	и его современников	1	2
25	и в то	1	2
26	во всяком случае	6	2
27	но все же	3	2
28	больше чем кажется	1	1
29	если бы она	1	1
30	языка и стиля	1	1
31	в г в	1	1
32	дело в том	4	1
33	чтобы оно не	1	1
34	по отношению к	3	1
35	в настоящее время	1	1
36	также и в	1	1
37	в том же	1	1
38	гораздо больше чем	1	1
39	в одной из	1	1
40	и не может	1	1
41	в первую очередь	2	1
42	таким образом в	1	1
43	то что в	2	1
44	что в нем	2	1
45	для этого прежде	1	1
46	эту тему в	2	1
47	и без того	1	1
48	которые по словам	1	1
49	этого прежде всего	1	1
50	произведений мировой литературы	1	1
51	в том чтобы	1	1
52	это прежде всего	2	1
53	некоторых из них	1	1
54	в конце концов	1	1
55	так и в	4	1
56	и в отношении	1	1
57	прежде всего необходимо	1	1
58	в какой степени	1	1
59	и во всей	1	1
60	я имею в	1	1
61	в целом ряде	1	1
62	именно в том	1	1
63	того или иного	4	1
64	как и всякая	1	1
65	вряд ли можно	1	1
66	в наше время	1	1
67	имею в виду	1	1
68	вовсе не в	2	1
69	но также и	4	1
70	всяком случае в	2	1
71	на точку зрения	2	1
72	даже и в	1	1
73	в этом случае	2	1
74	на самом деле	6	1
75	на то что	4	1
76	его эпохи и	1	1
77	в какой-то степени	1	1
78	но не менее	1	1
79	после того как	1	1
80	вовсе не является	1	1
81	для того чтобы	10	1
82	в том что	17	1
83	как и в	2	1
84	именно в области	1	1
