1	о том что	5	9
2	то же время	5	8
3	в то же	5	8
4	по отношению к	1	8
5	в том что	2	6
6	в самом деле	4	4
7	с точки зрения	2	3
8	в связи с	1	3
9	в первой главе	1	3
10	в этом отношении	3	3
11	в предыдущей главе	2	3
12	жизни и смерти	2	3
13	та или иная	1	3
14	но в то	1	3
15	в следующей главе	6	3
16	до сих пор	3	2
17	не только в	1	2
18	о том как	1	2
19	не может быть	1	2
20	так и от	1	2
21	в значительной степени	1	2
22	в третьей главе	1	2
23	что же касается	1	2
24	во второй главе	1	2
25	вместо того чтобы	3	2
26	как раз в	1	2
27	это прежде всего	2	2
28	том что в	1	2
29	самом деле в	1	2
30	в литературе в	1	1
31	а также и	2	1
32	одной стороны и	2	1
33	как бы в	1	1
34	пор еще можно	1	1
35	так и у	1	1
36	в литературном образе	1	1
37	но и для	1	1
38	и по отношению	1	1
39	том что он	1	1
40	в четвертой главе	1	1
41	прежде всего его	1	1
42	в одной из	1	1
43	на самом же	1	1
44	самом же деле	1	1
45	большей степени чем	1	1
46	мы узнаем из	1	1
47	без конца а	1	1
48	именно в этом	1	1
49	более или менее	1	1
50	также и о	1	1
51	уже говорили о	2	1
52	в следующем году	1	1
53	в нем не	1	1
54	думать о том	1	1
55	каждый из них	2	1
56	с одной стороны	4	1
57	в данном случае	2	1
58	но все же	1	1
59	видит в нем	1	1
60	в сущности в	1	1
61	мы уже говорили	11	1
62	как в предыдущей	1	1
63	зарытое в землю	1	1
64	сих пор еще	3	1
65	в первом случае	3	1
66	в себе и	1	1
67	они в нем	1	1
68	они уже не	1	1
69	в конце концов	1	1
70	и там где	1	1
71	него и в	1	1
72	как и все	1	1
73	с ним в	1	1
74	все же не	1	1
75	до известной степени	1	1
76	за то что	1	1
