N	2gram	Vygotskiy__3	Dialekti
1	не есть	1	54
2	и не	10	27
3	а не	7	26
4	точки зрения	16	25
5	и т	14	24
6	и в	38	24
7	это значит	1	24
8	не только	12	23
9	т д	4	23
10	что такое	1	21
11	не может	7	19
12	не просто	2	18
13	ничего не	2	17
14	и есть	1	16
15	и что	18	15
16	что все	3	14
17	с точки	9	14
18	то что	35	14
19	в таком	3	14
20	таким образом	12	13
21	что он	11	13
22	вовсе не	8	13
23	может быть	19	13
24	и даже	4	13
25	что это	10	12
26	есть только	2	12
27	того что	4	12
28	есть и	1	12
29	не имеет	6	11
30	что же	2	11
31	в сущности	10	10
32	отнюдь не	2	10
33	только не	1	10
34	есть не	1	9
35	то это	2	9
36	что она	16	9
37	ни в	3	9
38	но и	5	9
39	в этом	13	8
40	и как	8	8
41	это есть	2	8
42	отличается от	1	8
43	так что	8	8
44	в виде	2	8
45	что мы	1	8
46	том что	14	8
47	это и	1	7
48	в самом	25	7
49	как и	8	7
50	нет никакого	2	7
51	никогда не	4	7
52	как раз	8	7
53	потому что	14	7
54	что оно	2	7
55	ясно что	6	7
56	в виду	4	7
57	только на	1	7
58	но что	2	7
59	ничем не	1	7
60	что в	20	7
61	самом деле	21	6
62	должна быть	5	6
63	я не	5	6
64	то же	10	6
65	и с	1	6
66	есть именно	2	6
67	превращается в	1	6
68	утверждать что	2	6
69	если бы	14	6
70	что и	4	6
71	и только	3	6
72	о том	6	6
73	так как	6	6
74	и все	10	6
75	все это	3	6
76	кроме того	1	6
77	но если	4	6
78	что его	2	5
79	не буду	1	5
80	хотя и	1	5
81	и к	3	5
82	он не	6	5
83	одно и	3	5
84	так и	1	5
85	было бы	12	5
86	в них	3	5
87	мы не	5	5
88	и тогда	1	5
89	в том	25	5
90	можно ли	1	5
91	в то	3	5
92	и притом	1	5
93	и его	6	5
94	утверждаю что	1	5
95	только в	4	5
96	уже не	2	5
97	одно из	2	5
98	как же	2	5
99	что не	3	5
100	что для	1	5
101	как это	6	5
102	с этой	2	5
103	но это	3	5
104	или не	2	5
105	или нет	1	5
106	только как	1	5
107	жизни и	1	5
108	как на	3	5
109	и то	8	4
110	и больше	2	4
111	и ничего	2	4
112	время как	4	4
113	в чем	1	4
114	нет и	1	4
115	в истории	2	4
116	конечно не	4	4
117	подобно тому	1	4
118	собственно говоря	1	4
119	это не	1	4
120	от себя	1	4
121	тому что	6	4
122	как о	1	4
123	но только	8	4
124	не могут	2	4
125	и это	8	4
126	то время	2	4
127	к тому	6	4
128	с другой	7	4
129	тело и	1	4
130	для него	2	4
131	это будет	2	4
132	говорит о	2	4
133	у нас	2	4
134	истории мы	1	4
135	так же	2	4
136	ни от	1	4
137	тому как	1	4
138	хотя бы	2	4
139	только что	2	4
140	сказать что	4	4
141	себя как	2	3
142	была бы	2	3
143	мы уже	7	3
144	той же	2	3
145	и тут	1	3
146	зависимости от	1	3
147	и на	6	3
148	и я	2	3
149	мере в	1	3
150	в одной	2	3
151	что именно	2	3
152	с этим	8	3
153	в своем	5	3
154	все же	8	3
155	перед нами	8	3
156	все эти	4	3
157	на то	16	3
158	в нем	4	3
159	в силу	2	3
160	не будет	1	3
161	того или	1	3
162	он и	1	3
163	должно быть	1	3
164	как все	2	3
165	не в	12	3
166	есть еще	1	3
167	из которых	4	3
168	тем самым	1	3
169	она не	6	3
170	одна из	4	3
171	в основе	3	3
172	никакого отношения	1	3
173	на себя	1	3
174	и о	3	3
175	из двух	3	3
176	как таковую	1	3
177	это было	1	3
178	все время	30	3
179	быть и	1	3
180	или же	1	3
181	и ее	2	3
182	это же	2	3
183	с одной	6	3
184	есть в	2	3
185	то и	3	3
186	при помощи	4	3
187	из них	6	3
188	мы знаем	1	3
189	друг друга	1	3
190	не говорит	1	3
191	тем что	3	3
192	для того	8	3
193	именно как	1	3
194	мы воспринимаем	1	3
195	и прежде	1	3
196	все решительно	1	3
197	не было	1	3
198	ни о	1	3
