N	2gram	Ircho_Kome_1	Literetu
1	и в	22	19
2	может быть	9	17
3	то же	6	12
4	и не	8	11
5	как и	9	10
6	в том	11	10
7	но и	11	10
8	в этом	3	9
9	состоит в	1	9
10	в то	10	9
11	в мире	1	9
12	же время	4	9
13	не может	2	9
14	такого рода	6	9
15	не только	10	8
16	и даже	5	8
17	с другой	5	8
18	слова и	1	7
19	том что	12	7
20	так и	5	7
21	с одной	3	7
22	то что	2	7
23	и на	3	6
24	в себе	2	6
25	при этом	5	6
26	однако в	3	6
27	не менее	3	6
28	себя в	1	6
29	одной стороны	3	6
30	в году	3	5
31	столь же	2	5
32	но не	2	5
33	художественного мышления	2	5
34	в принципе	2	5
35	он не	3	5
36	одна из	2	5
37	так в	4	5
38	в качестве	4	5
39	для всех	2	5
40	у нас	3	5
41	то есть	1	5
42	того что	1	5
43	вместе с	2	5
44	мы не	3	4
45	того же	2	4
46	по отношению	3	4
47	так что	1	4
48	отнюдь не	1	4
49	в рамках	2	4
50	едва ли	7	4
51	человека в	1	4
52	точки зрения	4	4
53	не в	6	4
54	даже в	3	4
55	в русской	1	4
56	в области	2	4
57	ли не	4	4
58	в ней	1	4
59	еще в	5	4
60	в его	5	4
61	один из	5	4
62	и других	7	4
63	не случайно	1	4
64	каждый из	3	4
65	тем что	4	4
66	прежде всего	5	4
67	в частности	3	4
68	другой стороны	5	4
69	жизни и	1	4
70	что в	6	4
71	речь идет	3	3
72	одним из	1	3
73	идет о	3	3
74	тем же	1	3
75	в сущности	2	3
76	и он	1	3
77	во всех	1	3
78	как правило	3	3
79	поскольку в	1	3
80	право на	2	3
81	в этой	7	3
82	то и	2	3
83	в нем	4	3
84	такой же	2	3
85	в их	4	3
86	вплоть до	1	3
87	ничего не	3	3
88	х годов	3	3
89	и его	8	3
90	данном случае	1	3
91	в себя	2	3
92	и с	3	3
93	в другом	4	3
94	всего лишь	1	3
95	в пути	1	3
96	а в	6	3
97	так как	4	3
98	этом отношении	3	3
99	и др	1	3
100	со стороны	2	3
101	в разговоре	1	3
102	в данном	1	3
103	по существу	1	3
104	но это	2	3
105	в начале	3	3
106	и для	1	3
107	обращается к	1	3
108	и как	3	3
109	что он	6	3
110	отношению к	3	3
111	как на	1	3
112	ту же	2	2
113	и т	9	2
114	же как	3	2
115	слов но	2	2
116	и за	1	2
117	той же	1	2
118	зависимость от	1	2
119	из своих	1	2
120	на себя	2	2
121	с ее	2	2
122	из того	1	2
123	в каждой	1	2
124	к своему	1	2
125	если в	1	2
126	есть по	1	2
127	очевидно что	1	2
128	в истории	5	2
129	все же	3	2
130	и к	1	2
131	на войну	1	2
132	но в	4	2
133	в противоположность	2	2
134	то в	1	2
135	со своей	2	2
136	в целом	3	2
137	представляет собой	1	2
138	как он	1	2
139	о которой	1	2
140	и сам	3	2
141	в годы	6	2
142	подобно тому	1	2
143	на этом	2	2
144	в каждом	1	2
145	в жизни	1	2
146	в них	3	2
147	нет в	1	2
148	все равно	1	2
149	соответствии с	1	2
150	с этой	1	2
151	с тем	1	2
152	и еще	3	2
153	как бы	1	2
154	и без	2	2
155	не к	2	2
156	одном из	4	2
157	тем не	2	2
158	не раз	2	2
159	не по	1	2
160	уже о	2	2
161	могут быть	3	2
162	даже и	1	2
163	для того	1	2
164	для себя	2	2
165	говоря уже	2	2
166	еще не	2	2
167	ко всему	1	2
168	для этого	2	2
169	о том	8	2
170	и что	1	2
171	общественного сознания	1	2
172	а также	4	2
173	путь к	2	2
174	и только	1	2
175	впрочем не	1	2
176	было бы	2	2
177	и одновременно	3	2
178	тот же	3	2
179	одной из	3	2
180	друг друга	1	2
181	потому что	5	2
182	уже в	5	2
183	ни было	2	2
184	речь в	1	2
185	из них	10	2
186	не так	1	2
187	в одном	8	2
188	т п	5	2
189	в конце	6	2
190	что и	4	2
191	вовсе не	2	2
192	у него	3	2
193	как раз	3	2
194	наконец в	1	2
195	одновременно не	1	2
196	до конца	2	2
197	было сказано	1	2
198	него не	1	2
199	мира в	1	2
200	как это	3	2
201	и каждый	1	2
202	из которых	2	2
203	и столь	1	2
204	к жизни	1	2
205	тому как	1	2
206	вокруг которого	1	2
207	при всем	2	2
208	от имени	1	2
209	в результате	4	2
210	а к	2	2
211	в третьем	1	2
212	хотя бы	1	2
213	с ним	1	2
214	же в	4	2
215	не говоря	2	2
216	не знает	1	2
217	к этой	1	2
218	разговоре с	1	2
219	в роли	1	2
220	в своих	2	2
221	все что	2	2
222	том числе	1	2
223	на поле	1	1
224	перед лицом	3	1
225	отношений в	1	1
226	здесь и	2	1
227	по которым	4	1
228	исходит из	1	1
229	из трех	1	1
230	из всех	2	1
231	первенство в	1	1
232	как мы	4	1
233	что уже	1	1
234	с тоской	1	1
235	время от	4	1
236	эстетики и	1	1
237	ему в	1	1
238	наиболее показательны	1	1
239	первого и	1	1
240	с большой	1	1
241	он был	2	1
242	бы то	2	1
243	в чем	3	1
244	сказать и	1	1
245	при жизни	1	1
246	отличие от	2	1
247	за пределы	2	1
248	относится к	2	1
249	и вовсе	1	1
250	как в	5	1
251	этой точки	1	1
252	однако не	1	1
253	в полном	1	1
254	ср также	4	1
255	когда он	1	1
256	что по	2	1
257	победа в	1	1
258	и художественного	1	1
259	самом начале	1	1
260	к числу	2	1
261	в действительности	2	1
262	этой цели	2	1
263	и хотя	2	1
264	в этот	1	1
265	за собой	1	1
266	поэтому он	1	1
267	в самом	2	1
268	что это	1	1
269	в известном	2	1
270	особое место	1	1
271	но он	2	1
272	и те	1	1
