N	2gram	Vygotskiy__2	FransuaR
1	и в	32	40
2	то есть	21	18
3	и его	7	17
4	прежде всего	1	16
5	в этом	13	15
6	в романе	2	15
7	не только	12	13
8	в его	2	13
9	и не	10	13
10	вовсе не	2	12
11	что в	20	12
12	как и	10	11
13	но и	10	11
14	таким образом	21	10
15	как мы	1	10
16	в сущности	7	9
17	он не	6	9
18	в них	2	9
19	может быть	18	9
20	и все	4	9
21	и до	4	8
22	той же	8	8
23	и на	5	8
24	отношение к	2	8
25	все эти	7	8
26	и с	4	8
27	в том	37	8
28	но в	3	8
29	то же	13	7
30	культуры и	1	7
31	он и	1	7
32	в виду	3	7
33	в одном	2	7
34	во всех	3	6
35	в самом	12	6
36	в этих	2	6
37	в то	5	6
38	же время	2	6
39	связи с	1	6
40	и других	3	6
41	до конца	3	6
42	в той	1	6
43	он говорит	5	6
44	в своей	3	6
45	к этому	1	6
46	в нем	4	5
47	со всеми	1	5
48	в основе	11	5
49	и для	4	5
50	в особенности	2	5
51	те же	6	5
52	начала и	2	5
53	мы видим	4	5
54	для него	1	5
55	то что	21	5
56	не было	2	5
57	а не	7	5
58	в связи	1	5
59	как раз	5	5
60	в своих	9	5
61	смысле слова	1	4
62	также и	2	4
63	жизни и	4	4
64	из всех	2	4
65	в ней	5	4
66	в истории	1	4
67	в нашем	1	4
68	было бы	11	4
69	ни в	2	4
70	том что	21	4
71	в эту	1	4
72	в их	3	4
73	того чтобы	14	4
74	в области	1	4
75	о том	6	4
76	и о	1	4
77	так в	2	4
78	роль в	2	4
79	и здесь	2	4
80	и во	1	4
81	один из	3	4
82	только на	5	4
83	из них	4	4
84	так как	12	4
85	за этим	1	4
86	и даже	5	4
87	до сих	5	4
88	века и	1	4
89	в данном	4	4
90	сих пор	5	4
91	все это	5	4
92	еще более	3	4
93	самом деле	16	3
94	на самом	5	3
95	с его	2	3
96	отличие от	2	3
97	в этой	6	3
98	кроме того	1	3
99	и как	7	3
100	и наконец	1	3
101	и к	3	3
102	в себе	2	3
103	но ведь	1	3
104	при этом	13	3
105	для понимания	1	3
106	об этом	3	3
107	но именно	1	3
108	мы видели	1	3
109	в отличие	1	3
110	не понимает	2	3
111	их в	2	3
112	для этого	3	3
113	вплоть до	2	3
114	в таких	1	3
115	дело не	1	3
116	одна из	1	3
117	во всем	3	3
118	о нем	1	3
119	но все	1	3
120	и самое	1	3
121	в ее	2	3
122	можно было	7	3
123	еще в	1	3
124	если бы	6	3
125	в другом	1	3
126	никак не	4	3
127	связь между	1	3
128	между тем	4	3
129	что и	17	3
130	в свете	2	3
131	и следовательно	2	3
132	еще не	2	3
133	только в	7	3
134	так и	3	3
135	же и	1	3
136	не так	2	3
137	мы находим	2	3
138	в конце	3	3
139	тем что	9	3
140	в других	2	3
141	для того	13	3
142	и прежде	1	3
143	сказать что	7	3
144	там где	2	3
145	жизнь в	1	3
146	в частности	3	3
147	не может	17	3
148	вместе с	2	3
149	от страха	1	3
150	ко всем	1	3
151	как в	9	3
152	такого рода	1	3
153	во все	1	3
154	как бы	6	3
155	и смерти	1	3
156	в более	1	3
157	и от	2	3
158	но это	2	3
159	а в	4	3
160	слово в	1	3
161	между ними	1	3
162	они не	1	3
163	как известно	1	2
164	одним из	1	2
165	например в	3	2
166	он считает	1	2
167	наших дней	1	2
168	того же	2	2
169	это и	1	2
170	тем же	1	2
171	из самых	2	2
172	по преимуществу	1	2
173	и этот	2	2
174	с в	2	2
175	мы не	3	2
176	при анализе	2	2
177	на тему	1	2
178	хотя бы	3	2
179	на такой	1	2
180	основе этого	1	2
181	подробно и	1	2
182	которые он	1	2
183	библии или	1	2
184	но не	2	2
185	до наших	1	2
186	думать что	3	2
187	что он	13	2
188	к новому	1	2
189	все же	4	2
190	и той	4	2
191	его к	1	2
192	имеет в	1	2
193	в которой	2	2
194	в целом	4	2
195	он в	3	2
196	из этих	1	2
197	говорят о	1	2
198	и если	1	2
199	на его	2	2
200	как он	2	2
201	в первой	1	2
202	не к	3	2
