N	3gram	Vygotskiy__3	Formalny
1	не может быть	2	10
2	в связи с	5	10
3	с точки зрения	1	7
4	в этом отношении	3	7
5	и в этом	2	5
6	с тем что	3	5
7	во всяком случае	4	5
8	вместе с тем	10	4
9	как мы видели	3	4
10	не могут быть	1	4
11	того или иного	2	4
12	в высшей степени	6	4
13	в зависимости от	5	3
14	сам по себе	1	3
15	в значительной степени	1	3
16	с другой стороны	3	3
17	так и в	2	3
18	связи с этим	1	3
19	для того чтобы	7	3
20	с его помощью	1	2
21	так как они	1	2
22	в этом смысле	2	2
23	на первый план	2	2
24	сами по себе	3	2
25	в отличие от	6	2
26	к тому чтобы	1	2
27	то и другое	4	2
28	в применении к	1	2
29	в конце концов	1	2
30	по себе а	1	2
31	с самого начала	6	2
32	с тем и	4	2
33	таким образом не	1	2
34	к тому что	1	2
35	в том что	17	2
36	задачи стоящей перед	1	1
37	что иное как	1	1
38	в своем развитии	1	1
39	что в основе	1	1
40	развития именно в	1	1
41	как и для	1	1
42	теми или иными	2	1
43	что в самом	1	1
44	связи с теми	1	1
45	что перед нами	3	1
46	более или менее	1	1
47	область так называемого	1	1
48	в таком виде	1	1
49	не столько с	1	1
50	влечет за собой	1	1
51	в этом случае	1	1
52	с одной стороны	5	1
53	только в том	2	1
54	до сих пор	1	1
55	с помощью этой	1	1
56	является одним из	1	1
57	как мы увидим	2	1
58	во всех этих	1	1
59	из того что	1	1
60	в собственном смысле	6	1
61	и речи нет	1	1
62	до последнего времени	1	1
63	в этот период	1	1
64	том или ином	1	1
65	во всей ее	1	1
66	бы сказать что	3	1
67	он стоит перед	1	1
68	того что они	3	1
69	и связанные с	1	1
70	этого слова мы	1	1
71	же что и	1	1
72	мы не можем	1	1
73	в этой области	1	1
74	в данном случае	1	1
75	в том чтобы	1	1
76	к вопросу о	1	1
77	и в его	1	1
78	содержание и форму	1	1
79	значительной степени и	1	1
80	смысле этого слова	4	1
81	понятия в целом	2	1
82	с помощью которого	2	1
83	с тем же	1	1
84	и не могли	1	1
85	так или иначе	1	1
86	все же не	1	1
87	не тем что	2	1
88	все более и	1	1
89	бы то ни	1	1
90	себе а лишь	1	1
91	постановка задачи и	1	1
92	и во всяком	2	1
93	тем же признаком	1	1
94	есть не что	1	1
95	не в плане	1	1
96	раз и навсегда	1	1
97	но тем не	1	1
98	вполне совпадает с	2	1
99	всяком случае в	1	1
100	в свою очередь	2	1
101	собственном смысле этого	4	1
102	и речи но	1	1
103	ничего общего с	1	1
104	с другими элементами	1	1
105	но все эти	1	1
106	более и более	1	1
107	с помощью которых	7	1
108	таким образом каждый	1	1
109	в известной степени	1	1
110	по аналогии с	1	1
111	по этому поводу	1	1
112	так называемого практического	1	1
113	не что иное	1	1
114	сама по себе	1	1
115	тем не менее	5	1
116	то что они	1	1
117	в последнем счете	1	1
118	как и в	2	1
119	что и в	5	1
120	что оно является	1	1
